clean_text,label
verse one two three loaded clips four niggas roll one nigga drives five hundred benz six reasons kid die shooting every mothafucka outside pulled block jumped car guns hand time everybody ran nigga go hiding crowd let trigger blow seven shots lying ground blood floor shot niggas two niggas hit one nigga fell one tried run go get son make sure done fore bail tryna go jail must handle beef code street load heat nigga think could fuck around real niggas real things means niggas knowing get goes chorus shoot em shoot em kill kill kill murder murder murder shoot em shoot em kill kill kill murder murder murder shoot em shoot em kill kill kill murder murder murder verse driving roads suburban chevrolet six tinted windows way get hoes pull house freak heard nobody came ringing bell hell could leave stepping slow truck fuck could jack pull strap man plan bitches go civic looking funny though open car door funny smile fuck two already third ass heavy nas sherry sherry nas man ready walked house snatched clothes ran hoes plenty ice seemed like find man heard blam blam wondering scam even stand chance killed hoes took dough fire eyes higher sky coming stairs wanting mine reaching nine aiming guns others face time nine lips fifth chin start whispering put gun skip town rocked sleep pushed back meat lift chain took shit emptied close range chorus shoot em shoot em kill kill kill murder murder murder shoot em shoot em kill kill kill murder murder murder shoot em shoot em shoot em shoot em kill kill kill murder murder murder,rap
instrumental verse dug holes crawled home cannot feel wind feel rain cold bridge believe gentle harmony loathe obscenity way life got single opportunity chorus look oh look way always oh oh dreaming somebody would swiftly come kidnap oh oh everyday lie awake pray god today day oh oh oh oh someone understand oh oh verse feel oh clings reels calls towards confounding destiny bridge feel madness inch inch run convinced coloured like branch twist like settle foggy mist chorus look oh look way always oh oh dreaming somebody would swiftly come kidnap oh oh everyday lie awake pray god today day oh oh oh oh someone understand oh oh instrumental chorus look oh look way always oh oh dreaming somebody would swiftly come kidnap oh oh everyday lie awake pray god today day oh oh oh oh someone understand oh oh,rock
intro thank thank much coming evening refrain thank thank thank far kind hold applause song mines verse thank thank thank please hold applause applied logic keys keys open doors balcony opera black tux binocular black luxe stop popular name keep poppin face keep poppin tube watchin pacquaio box em would know hbo would get shot us sittin close almost got snot us please bow presence legend got ten albums maybe eleven hits reason treat like somehow outta heaven heaven knows made mistakes thank god guy say grace woulda thought makin birds migrate winter fly summer might say refrain thank thank thank far kind hold applause song mines thank thank thank far kind favor favors handle mines verse hovi baby really high really high tonight tip waiter hundred dollars keep ice cold alright last ones keep wise guys code alive live word much rather die thank suit stitched cut different cloth shoe fits color money like tom cruise flick cept put eight balls corners without usin pool sticks beautiful music champagne flutes click eh beautiful women sippin rouge lips eh dangers approaches like wait let us save trouble son size suit way ruger shoots clips lay casket appreciate target practices sure send flower baskets kid refrain thank thank thank far kind hold applause song mines thank thank thank far kind favor favors handle mines verse gonna kill couple rappers gon flow sales gon em need help good job boys talented hell cause brick put building well ran plane building building fell ran crash site masks inhaled toxins deep inside lungs filled blew cloud like jar took smell cause heard second hand smoke kills niggas thought ill found ill like knew exactly wanted feel refrain thank thank thank far kind hold applause song mines thank thank thank far kind favor favors handle mines outro really high really really high really really high really high tonight ha really high really high tonight really high really high tonight lucky lefty kiss wife goodnight hehe,rap
verse thunder lightning gods take revenge senseless destruction victims fury cowardly running safety stabbing harlot pay sins leaving virgin suicide running free ripping tearing chorus oh mist madness trying get message metal militia metal militia metal militia verse chained shadowed left behind nine one thousand metal militia sacrifice iron clad soldiers join conquered law land befall metalization inner soul twisting turning chorus oh mist madness trying get message metal militia metal militia guitar solo instrumental bridge oh guitar solo verse one fighting one cause leather metal uniforms protecting joining together take world heavy metal spreading message everyone come let go chorus oh mist madness trying get message metal militia metal militia outro metal militia metal militia metal militia metal militia metal militia metal militia metal militia metal militia,rock
verse start marching cause think shot number one counting days skipping stones sun age thumb oh weigh ton tonight living dream meteorite chorus start jumping cause got something say yeah young lovers keep pumping streets yeah verse short stroking fly better go broke watch smoking mary jane make choke jumping fence riding rails oh take joke today living dream capital chorus start jumping cause got something say yeah young lovers keep pumping streets yeah bridge tell tell show send post chorus make time love happiness mothers invention best know struggle loneliness tender mess everyone guess guess verse half blinded reminded find stairs nickel dimin think time play musical chairs dirty laundry quandary ask cares better ever like never chorus start jumping cause got something say yeah young lovers keep pumping streets post chorus make time love happiness mothers invention best know struggle loneliness tender mess everyone guess guess verse sweet talking walking part town never johnny love supreme found ever meant profound billion one make history history outro said yeah oh yeah said yeah oh yeah said yeah oh yeah,rock
verse danny boone beautiful girl skin softer silk milky lot offer face like angel tall thin hit song calling easy talk met friend aa starting right track gotta like sipping grapefruit juice gin friend named brooklyn ran drinking starbucks talking mad shit top things plenty sense keeping job paying rent friends cool cool like mine logical right mind living life like survive worst alive everybody like somewhat shy life tell truth seen since youth somewhat mean confused get gon quit booze hell got figured playing game one smart dame jaime name hook jaime come around care enough say words ever dream god stay jaime come around heaven would fall upon world ever dream god pray verse danny boone club nomenclature drunk bum bunch hater looking coke blowing paper dope man said maybe later never score tossed back sauce cursed barmaid asked boss got free drink sparked log cuss like sailors laugh fog kid tried fight ran shoulda whooped ass feeling soft confusion appeared danny fuck talked minute realized eyes pupils size said said dancing claimed living rock star mansion girls got killed manson high giraffe food flabbergasted say glad happy okay taken aback drunk sorta pissed go miss use different friends hook jaime come around care enough say words ever dream god stay jaime come around heaven would fall upon world ever dream god pray jaime come around come around jaime come around care enough say words ever dream god stay jaime come around heaven would fall upon world ever dream god pray jaime come around care enough say words ever dream god stay jaime come around heaven would fall upon world ever dream god pray,rock
intro oh ho ho ho oh ho ho ho oh ho ho ho oh ho ho ho chorus everybody kung fu fighting cats fast lightning fact little bit frightening fought expert timing verse funky china men funky chinatown chopping chopping ancient chinese art everybody knew part feint slip kicking hip chorus everybody kung fu fighting huh cats fast lightning fact little bit frightening hey yeah fought expert timing verse funky billy chin little sammy chung said comes big boss let get took bow made stand started swaying hand sudden motion made skip brand new trip chorus everybody kung fu fighting huh cats fast lightning ha fact little bit frightening huh expert timing ha bridge oh yeah oh ho ho ho ha oh ho ho ho ha oh ho ho ho ha oh ho ho ho ha keep keep keep keep sure enough chorus everybody kung fu fighting huh cats fast lightning ha fact little bit frightening huh make sure expert timing ha outro oh ho ho ho kung fu fighting oh ho ho ho hands feet fast lightning oh ho ho ho huh ha oh ho ho ho huh ha oh ho ho ho huh ha keep keep keep oh ho ho ho huh ha yeah yeah oh ho ho ho huh ha everybody kung fu fighting hands feet fast lightning oh ho ho ho huh ha oh ho ho ho,rb
verse chris brown life baby sin way looking alive obvious want something know wanna chorus chris brown touched would bring life imagine imagine like oh every time bring life imagine imagine like like like like like like like like like like like refrain lil wayne saw saw saw afar thought say wassup tell name wakin call tunechi good gucci kiss old dude goodbye smooches beast yo beauty man think somebody done gave cupid uzi sh shoot firework brighter dark let turn lights give spark chorus chris brown touched would bring life imagine imagine like oh every time bring life imagine imagine like like like like like like like like like like like bridge chris brown want love touch one touch feel free would bring life want feel free finally kiss finally girl finally give finally see finally see give refrain lil wayne saw saw saw afar thought say wassup tell name wakin call tunechi good gucci kiss old dude goodbye smooches beast yo beauty man think somebody done gave cupid uzi sh shoot firework brighter dark let turn lights give spark outro chris brown like,pop
intro prince new power generation wanna lover partyup controversy prince wanna lover partyup controversy wanna lover partyup controversy prince wanna lover partyup controversy verse prince name prince funky name prince one come funk around tll get daughter leave town beginning god made sea seventh day made tryin rest heard sound sound like guitar cold gettin tried bust high note bust string god worried til heard sing chorus prince name prince funky name prince one hurt somebody somebody hurt somebody somebody somebody somebody somebody somebody verse prince name prince funky come funk junky know righteous know sin got two sides friends try clock em much fast try stop em kick ass without pistol without gun hear music havin fun gotcha mine tell truth tell line chorus prince name prince funky stop prince name prince one hurt stop prince somebody somebody somebody funky fresh somebody prince verse prince name prince wanna king cuz seen top dream big cars women fancy clothes save face save soul tell better way would lord happy came today sayin better better want play better learn rules chorus prince name prince funky stop prince name prince one stop prince come funk around stop prince till get daughter leave town leave town leave town leave leave leave name prince funky stop prince name prince one stop prince funky fresh somebody somebody somebody hurt verse tony funkier funkier get oh shit lickety split lyric new jack pulpit watch deacon track leakin seekin syncopated rhymes peak jumped one thing play jock strap big anyway simpleton bust like pimple son star bright boy sink like ship poseidon adventure bumpin dentures cocksure must coming mouth manure flow spray say hey must become prince king anyway somebody somebody time get ig nig nig nig nig nig ignorant def beat rockin yo come get hit put thinking cap forewarned call upon inner forces got brewin cauldron means nugget sometimes rugged style posses havin brothers buggin oppose propose overexpose disclose pose threat brother like man makin stand damned let play hand blackjack dealer cards stacked expect win used playing,pop
intro usher yo tonight leave girl round true playa real ask nigga pharrell verse royce da detroit rock city ballin philly batters boston matter travelin often matter pack gat coughin either faculty softin ladies stack ass phat walkin gallopin like horses jesus wanna get ya like chilly thinkin really leavin dallas austin happenin often really could read rather payment please spoon feed really needs longer get longer please five nine creep wit people keepin diesel could forget keepin street shootin missle reachin heat seekin freaks royce literally head nigga breathin reason chivalry dead please usher situations arise lives got smart celebrations guys sacrificed cause knew could sleep without meanwhile loved girl see thought world steady still leavin baby chorus usher call okay girl cause alright tonight call okay girl cause alright tonight verse usher aw girl face sayin tears eyes smart cherished listenin friends end story end without damn ri ight loved girl see thought world steady still leavin baby chorus usher call okay girl cause alright tonight call okay girl cause alright tonight bridge usher gonna boogie tonight cause honestly young guy stay home waitin love tonight gonna single man party chorus usher ad libs call okay girl cause alright tonight call okay girl cause alright tonight call okay girl cause alright tonight bridge usher alri ight ight gonna boogie tonight cause honestly young guy stay home waitin love tonight gonna single man party chorus usher ad libs call okay girl cause alright tonight call okay girl cause alright tonight call okay girl cause alright tonight call okay girl cause alright tonight,rb
verse said son seen world well would say said could carry gun even get paid said sounds pretty good black leather boots spit shined bright cut hair looks alright marched sang became friends learned fight chorus hero war yeah come home damn proud carry flag grave must cause flag love flag trust verse kicked door yelled commands children cried got man took away bag face family friends took clothes pissed hands told stop joined beat guns batons chorus hero war yeah come home damn proud carry flag grave must cause flag love flag trust verse walked bullets haze asked stop begged stay pressed lifted gun fired away shells jumped smoke sand blood soaked collapsed flag hand flag white snow chorus hero war see medals scars damn proud brought home flag gathers dust flag love flag trust outro said son seen world well would say said could,rock
right showtime pj great big round applause almost blew check thanks coming tonight nice see guys back guys alright gonna freak one gonna get well back back beat sound sweet fresh get blessed say yes come inside thing take drawers let swing tantalize tummy booboosnack got get back yeah ohhh one gonna break nitty grit gonna tell motherfuckers shit cause suckers like make strong poppin bullshit day long gonna bust shoes gonna bust socks gonna spread word standin box drive world right gonna run joe tony get hair cut nice nice yeah real nice well come come work work work work tryin get get life love give pound fryin pan fire fire look within try admire yeah going yeah aww yeah little bit claps soul clap get shit together boy aww yeah gonna gonna gonna aww yeah gonna get together everybody gonna get together hear one time fo yo mind aww yeah whistling okay night folks good hear come back next week sheets ya remember way home drivin drink drink drive,rock
verse boz take good look look might last time go round let touch like go let go take southern route go fast go slow got let body flow like em attentive like em control chorus baby want tonight give red light special night baby want tonight come door take clothes turn red light verse boz know want see eyes haha might well honest cause body never lies tell secrets tell mine feelin quite sexy want tonight move fast let know cause means move slow like excitement like man goes chorus baby want tonight give red light special night baby want tonight come door take clothes turn red light bridge chilli boz boz want want let know let know make time got show got show need need want see want see mistake want knees need someone need someone real man real man need someone understands understands woman woman real woman real woman know want know chorus baby want tonight give red light special night baby want tonight come door take clothes turn red light baby want tonight give red light special night baby want tonight come door take clothes turn red light,rb
stevie wonder could know long tried see building looks inside must lucky day sign says vacancy apartment owner look know came long way made late give somebody else stevie well talked phone less fifteen minutes ago told cool graduated howard job paying good money check resume find wanted stay owner well take time check credit card cause computer broke today stevie well stop tomorrow complete interview know gonna say know bottom line hook owner might cash cash face want living say might cash cash face want kind living bad sad stevie first child due day desperate place stay location perfect please try owner well apartment complex children allowed told could saved lot time stevie well thought bill passed said could discriminate know excuse find bottom line hook owner might cash cash face want living say might cash cash face want kind living bad sad bridge owner aye might great doctor might great lawyer might possess key city may politician hook owner might cash cash face want living say might cash cash face want kind living bad sad,rb
intro verse looking across nighttime city winks sleepless eye hear voice shake window sweet seducing sighs get nighttime four walls hold tonight town apple let take bite chorus say tell human nature way say tell human nature way verse reaching touch stranger electric eyes everywhere see girl knows watching likes way stare chorus say tell human nature way say giving keeping round tell human nature way bridge like livin way like lovin way way oh way oh verse looking across morning city heart begins beat reaching touch shoulder dreaming street chorus say tell human nature way say giving keeping round ooh ooh tell em way say cha da cha sha sha sha sha sha aah ah way say giving keeping round ooh ooh tell em aah ah way say ooh tell em way say giving keeping round da da da da da da da da way like living way oh way oh way oh way,rb
verse sittin sack beans sittin new orleans believe seen sitting sack beans lunatics pogo sticks another southern fried freak crucifix hicks mix politics people street kickin licks chorus yes favorite place land called honalee oh mentally physically wanna new orleans verse oh good brother thought seen eyes popped dick got hard dropped jaw saw bird walkin block name apache rose peacock could speak shock told knees please knock chorus yes favorite place land called honalee oh mentally physically wanna new orleans post chorus doo ru doo ru doo doo ru doo ru doo doo doo ru doo ru doo doo ru doo ru doo doo verse little boy came along name louis armstrong said girl left silly liked looks willy found quarter good god adored oh made feel cozy told could call rosey chorus kiss hair skin bare take girl anywhere fare well stormy weather never met girl liked better verse twinkle twinkle little star shining blue car drivin boulevard soft hard apache rose gotta rockin peacock hottest ass goddamn block rockin beat funky ass meters one built heaters chorus kiss hair skin bare take girl anywhere fare well stormy weather never met girl liked better post chorus doo ru doo ru doo doo ru doo ru doo doo doo ru doo ru doo doo ru doo ru doo doo verse voodoo gurus casting spells cockatoo drag queens shakin bells silver sound escapes trumpet watch leg someone might hump chicken strut butt let rock gettin frock flowing like flame night girl insane right chorus yes favorite place land called honalee oh mentally physically wanna new orleans,rock
hook drugs rule everything around fiend get powder drink another beer ya verse keep underground like showbiz like necro cut like kid capri call diablo let gun smoke like rakim say kid joke think city scapin law kid breakin making hits one treble two bass three nights puts lump face streets might said could never catching motherfucking bullets crew ride niggas die niggas catch body get high niggas bitch back breaker rapping decapitant diablo eagles mc eliminate playa mc slayer kill dreams muffle screams put earth make shake like fiend reppin three letter spit fire burn hairs chest verse mr hard get along wanna write song given time catch bomb bitch think catch slipping think better stop bitch slip like sugar shane leave motherfucking wig split step back get smacked running take school stay raw hardcore screaming bust face point laugh blood pours verse mr bigshot latino gambino rest peace brother king gino catch west coast fly ass stripper tied bed post looking like alicia keys knees licking bag freeze ya know baby caught scrapping like nessesar drinking grab coke end bar thug killers ice grill already like pack gorillas man get fam must joking must dust smoking call straight cho cha going heavy metal smoke ya stomp ass like roach playing like ya moms hit ya chancleta repa leading man coffin trapped dazzel like christopher walken look talking set dumb like fuck cool aid smile danny diablo devil child la rockin queens keep rockin transplants rockin diablo keep rockin hook,rock
yeah touch hand talk sweet talk got knockin knees wobble walk tremblin right got shakin take arms talk romance heart starts doin saint rita dance pantin oh shakin early mornin time late middle night whenever chill comes wanna hug ya might right sweatin oh yeah ya got shakin mmm ya got sweatin oh yeah ya got shakin girl chill fever told makes head spin around feet run cold got fever yeah fever yeah burn forsooth feel like run right mill move around stand still bo diddley oh got shakin jittery right got shakin well samson mighty good man strongest day along came delilah clipped wig looks like took old way nervous oh shakin alright got nervous yeah shakin jumpin storm rocks ship sea storm rocks ship sea wind shakes leaves tree wind shakes leaves tree nervous wreck shook doin right jumpin right got shakin oh jumpin right got shakin oh ya got shakin right ya got nervous oh oh shakin oh got shakin yeah,rock
verse chris brown girl know fussing every little thing say right calling names see pain eyes making love rolling round got body thighs oh baby like make love chorus chris brown keep yeah keep going yeah cause fine yeah know yeah love talk shit yeah ooh love talk shit oh baby ooh yell yeah hear yeah cuss yeah make feel yeah love talk shit talk shit love talk shit talk shit like verse chris brown goddammit like everything cause know keep check girl try push hesitate grab neck little crazy amazing scared show bad side ooh baby one want one love chorus chris brown keep keep keep yeah keep going yeah cause fine yeah know yeah ooh talk shit love talk shit yeah ooh love talk shit woah oh ooh yell yeah hear yeah cuss yeah yeah make feel woah oh yeah love talk shit talk shit woah love talk shit talk shit like oh oh bridge chris brown tell shut tell get fed let throw phone tell left left right back sex sex babey drew turn know mad later yeah gon take room let aggression put like hate shit love nobody else make mad making though glad ladies sing hate shit love oh nobody else make mad making though glad chorus chris brown keep yeah keep going yeah hey cause fine yeah woah woah know yeah love talk shit ooh love talk shit yeah yeah ooh yell yeah hear yeah cuss yeah woah make feel yeah love talk shit talk shit woah love talk shit talk shit like oh na na na na na na na na outro chris brown valentine baby yeah ooh woah love talking shit oh oh yeah yeah ooh woah woo yeah ooh woah,rb
verse royce da yeah yeah yeah void needs filled inside marketplace could die parkin space mom want blow house father want bring product without slim prove wrong pay bills right heels real shoes long feed son leave leakin street heat kingdom come ugh king come wait til gone place angel appear take home beard face gone bullets straight razors blazin case point amaze rap game make em point walk inside house illest case joint take whatever want wise future rides time triumph hook royce da ingrid smalls promise let game pray bless enough let reign contain pray promise support family slash crew pray promise pray every day ask promise let game pray bless enough let reign contain pray promise stop killin change pray promise put flow put soul verse royce da whole misconception thing people think arrogant know real nigga shit would bother shit fair picture lookin mirror tryna change niggas stop speakin phone calls get slow feelin like nas dropped ether appear sober mma really runnin whoever said career whoever gave cold shoulder turn backs blazin coasts believe got lil homie july funny actin ass producers need keep yo beats rap money fuck everybody else acted funny hook royce da ingrid smalls promise let game pray bless enough let reign contain pray promise support family slash crew pray promise pray every day ask promise let game pray bless enough let reign contain pray promise stop killin change pray promise put flow put soul verse royce da uhh callin every nigga game tried go fire douse flame could shout yo name nobody stands anybody else doubt every nigga say hidin hangin places vibed everybody father job askin rumors shit stop cause dad soon gon quit maybe thank raising think like baby gangsta crazy temper paid sentence totalled prison game sent fame owes name plus interest strapped penmanship track rumbles trapped rap jungle come sales numbers one prevails one remains humble hook royce da ingrid smalls promise let game pray bless enough let reign contain pray promise support family slash crew pray promise pray every day ask promise let game pray bless enough let reign contain pray promise stop killin change pray promise put flow put soul,rap
intro prolyfic carrera predator collector best ericas rebeccas etcetera set way verse lupe fiasco one money two base three bail four case hops militant way fresh puerto rican airs green michigan hello ladies hello honeys feast eyes pon feminine prey go carrera predator collector best ericas rebeccas etcetera set way yeah yes move agree get faster lowkey like go backwards trippin simpin running around like chicken head cut well pimping limping like chicken leg cut amputee man hook prolyfic lupe fiasco best slow cause speeding bout money bout paper bout money joe best slow cause speeding bout money bout paper bout money joe verse lupe fiasco fifteenth first chill toast wheels something cash something bills representing new jacks jills nice real tight uh huh uh huh uh huh back powers prowess moving powders accolades put alkaloids burned like aftershave right fades boy learn quick might trip spike strips slight story inflate white walls reinstate eyeball tip hook prolyfic lupe fiasco best slow cause speeding bout money bout paper bout money joe best slow cause speeding bout money bout paper bout money joe verse lupe fiasco ichi city ni hood san bad shi good go dub addictions pennies thoughts quarters flipping ten thousand dollars description leads conviction tipping half mil depiction fourteen ninety nine listen nerd heard four eyes called jealous oyster perpetuals four four chillin race car gorilla like bapestar lay law villain break heart offending feelings means chillin great carrera lu hook prolyfic lupe fiasco best slow cause speeding bout money bout paper bout money joe best slow cause speeding bout money bout paper bout money joe outro bout money bout paper bout money joe,rap
verse love unlovable cruel world something missing something lies coldest star would unthinkable bridge believe sometime let one dared believe sometime lost one cared chorus putting love one one always sending love yeah putting love one one always staring love yeah one one always verse love memories alone stuttering heart something missing something lies coldest sky would unthinkable bridge believe sometime let one dared believe sometime lost one cared chorus putting love one one always sending love yeah putting love one one always staring love yeah one one always,pop
chorus max george sun goes stars come counts universe never glad came came came came verse nathan sykes cast spell spell hit like sky fell fell decided look well well let go somewhere one else see pre chorus tom parker turn lights take hand hand another drink drink spend little time time slipping away away us stay stay make make glad came chorus jay mcguiness sun goes stars come counts universe never glad came glad came verse siva kaneswaran cast spell spell hit like sky fell fell decided look well well let go somewhere one else see pre chorus nathan sykes turn lights take hand hand another drink drink spend little time time slipping away away us stay stay make make glad came chorus jay mcguiness sun goes stars come counts universe never glad came glad came bridge oh oh oh glad came glad came glad came glad came chorus max george sun goes stars come counts universe never glad came glad came came came came came came,pop
produced dj toomp intro yeah ayy ayy ayy ayy know know know chorus ayy know got kis three chirp shawty chirp back louie knapsack holding work know know know hey know loaded low cheese fresh jet jects know know know hey know verse see city sitting pretty know shining dog ayy ayy riding couple latin broads china doll ayy know ball ayy riding shiny cars ayy walk designer malls ayy buy everything saw know dog okay talk dog okay doubt dog okay better dog ohh throwed slightly bruh wanna fight bruh ohh fast lightning bruh ohh better use nikes bruh geah know like cause geah bitch likely geah see dubs geah front every club dro buzzed nigga gave every ho hug ayy nigga niggas show mugs ayy nigga cause know cuz chorus ayy know got kis three chirp shawty chirp back louie knapsack holding work know know know hey know loaded low cheese fresh jet jects know know ayy know shit man know hey know verse candy six four leather guts fishbowl ayy ayy fifty pinky ring make fist glow ayy young bitches get low ayy get dough ayy rich ho ayy still pull kick door talking shit gotta run get folks got yelling thought pull gun hit four scary dude believed okay keep cool okay bury ohh see attitude ohh unnecessary dude ohh never carry tools even square cube got people fooled nigga see tube ayy nigga whatever try crew ayy nigga see news chorus ayy know got kis three ayy ayy chirp shawty chirp back louie knapsack holding work ayy ask em know ayy ask em know ayy ask em know hey hey hey hey know hey hey loaded low cheese geah geah fresh jet jects ayy ayy westside nigga know ayy ask em know ayy ask em know talking homie hey know ayy verse fresh jet block burning rubber top popped ayy ayy partners busting shots tell em stop make block hot ayy label got got ayy cause hot ayy got top spot ayy stop ayy ayy hey video doc bust til glock stop drag bentley coupe take chop shop ohh partner ohh may pop answer question ohh get block knocked geah bruh geah look kill bruh geah hood geah gangsta hid somebody better get bruh fore get sent say wanna squash ayy nigga,rap
intro yeah yeah yeah yeah yeah verse bet panties floor hey see going ready wanna wait another minute girl gonna handle business oh pre chorus hope naked bed bed bed hope tell want could whatever says hope puts test next girl came prepared yeah give body real good get head head chorus crib coming home daddy little girl treat like grown show feel want hit door clothes coming hit nothing better sure gon say forever forever tell forever forever tell forever hey verse walking door hey candles burning around ready bounds limits hold close finish pre chorus girl hope hope naked bed hope tell want could whatever says tell baby hope puts test next girl came prepared yeah give body real good get head head chorus crib coming home daddy little girl treat like grown show feel want hit door clothes coming hit nothing better sure gon say forever forever tell forever forever tell forever bridge wanna real slow okay wanna take time make day make night turn morning forever wanna real slow okay wanna take time make day make night turn morning sunrise onto evening change sheets six times weekend call plumber man way leaking gone long girl happy back yes zone another nigga match hope naked bed promise niggas said would could chorus crib coming home daddy little girl treat like grown show feel want hit door clothes coming hit nothing better sure gon say forever forever tell forever forever tell forever hey,rb
phone ringing intro usher girl hey hey yeah listen verse usher baby know said best talk got get chest bout shit hearing babe thought ride die would never leave side even made woman life took kid everything wanted shit fronting radio interviews make feel good lie even though know wanna cry hey gonna tell everything instead making bad guy got nothing good say say nothing cause really start talking something cheated cheated need leave alone move call waiting beeping hold interlude usher phone operator hello got collect call clinton correctional facility accept charges yes accept verse shyne usher sitting cell head burst alive shoot first made sorry ricochet grave let spray never said perfect yeah nobody walkin earth right night would got murdered grab ratchet let cowards yeah interlude jermaine dupri uh listen listen listen world listen listen listen world uh gotta confess hottest remix ever life def chorus usher jermaine dupri confessions thought said say chick side said got one way confessions man throwed know guess gotta give part two confessions gonna tell gotta tell yeah yeah damn near cried got phone call call throwed know got something confess right step mic twista give part two confessions verse twista confess incident shorty lexus coupe homie said saw proof knew really telling truth confess days rolling seville custom gold grill field still looking thrill knew bogus kept real wooooaah confess thought could really try get away another woman side never knew would catch nigga one day gotta hear girl done learned lesson stay blessing stressing never guessing cause pouring heart confessions chorus usher jermaine dupri confessions thought said say chick side said got one way rock confessions man throwed know guess gotta give part two confessions gonna tell gotta tell damn near cried got phone call call throwed know kanye confess people man give part two confessions verse kanye west damn bring break man clinic dog slow child keep gotta tell girl cheating went raw dog beat gon tell beat know little secret famous go nowhere cause everytime go hoes basically girl know broke news told man say matter fact like pat say jack every time nigga sitting pay stacks things come way,rb
verse devil disguise smiling another thought mind decieving meaning early friday night told loved said thats fine decieving meaning hook toss turn wide awake told mistake could go knowing knew toss turn wide awake sneaky like rattle snake hand mask show devil disguise lonely saturday night took heart said mine decieving meaning hook eyes realize see suprise hoping get much better together hook,rock
intro let talk em guess know made start talking bout right welcome fame pay mind gotta get stuff chest listen verse young energetic famous really sweat rich enough fairly hot basically sex difficult get fault naw naw listen cause might take advantage twice people tell right thinking sex life let clear obviously misread code listen hook addicted sex girl guarantee lay might addicted sex girl guarantee lay might verse apologize little freaky help problem fine worry listen apologize blessed ability satisfy accurately quickly find spot gift curse mess around find number girlfriend purse hook addicted sex girl guarantee lay might addicted sex girl guarantee lay might bridge never shy self sexuality never taboo never taboo live without know something could really want hook addicted sex girl guarantee lay might addicted sex girl guarantee lay might,rb
instrumental intro verse generals gathered masses like witches black masses evil minds plot destruction sorcerers death construction fields bodies burning war machine keeps turning death hatred mankind poisoning brainwashed minds oh lord yeah bridge politicians hide away started war go fight leave poor yeah time tell power minds making war fun treating people like pawns chess wait till judgment day comes yeah guitar solo verse darkness world stops turning ashes bodies burning war pigs power hand god struck hour day judgment god calling knees war pigs crawling begging mercies sins satan laughing spreads wings oh lord yeah instrumental outro luke wall,rock
intro ye ee ah ye ee ah verse made mind right sound move softly lips leave behind choice thought could resist pre chorus give decide keep burning like fire burning chorus sometimes say feel something like fire til burns remain stay stay stay post chorus change verse losing light everything exist even try say sorry things life might missed pre chorus give decide keep burning like fire burning chorus sometimes say feel something like fire til burns remain stay although know say feel something like fire post chorus change bridge wanna keep building higher keep burning lose keep burning like fire like around prove die keep burning like fire burning chorus sometimes say feel something like fire til burns remain stay although know say feel something like fire til burns remain stay stay stay,rock
verse growing old getting old often find thinking birds boats past loves flew away started sinking crazy without used think stay late debate find way say stars verse nights rule world bar lights pretty girls nights stay straight think mom oh god miss much people street coming telling like tried best took fall get right back back arms miss much feel like back lost wait talk even look baby chorus saying always holding stars think better afar cause one gonna save us oh well faded dark ever kiss wish see one gonna save us bridge oh come girl need helping hand close eyes think tomorrow never came true came true never came true chorus oh always holding onto stars always holding onto stars cause one gonna save us oh always holding onto stars think better afar one gonna save us oh well fading dark ever kiss wish see one gonna save us outro one gonna save us one gonna save one gonna save us always holding stars always holding stars always holding stars always holding stars,rock
intro girl love baby want know hooked body trying radio killer yessir beat like gorillas trick oh yessir bikini hour verse going right going left got like want rode beat like pony cameras cameras flash tipsy trying last want change name mrs nash nothing left say hook cause rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh nothing say rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh nothing say rockin thang like verse door car shirt bra said take want made love till first light morning done get got ooh ooh ooh baby said till body move baby ooh baby hook rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh nothing say rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh nothing say rockin thang like bridge girl love baby want know hooked body trying hear words worth trying get clothes ok lying damn fine umm rockin thang like oh yeah breakdown ooh ooh ooh ooh ay ooh ooh ooh ooh rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh nothing say rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh rockin thang like ooh ooh ooh ooh ay ooh ooh ooh ooh nothing say rockin thang like take shorty rock left rock right lend body mma rock night leave us floor shorty door left parked right tell niggas holla back tell girls good night way rocking club swear gonna make nigga fall love love way rocking club swear gonna make nigga fall love love,rb
verse time everyone bad posture chorus sit drink pennyroyal tea distill life inside sit drink pennyroyal tea anemic royalty verse give leonard cohen afterworld sigh eternally chorus tired sleep liar thief sit drink pennyroyal tea anemic royalty guitar solo verse warm milk laxatives cherry flavored antacids chorus sit drink pennyroyal tea distill life inside sit drink pennyroyal tea anemic royalty,rock
