fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,good_quality,total_acidity,acidity_ratio,free_to_total_sulfur,alcohol_level_medium,alcohol_level_high
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,0,8.15,13.818181818181817,0.25,True,False
7.6,0.55,0.21,2.2,0.071,7.0,28.0,0.9964,3.28,0.55,9.7,0,8.15,13.818181818181817,0.25,True,False
7.8,0.59,0.33,2.0,0.074,24.0,120.0,0.9968,3.25,0.54,9.4,0,8.39,13.220338983050848,0.2,False,False
7.3,0.58,0.3,2.4,0.074,15.0,55.0,0.9968,3.46,0.59,10.2,0,7.88,12.586206896551724,0.2727272727272727,True,False
11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,0,11.8,38.333333333333336,0.4444444444444444,True,False
5.4,0.835,0.08,1.2,0.046,13.0,93.0,0.9924,3.57,0.85,13.0,1,6.235,6.467065868263473,0.13978494623655913,False,True
6.9,1.09,0.06,2.1,0.061,12.0,31.0,0.9948,3.51,0.43,11.4,0,7.99,6.330275229357798,0.3870967741935484,False,True
9.6,0.32,0.47,1.4,0.056,9.0,24.0,0.99695,3.22,0.82,10.3,1,9.92,30.0,0.375,True,False
8.8,0.37,0.48,2.1,0.097,39.0,145.0,0.9975,3.04,1.03,9.3,0,9.17,23.783783783783786,0.2689655172413793,False,False
6.8,0.5,0.11,1.5,0.075,16.0,49.0,0.99545,3.36,0.79,9.5,0,7.3,13.6,0.32653061224489793,False,False
7.0,0.42,0.35,1.6,0.088,16.0,39.0,0.9961,3.34,0.55,9.2,0,7.42,16.666666666666668,0.41025641025641024,False,False
7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.99615,3.34,0.56,9.2,0,7.43,16.27906976744186,0.3783783783783784,False,False
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,1,13.100000000000001,42.66666666666667,0.32142857142857145,True,False
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,1,13.100000000000001,42.66666666666667,0.32142857142857145,True,False
7.8,0.57,0.31,1.8,0.069,26.0,120.0,0.99625,3.29,0.53,9.3,0,8.37,13.684210526315791,0.21666666666666667,False,False
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,0,8.24,17.727272727272727,0.18947368421052632,False,False
11.0,0.3,0.58,2.1,0.054,7.0,19.0,0.998,3.31,0.88,10.5,1,11.3,36.66666666666667,0.3684210526315789,True,False
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,0,10.229999999999999,18.301886792452827,0.2631578947368421,False,True
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,0,8.725,11.03448275862069,0.16129032258064516,True,False
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,0,12.04,26.363636363636363,0.3333333333333333,True,False
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,0,8.77,14.385964912280702,0.4307692307692308,True,False
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,0,8.535,10.612244897959183,0.24390243902439024,True,False
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,0,7.49,14.285714285714286,0.21487603305785125,True,False
8.7,0.625,0.16,2.0,0.101,13.0,49.0,0.9962,3.14,0.57,11.0,0,9.325,13.919999999999998,0.2653061224489796,True,False
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,0,8.825,11.172413793103448,0.2682926829268293,False,False
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,0,7.99,15.306122448979592,0.22727272727272727,True,False
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,0,8.33,14.716981132075471,0.16666666666666666,False,False
7.8,0.34,0.37,2.0,0.082,24.0,58.0,0.9964,3.34,0.59,9.4,0,8.14,22.941176470588232,0.41379310344827586,False,False
7.4,0.53,0.26,2.0,0.101,16.0,72.0,0.9957,3.15,0.57,9.4,0,7.930000000000001,13.962264150943396,0.2222222222222222,False,False
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,0,7.41,11.147540983606557,0.5,False,False
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,0,9.245,13.333333333333332,0.2857142857142857,True,False
8.4,0.635,0.36,2.0,0.089,15.0,55.0,0.99745,3.31,0.57,10.4,0,9.035,13.228346456692913,0.2727272727272727,True,False
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,0,8.13,17.906976744186046,0.4603174603174603,True,False
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,0,9.49,15.084745762711865,0.3333333333333333,False,False
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,0,9.82,10.975609756097562,0.391304347826087,True,False
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,0,8.13,17.906976744186046,0.4603174603174603,True,False
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,0,7.42,13.26923076923077,0.2702702702702703,True,False
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,1,5.68,10.833333333333334,0.1792452830188679,False,True
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,0,8.38,21.05263157894737,0.24489795918367346,True,False
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,0,8.87,22.972972972972972,0.3103448275862069,True,False
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,0,7.42,13.26923076923077,0.2702702702702703,True,False
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,0,9.2,8.2,0.1891891891891892,False,False
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,0,7.83,11.428571428571429,0.3684210526315789,False,False
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,0,7.83,11.428571428571429,0.3684210526315789,False,False
7.2,0.645,0.0,1.9,0.097,15.0,39.0,0.99675,3.37,0.58,9.2,0,7.845000000000001,11.162790697674419,0.38461538461538464,False,False
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,0,7.83,11.428571428571429,0.3684210526315789,False,False
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,0,9.2,8.2,0.1891891891891892,False,False
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,0,9.535,14.015748031496063,0.08064516129032258,False,False
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,0,12.38,31.57894736842105,0.25,True,False
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,0,8.28,13.275862068965518,0.25688073394495414,True,False
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,1,15.21,71.42857142857143,0.4166666666666667,False,False
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,1,15.21,71.42857142857143,0.4166666666666667,False,False
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,0,7.96,11.06060606060606,0.2608695652173913,True,False
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,0,7.779999999999999,10.441176470588234,0.3137254901960784,False,False
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,0,8.799999999999999,13.666666666666666,0.1506849315068493,False,False
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,0,8.23,14.528301886792452,0.23076923076923078,True,False
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,0,7.96,11.06060606060606,0.2608695652173913,True,False
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,0,11.120000000000001,33.75,0.43243243243243246,True,False
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,0,7.699999999999999,11.833333333333334,0.47058823529411764,True,False
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,0,11.45,31.714285714285715,0.23809523809523808,True,False
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,0,8.475,9.935483870967742,0.09302325581395349,False,False
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,0,7.699999999999999,11.833333333333334,0.47058823529411764,True,False
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,0,8.57,14.035087719298247,0.14285714285714285,False,False
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,0,9.74,27.64705882352941,0.38461538461538464,False,False
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,0,7.295,9.496402877697841,0.21428571428571427,False,False
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,0,8.11,18.78048780487805,0.17777777777777778,False,False
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,1,10.31,32.25806451612903,0.42424242424242425,True,False
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,0,8.23,23.939393939393938,0.4,False,False
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,0,7.975,7.17948717948718,0.1791044776119403,False,False
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,0,8.52,15.384615384615383,0.2857142857142857,True,False
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,0,8.27,21.35135135135135,0.46938775510204084,False,False
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,0,13.06,22.32142857142857,0.18518518518518517,True,False
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,1,12.06,45.38461538461539,0.6,True,False
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,9.8,0,8.969999999999999,9.310344827586206,0.4262295081967213,True,False
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,1,8.25,22.571428571428573,0.40540540540540543,False,True
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,0,7.44,12.777777777777777,0.25925925925925924,False,False
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,0,11.68,63.88888888888889,0.17391304347826086,True,False
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,0,8.445,14.495412844036696,0.4426229508196721,True,False
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,0,11.68,63.88888888888889,0.17391304347826086,True,False
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,0,11.27,29.45945945945946,0.26153846153846155,True,False
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,0,9.115,11.74825174825175,0.2631578947368421,False,False
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,0,8.15,11.538461538461538,0.2872340425531915,False,False
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,0,8.445,14.495412844036696,0.4426229508196721,True,False
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,0,7.44,12.777777777777777,0.25925925925925924,False,False
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,0,11.68,63.88888888888889,0.17391304347826086,True,False
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,1,10.620000000000001,32.1875,0.38461538461538464,False,True
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,1,9.3,22.25,0.2127659574468085,True,False
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,0,11.66,43.84615384615385,0.3157894736842105,False,False
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,1,7.970000000000001,28.51851851851852,0.5,True,False
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,0,8.12,14.615384615384615,0.22641509433962265,False,False
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,1,9.3,22.25,0.2127659574468085,True,False
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,0,10.49,16.779661016949156,0.4507042253521127,True,False
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,0,10.49,16.779661016949156,0.4507042253521127,True,False
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,0,12.45,26.666666666666664,0.5102040816326531,True,False
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,0,7.9,18.75,0.5471698113207547,True,False
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,1,9.219999999999999,16.73076923076923,0.40816326530612246,True,False
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,0,12.02,27.61904761904762,0.336734693877551,False,False
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,1,9.219999999999999,16.73076923076923,0.40816326530612246,True,False
11.0,0.2,0.48,2.0,0.343,6.0,18.0,0.9979,3.3,0.71,10.5,0,11.2,55.0,0.3333333333333333,True,False
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,0,10.950000000000001,18.909090909090907,0.375,True,False
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,0,7.260000000000001,19.166666666666668,0.3125,True,False
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,0,13.64,39.11764705882353,0.32075471698113206,False,False
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,0,11.3,21.6,0.18518518518518517,False,False
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,0,11.43,12.771084337349398,0.37142857142857144,True,False
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,0,7.7299999999999995,11.269841269841269,0.27586206896551724,True,False
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,0,7.8500000000000005,11.076923076923077,0.16129032258064516,True,False
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,0,7.57,10.298507462686567,0.24242424242424243,True,False
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,0,8.03,14.150943396226415,0.45454545454545453,True,False
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,0,11.28,61.666666666666664,0.4666666666666667,True,False
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,0,9.005,11.773049645390072,0.42857142857142855,True,False
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,0,8.07,11.044776119402984,0.23809523809523808,False,False
8.4,0.65,0.6,2.1,0.112,12.0,90.0,0.9973,3.2,0.52,9.2,0,9.05,12.923076923076923,0.13333333333333333,False,False
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,0,10.83,19.433962264150942,0.24,False,False
7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.9966,3.36,0.52,9.4,0,8.219999999999999,12.258064516129032,0.12962962962962962,False,False
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,0,10.71,25.121951219512198,0.42857142857142855,False,False
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,0,10.73,23.953488372093027,0.4166666666666667,False,False
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,0,7.69,25.51724137931035,0.3,False,False
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,0,10.83,19.433962264150942,0.24,False,False
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,0,8.43,14.90566037735849,0.14285714285714285,False,False
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,0,9.46,19.565217391304348,0.19387755102040816,False,False
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,0,9.07,18.29787234042553,0.2222222222222222,False,False
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,0,7.760000000000001,20.555555555555557,0.3611111111111111,True,False
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,0,7.449999999999999,20.285714285714285,0.37735849056603776,True,False
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,0,10.16,17.142857142857142,0.40217391304347827,True,False
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,0,10.37,12.467532467532466,0.40540540540540543,True,False
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,1,10.46,14.84848484848485,0.3559322033898305,False,True
9.6,0.77,0.12,2.9,0.082,30.0,74.0,0.99865,3.3,0.64,10.4,0,10.37,12.467532467532466,0.40540540540540543,True,False
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,1,10.46,14.84848484848485,0.3559322033898305,False,True
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,0,9.91,15.245901639344265,0.28735632183908044,True,False
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,0,8.42,12.580645161290322,0.3333333333333333,False,False
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,0,10.89,17.45762711864407,0.4794520547945205,False,False
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,0,10.49,20.408163265306122,0.26,False,False
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,0,10.49,20.408163265306122,0.26,False,False
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,1,12.129999999999999,21.886792452830186,0.42857142857142855,False,True
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,0,10.74,23.40909090909091,0.38461538461538464,False,True
13.4,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67,9.7,0,13.67,49.629629629629626,0.2857142857142857,True,False
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,0,11.16,23.260869565217387,0.4666666666666667,False,False
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,0,10.559999999999999,28.333333333333332,0.24390243902439024,False,True
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,0,10.559999999999999,28.333333333333332,0.24390243902439024,False,True
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,0,8.58,13.793103448275863,0.18421052631578946,False,False
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,0,8.96,15.0,0.36363636363636365,True,False
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,1,8.55,12.153846153846153,0.4473684210526316,False,True
11.9,0.695,0.53,3.4,0.128,7.0,21.0,0.9992,3.17,0.84,12.2,1,12.595,17.12230215827338,0.3333333333333333,False,True
8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,0,9.33,20.697674418604652,0.375,False,True
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,0,8.23,18.13953488372093,0.5,True,False
12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,1.0,11.5,0,12.89,25.306122448979593,0.2828282828282828,False,True
12.5,0.28,0.54,2.3,0.082,12.0,29.0,0.9997,3.11,1.36,9.8,1,12.78,44.64285714285714,0.41379310344827586,True,False
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,0,12.54,35.882352941176464,0.47619047619047616,False,False
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,0,11.02,25.238095238095237,0.2777777777777778,False,True
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,0,11.290000000000001,27.94871794871795,0.42857142857142855,True,False
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,0,11.290000000000001,27.94871794871795,0.42857142857142855,True,False
11.9,0.57,0.5,2.6,0.082,6.0,32.0,1.0006,3.12,0.78,10.7,0,12.47,20.877192982456144,0.1875,True,False
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,0,7.6850000000000005,10.21897810218978,0.6349206349206349,True,False
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,1,7.414999999999999,8.098159509202453,0.5,False,True
13.8,0.49,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93,12.0,0,14.290000000000001,28.16326530612245,0.4,False,True
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,0,10.16,17.142857142857142,0.32608695652173914,True,False
9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,0,9.885,11.592356687898087,0.39285714285714285,False,False
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,0,11.37,15.970149253731341,0.5,True,False
9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,0,9.895,11.446540880503143,0.4230769230769231,False,False
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,0,8.365,11.578947368421053,0.42105263157894735,False,False
13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,0,14.03,25.471698113207545,0.2987012987012987,False,True
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,0,6.31,29.047619047619047,0.24545454545454545,False,True
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,0,7.45,8.933333333333334,0.53125,False,True
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,0,11.91,28.04878048780488,0.5272727272727272,True,False
10.5,0.42,0.66,2.95,0.116,12.0,29.0,0.997,3.24,0.75,11.7,1,10.92,25.0,0.41379310344827586,False,True
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,1,12.33,27.674418604651166,0.43478260869565216,True,False
12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,0,12.98,33.1578947368421,0.24390243902439024,True,False
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,0,8.899999999999999,11.714285714285714,0.1728395061728395,False,False
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,0,9.049999999999999,19.11111111111111,0.42,True,False
11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,0,12.48,20.517241379310345,0.16216216216216217,True,False
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,0,12.96,27.173913043478258,0.4,True,False
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,1,13.415000000000001,20.813008130081304,0.16666666666666666,True,False
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,0,10.42,23.80952380952381,0.3333333333333333,False,True
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,1,13.415000000000001,20.813008130081304,0.16666666666666666,True,False
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,0,10.975,18.086956521739133,0.4583333333333333,False,False
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,0,10.64,30.294117647058822,0.2,False,False
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,1,9.67,34.81481481481482,0.3333333333333333,False,True
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,0,7.665,9.019607843137255,0.5555555555555556,True,False
7.9,0.24,0.4,1.6,0.056,11.0,25.0,0.9967,3.32,0.87,8.7,0,8.14,32.91666666666667,0.44,False,False
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,0,9.379999999999999,32.49999999999999,0.5652173913043478,True,False
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,0,7.95,13.454545454545453,0.16666666666666666,False,False
14.0,0.41,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,0,14.41,34.146341463414636,0.1276595744680851,True,False
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,1,12.04,21.296296296296294,0.4,False,True
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,0,11.95,25.555555555555554,0.40425531914893614,True,False
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,1,9.67,34.81481481481482,0.3333333333333333,False,True
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,0,12.025,18.240000000000002,0.25,False,True
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,0,8.72,19.761904761904763,0.4,True,False
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,0,8.56,31.923076923076923,0.4074074074074074,False,False
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,0,14.114999999999998,33.01204819277108,0.3953488372093023,True,False
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,0,8.56,31.923076923076923,0.4074074074074074,False,False
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,0,8.56,31.923076923076923,0.4074074074074074,False,False
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,0,8.21,15.098039215686274,0.42592592592592593,False,False
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,0,8.030000000000001,11.746031746031747,0.2972972972972973,True,False
