videostatsid,ytvideoid,views,comments,likes,dislikes,timestamp
1261324,_SY4vZNPPbs,549595,2322,19195,433,2020-02-15 13:30:10
1199044,Uy9V_v-XV8Q,2787757,8930,182587,2207,2020-02-02 08:00:38
374811,vIJTwYOZrGU,862653,6944,25766,1517,2019-06-22 19:00:36
135727,qWdmDoGm8Yw,714393,2143,17577,793,2019-04-29 16:15:14
617762,zazcIddWnlc,569071,4493,38025,991,2019-08-23 05:00:21
625264,WuIH2osOav4,191545,291,1444,81,2019-08-24 19:00:54
132392,RC-NO97kuQ8,3395500,10669,368825,1718,2019-04-29 07:45:48
1288971,RYEuVpHuW2I,688875,2202,30189,406,2020-02-21 13:00:12
992305,8ADsa9eB8Ec,364269,701,6281,108,2019-12-20 00:00:20
744298,Xu3P-Z4vy_o,936934,3291,20014,3938,2019-09-24 03:00:14
311798,vQR0-gaw848,2680523,27223,244741,3336,2019-06-09 09:30:25
1493089,2u6TGp7Tyic,723445,13688,145831,338,2020-04-04 20:30:20
1350930,k8fBQ0N5354,1842041,8330,213791,1420,2020-03-05 16:30:56
667602,5AeuxVBIulk,808953,8154,74192,686,2019-09-02 16:00:55
1043907,9puQp_MhFpo,1390419,5942,51535,3661,2019-12-30 22:30:25
832559,N_NWIKya_Qc,531567,4669,37008,3950,2019-11-16 07:00:09
1131509,OkZWEq262Mo,991533,4089,14266,1076,2020-01-18 23:30:36
1122866,-R1s1wv5y5g,4594697,8874,41526,2263,2020-01-17 04:00:57
1378579,e-6dh8HrwxI,701135,2615,15268,680,2020-03-11 14:00:59
1097584,wmbEtgw9Pf4,899138,4123,75172,704,2020-01-11 08:00:39
589403,_mCuWnoqQUc,445655,461,10379,291,2019-08-07 15:30:32
1028152,2TRA5K0GYrE,450659,3822,41522,184,2019-12-27 14:00:10
1458841,31qHDzpcvIw,263570,500,7897,156,2020-03-28 13:30:20
146285,tFgTVhYvNPA,1184104,3758,34197,389,2019-05-05 09:00:35
1437513,DYsySLIMOGA,1569776,982,31327,3612,2020-03-24 02:00:18
27597,5qbd4pB4r5o,251423,969,2599,91,2019-04-18 02:45:09
1262673,T2QBcV5nizY,850036,5052,37138,2601,2020-02-15 20:00:57
822418,eBY5a2CENwk,756725,1855,18059,1281,2019-11-07 02:30:05
390137,Bchx0mS7XOY,3667598,7577,93646,3599,2019-06-26 00:30:15
552905,-0nR1EXkJ7M,495955,2190,44650,353,2019-07-31 00:00:07
1320505,tfgZHOy6q2M,3210672,6908,53093,1141,2020-02-28 04:30:31
797965,S6wIyVsX6Mc,309439,1005,25460,149,2019-11-02 00:00:10
262509,UJ0x-MW1EdM,235600,2821,36208,472,2019-05-29 17:30:23
1134232,gn5iRe-a7i4,781933,2638,41027,564,2020-01-19 13:30:05
1000394,7YFs82wMNtA,1211774,2149,18611,552,2019-12-21 16:30:57
1455759,54XLXg4fYsc,931334,4245,43636,1052,2020-03-27 22:00:16
1318734,dqai0_nnTgs,604629,3377,26267,968,2020-02-27 19:30:27
1014397,2of5Y3Z7VCE,599224,2428,20540,686,2019-12-24 15:30:45
575545,MVFP96wfQOc,1366613,2485,23471,1364,2019-08-04 18:00:12
930744,QMbyklU3rSM,619002,2306,60460,808,2019-12-07 01:00:37
620564,f1mpDPNT8pU,315822,1730,11302,554,2019-08-23 19:01:00
691724,ijpH8JagnrM,696339,5987,34730,691,2019-09-12 22:31:04
54780,Esef5__HDXY,987913,10738,56947,1074,2019-04-21 00:00:03
25331,FmuTGcbu4Kc,3043907,33663,162677,2013,2019-04-17 21:00:03
1284860,Ug3Q0YeqcSk,1067186,3464,37467,782,2020-02-20 15:31:05
1530253,j6MqBdwwoW0,787706,10272,98607,578,2020-04-12 15:30:58
109696,ESmhuvXyizg,1454723,4840,17087,575,2019-04-26 20:15:36
961294,tCf0HPvviaM,832728,3788,102444,690,2019-12-13 11:30:27
801269,jJXy3Aya8H4,2297018,10691,163743,1524,2019-11-02 16:30:33
1443913,dqRZDebPIGs,4811922,22530,349641,6480,2020-03-25 10:30:12
1345619,6d7Vk_qaiB8,4246155,5023,81691,5179,2020-03-04 13:30:38
812328,wjaIRPAxGgA,4957793,4166,43054,12393,2019-11-04 23:00:20
556314,fEi7fu2TUSA,832869,8185,63938,1755,2019-07-31 17:00:40
1206173,ZL-AuG4kfOs,372848,4750,52974,299,2020-02-03 20:00:08
758288,aDZxEYmcCGo,1005590,1986,44628,2675,2019-09-27 02:00:19
147838,iwuTogsvowc,1302542,2976,51837,650,2019-05-05 17:00:06
280612,fVGwWQTjWCs,817548,4894,34329,748,2019-06-02 15:00:27
408074,tk_d4Hn1APE,388447,3141,44593,412,2019-06-30 12:30:26
1424638,adNmWFebkhE,148784,738,748,212,2020-03-21 08:00:16
764057,6PdhzABIL7E,534624,399,8452,129,2019-09-28 07:01:01
8598,_cdt2CLalhA,630207,1922,18113,3492,2019-04-16 02:15:46
1396617,-W6t2puO30Y,721052,3025,27763,346,2020-03-15 08:30:30
371734,a9ZMsTKrNhQ,5263125,29091,254924,7917,2019-06-22 03:30:48
985013,Ar8O_351z9s,1014028,616,21448,350,2019-12-18 11:00:58
1006173,y3nwki4bsMI,4305040,36951,129036,5989,2019-12-22 22:00:12
808715,ML78pKEB_5s,1665550,4161,62678,1908,2019-11-04 05:00:05
816781,Vm0T7MfYOoE,653556,3213,35818,739,2019-11-05 21:30:34
203014,TUBWf9SgyD0,134588,490,7222,173,2019-05-17 07:00:18
1054472,mcoeCX5OHFg,952392,5529,94695,1036,2020-01-02 04:30:16
1069804,Z_XbtYfrNYI,928029,1972,23382,630,2020-01-05 10:30:16
548830,A9J1gkw9BI0,2514778,3582,87000,1287,2019-07-30 03:00:55
155427,9TugA_z5vQE,9789918,29839,476737,7897,2019-05-07 06:30:55
761330,iXtUX2kx6io,705806,2270,28856,1038,2019-09-27 17:30:10
1478660,RzFMaSGi5GQ,341709,2273,48185,154,2020-04-01 19:30:43
1452948,4N4zZL5PEOY,776556,5269,59412,1641,2020-03-27 08:00:09
995600,M_2vWZKcxOI,2205657,13966,206821,1242,2019-12-20 16:30:21
242799,jAhKOV3nImQ,1573230,5571,99562,1533,2019-05-25 15:00:20
426959,XYUU23u_INE,1848081,3683,48314,990,2019-07-04 13:00:21
878382,-xWoc0T4YaA,291101,1022,20460,524,2019-11-25 23:00:27
586588,sG_T_ww3n1M,667298,6531,52345,1508,2019-08-07 01:30:11
91679,SLUamynqaKM,2590445,8336,44711,1363,2019-04-24 22:45:23
418427,hcJ4MAKTFQ4,892427,3912,27428,1170,2019-07-02 18:00:32
1539381,Vq8CfGaj4QY,366769,677,5638,183,2020-04-14 14:31:01
1261614,74y7aBQZb1s,1136158,6308,57010,21203,2020-02-15 15:00:08
179758,3mlMq3pQyt8,2967118,7547,68801,3215,2019-05-12 09:00:40
419963,Qo6CbMSLZRU,542627,4897,6520,1663,2019-07-03 02:00:09
1054794,yrKFf1EKUZI,637328,1884,28226,530,2020-01-02 06:00:33
1037090,fC7RI7RKGyI,589310,1019,8684,181,2019-12-29 11:30:44
1195835,wsnnU3fJTWg,4066443,1973,22269,2489,2020-02-01 16:00:40
222161,lXpRo17rXKA,1207836,3778,21115,1824,2019-05-21 07:30:44
863072,uZYVNMlBsFU,634605,3209,26854,387,2019-11-22 17:30:18
1455461,xBlTyoGuIEQ,542712,515,2986,1441,2020-03-27 20:30:16
591203,_mCuWnoqQUc,499893,491,11186,337,2019-08-08 00:30:53
84497,dwV04XuiWq4,7014481,15366,279226,5650,2019-04-24 04:30:03
400772,IoDw47rAkn8,495276,2438,39696,186,2019-06-28 22:30:21
670826,M3N06KyK3s0,5401077,14257,227816,9259,2019-09-03 08:30:25
591049,W-Dl0XWWr2U,1952119,2239,36159,1063,2019-08-08 00:00:18
1445397,zZQGIXH68KA,1311025,8968,66227,1121,2020-03-25 18:00:12
81317,2fUxhEqEfGI,317483,1958,12348,317,2019-04-23 20:15:35
1149247,4NRXx6U8ABQ,5592318,28855,493689,6871,2020-01-22 18:30:05
621575,bRjbIuJWtlg,4044303,19951,91456,5628,2019-08-24 00:30:16
1072456,IqJoMdxT7XI,983000,3370,32770,986,2020-01-06 00:00:22
222073,b6UazdAlqhs,2787232,13840,252063,1838,2019-05-21 07:00:51
1117594,IOFf-6Jg-GM,572735,3465,25315,979,2020-01-16 01:30:30
823043,VyYJ762RnDA,732249,1676,30228,914,2019-11-07 05:30:25
1014633,7hKTaDncNic,998217,7130,103626,585,2019-12-24 17:00:11
1080449,Nvh-nG8cTNg,456388,1975,4638,489,2020-01-07 16:30:56
49348,a74f2EKK72E,778263,4740,75415,334,2019-04-20 10:00:09
202430,P-vrRonsap0,464471,2568,20915,297,2019-05-17 04:00:25
1378355,WcEs_I1uBb0,1663101,4481,108501,2374,2020-03-11 13:00:45
38897,-SL8ypfeGPA,1411892,7085,47094,1544,2019-04-19 07:15:53
1427190,5WG7k2QBnCs,2066572,7495,50284,1507,2020-03-21 21:00:51
194067,xe-D52asIBg,2263900,10104,119072,3017,2019-05-15 09:30:27
1264820,Jc9pka7sE0w,369574,1429,25655,252,2020-02-16 07:00:51
585187,IQc7PMZOumo,585262,2871,13973,578,2019-08-06 18:01:00
1286185,dPaHNTnN0eE,1802106,4215,67350,1636,2020-02-20 22:30:30
284350,lLlJx-TZn4A,2854955,1466,29940,934,2019-06-03 12:30:38
1292183,cn4mueJ9wHs,1046216,7252,112228,656,2020-02-22 05:00:56
659037,ugJ0qjKZSYk,607535,1199,6017,316,2019-08-31 21:00:39
1069516,vmQwVR4-aaA,330786,1131,3040,175,2020-01-05 09:00:19
834847,2ChGG_FA1Q4,1640124,18181,71244,13487,2019-11-16 18:30:16
1107258,kp6F7jW5cmI,2681613,6216,76101,1354,2020-01-13 09:00:38
429451,c8zpwYf5Ubg,326754,707,2465,245,2019-07-05 01:30:17
655165,U5UPZxlhR8M,525055,833,8272,133,2019-08-31 01:30:49
1005738,DqCNuTOrAwY,5074726,8174,252270,1782,2019-12-22 19:30:52
61347,iprZtcDbN54,545982,1604,47417,280,2019-04-21 16:45:42
584475,QqMswAiIELY,1331781,8494,66135,1374,2019-08-06 14:30:48
255272,fRHQGMtj_ko,1208697,1029,17095,2618,2019-05-28 05:30:53
1177578,IeQBr8EZ0Ac,558806,956,19697,355,2020-01-28 20:01:02
1208765,YoqzKqr-8Pk,535025,1000,27856,532,2020-02-04 09:00:37
1225346,AxI0WVKh2pQ,346268,1156,33674,444,2020-02-07 22:00:18
488066,X8c7JhS04T4,656116,1349,20312,488,2019-07-17 09:00:49
283935,wRL29CieYsc,627078,8547,55790,4373,2019-06-03 10:30:19
708701,0II-EFw9J0A,8406569,27426,429278,12109,2019-09-16 12:30:26
6437,yw4DbIWmugw,1138724,7039,50300,1779,2019-04-15 21:00:03
141535,hoYol_EX9Jc,1854048,7752,65839,1102,2019-05-04 09:00:58
266950,A1e0Ya0ZQJ8,902291,2819,12615,529,2019-05-30 17:30:49
1157371,VPYhem4GRGY,1318993,5688,47056,751,2020-01-24 13:00:11
652850,2kE-L70JkA4,563335,1772,14894,267,2019-08-30 14:00:46
305551,wDb1B9qaZ7U,381707,1380,11144,281,2019-06-08 02:00:22
1202090,9g2EJI_XAr0,3405759,18855,192269,4539,2020-02-02 23:30:07
1341506,UHnjcOZsCW4,866526,2067,11312,571,2020-03-03 16:30:11
1396962,SkFLaPEw-Vg,665334,2728,23705,293,2020-03-15 10:00:58
412128,5PaCd1ykiR4,4479662,17647,194089,37245,2019-07-01 09:30:40
694425,gmUnl-4VUnk,1360998,5196,31896,1485,2019-09-13 12:30:15
1139427,B8PuOS0J6Ro,361331,720,5878,397,2020-01-20 15:30:22
429164,tNGxJGIhOEg,462732,765,17644,233,2019-07-05 00:00:23
947019,ozSRafURI8k,2032922,2522,33767,1512,2019-12-10 11:00:22
1442835,G3mk142cZjI,387281,3456,55376,195,2020-03-25 05:00:19
106469,dc1Gw3cDfnc,772475,1505,45021,393,2019-04-26 12:15:14
113563,2VZZaqPaQdo,791097,2631,28193,364,2019-04-27 06:00:15
87669,kOHB85vDuow,50548104,340983,1740778,114938,2019-04-24 12:30:25
339542,lBNNDJAsf1Q,896366,9318,58112,1952,2019-06-15 07:30:17
902188,gODCeNysnc0,491313,1671,22508,320,2019-11-30 23:30:59
73795,mO9WbRqQ_aU,1072761,11766,106617,1581,2019-04-23 01:00:11
1005293,uh2qGWfmESk,18704764,50992,1202080,15157,2019-12-22 17:30:16
1089937,2gWqmZ05kq8,859505,3703,32650,825,2020-01-09 17:00:35
1389198,QFI7OI7MX4Y,2205036,19495,196610,1196,2020-03-13 19:30:20
790205,Hbjq2B879l8,965209,4611,70270,1293,2019-10-31 08:30:44
101016,TgWKutWMT-o,9060843,56273,387800,51609,2019-04-25 22:30:10
634485,SiUotSKZUtM,1319241,1830,25658,1623,2019-08-26 18:00:11
1254444,JFTAN_NA4wk,1249631,8978,54119,5087,2020-02-14 02:00:52
1415262,ve_wvsh8xVQ,1710129,4532,109796,1771,2020-03-19 07:00:30
1491694,VbtjIPVveiI,185323,1102,17615,99,2020-04-04 13:30:16
216103,xRwy_rKc7gI,15733371,47368,581165,16074,2019-05-20 01:00:29
1150460,1gcZzjc6KlA,872470,5528,8516,1259,2020-01-23 00:30:52
422316,dhLCzSwUTvc,1154878,5046,60677,1427,2019-07-03 13:30:52
1307042,uRghC3Wxb0E,318803,481,5996,1868,2020-02-25 08:00:50
1264586,S_kJU905k2o,429369,2490,28073,430,2020-02-16 06:00:24
793735,83wR7kLT3qU,925394,3442,67212,487,2019-11-01 02:30:26
1388376,owkgm2W3lew,738588,4208,45042,1055,2020-03-13 15:30:08
1042080,gl62BSjp7Vo,2289501,10125,100397,3776,2019-12-30 13:00:52
1215421,B0toqn0OvNA,367519,3729,12243,1537,2020-02-05 19:00:49
560652,xzW6yDmDnkg,383613,996,5760,320,2019-08-01 15:00:26
856569,ajc8PcXDs70,799553,5984,12866,1220,2019-11-21 08:30:09
1374882,lMnrzqSYnkM,249057,2832,4348,1348,2020-03-10 19:30:19
476335,CDE1jf4_VIY,2213676,6247,56352,1487,2019-07-14 22:00:43
1084585,FwyeYmXjD1A,1186671,4728,68337,627,2020-01-08 14:00:06
1246353,hfzSedylBog,7154866,16434,404584,7001,2020-02-12 09:00:06
1336754,Zgaf9ycRLJE,1704268,4379,86571,696,2020-03-02 16:00:41
348122,K8ldUhtbCD4,1148661,4649,62159,979,2019-06-17 04:00:23
1325135,5L6xyaeiV58,10881363,75691,664596,54589,2020-02-29 04:30:03
724555,L2lhb9IaRK8,425461,1393,18731,273,2019-09-19 21:00:39
1056743,jhE5sGYx5yE,336000,1933,11601,405,2020-01-02 16:00:25
1423732,PjNfGXvsfuY,1185164,8275,132810,769,2020-03-21 03:00:51
158372,FEGc1IpBLEk,413094,659,1217,388,2019-05-07 21:30:24
119167,TF5cvwK_akA,4634039,11051,252321,5300,2019-04-27 20:00:16
1163702,ss6mIGfyvXM,933937,3737,27540,1656,2020-01-25 21:00:52
329139,JV0B4QpQe1E,635846,1697,31334,518,2019-06-13 01:30:51
843330,gs4mVr6C6p8,605110,2349,17844,415,2019-11-18 13:00:56
269956,A1e0Ya0ZQJ8,942624,2869,13009,552,2019-05-31 08:30:51
708709,hUE2DuMP9y8,5173491,23710,370582,7527,2019-09-16 12:30:33
1078417,kSRNrVjISRQ,688337,3569,48385,1508,2020-01-07 06:30:09
477386,2pnXjQCegVc,21739756,128022,1463719,155543,2019-07-15 03:30:21
1389983,IYQzyA3TjWs,495239,3578,49878,750,2020-03-13 23:30:11
1540044,MEWbXgL171c,3087655,16087,188866,5889,2020-04-14 18:00:44
525824,kEYuqWBbLVQ,249068,687,5988,146,2019-07-25 08:00:42
1289157,KcsiD3nNzA4,1624209,12115,101894,1235,2020-02-21 14:00:05
406267,ssZ760gOVwA,1922557,8773,51307,4086,2019-06-30 03:00:34
930003,zLqGHNFUw7M,305709,4237,22718,1948,2019-12-06 21:30:14
115902,VlYvrkuMGPE,1271230,8849,47106,1817,2019-04-27 11:45:36
590294,MGbjB0eVvko,2043244,10871,147543,3443,2019-08-07 20:00:35
424443,7W9PFHAXgIc,233844,332,2617,98,2019-07-04 00:30:14
1369220,4XJSrtsFe6E,282163,763,4579,134,2020-03-09 14:30:33
1191757,BKYjwyhIylY,1961113,6869,78173,4050,2020-01-31 19:30:25
1358860,CsF6ezLOMC4,684173,3278,8767,458,2020-03-07 09:00:18
650824,cu-ykwkQt80,111051,160,801,62,2019-08-30 04:00:30
1035527,N-r5c2RkkOk,1306135,2296,40737,439,2019-12-29 03:30:33
730436,rRRUrhomU3o,813447,4533,19071,547,2019-09-21 03:00:23
35682,8bQ23FBu2Ys,2593888,3479,48227,356,2019-04-18 23:15:23
826392,cyzXgTaU3bo,3229164,2696,87349,1001,2019-11-07 22:30:34
837013,YiM9oosSvNg,1039319,1752,9378,602,2019-11-17 05:30:09
1454989,aJ17XsgxZqo,647092,1693,29471,360,2020-03-27 18:00:45
364559,ezaRPmtD0OU,741972,3415,42607,3064,2019-06-20 16:00:08
836833,W2FRwa3HqoA,271475,1534,2890,899,2019-11-17 04:30:18
1149233,ASt2TJ48r6k,1469218,21660,232309,1294,2020-01-22 18:00:53
983667,h1JKzHPCGso,5508931,16169,370015,14030,2019-12-18 04:30:24
801262,CwVwLmbZ7dQ,836797,3480,50714,653,2019-11-02 16:30:27
736111,-IEb4Li22-g,1386761,8801,27753,2684,2019-09-22 08:00:29
549967,6L_k74BOLag,24308356,66697,1031539,42811,2019-07-30 09:00:25
598184,ceim653uPqw,1808900,9182,74234,1908,2019-08-19 02:30:07
655229,TxpAc7SxNlM,504970,1691,2721,471,2019-08-31 02:00:32
613106,zazcIddWnlc,407192,3662,31424,607,2019-08-22 05:32:23
640351,-PljiVXB6X4,637386,2944,54764,486,2019-08-27 23:30:06
1002287,7YFs82wMNtA,1284109,2180,19022,565,2019-12-22 02:00:52
1140656,_a17wFZ1XGo,811302,723,6949,345,2020-01-20 21:30:52
790893,xIl2z5wwjdA,797099,2886,31691,582,2019-10-31 12:00:44
1495495,jJPMnTXl63E,1574943,5726,135418,866,2020-04-05 08:30:39
1214186,kUexle4jktU,618267,3712,61988,335,2020-02-05 13:00:13
203282,vrIiPcv4_iY,1215148,16259,27600,47480,2019-05-17 08:30:03
445148,h4CyhQqAPpk,5048671,11216,163118,3186,2019-07-08 08:00:16
1263316,1PdQcPsPtaQ,580078,1753,21771,873,2020-02-15 23:30:24
1015709,Et64BG708rU,1481463,3991,14853,795,2019-12-24 22:30:11
852849,hHkFQSCOjLM,431089,3028,21898,512,2019-11-20 13:30:32
47688,86kKFYmAMxA,1807144,4987,98420,7770,2019-04-20 05:45:11
1281164,bxzy7Igiu6U,535437,3560,59078,529,2020-02-19 20:30:10
1262980,bthwytKdzIM,574475,2283,11161,427,2020-02-15 21:31:03
888584,p19OBOT3IZI,528731,2532,18997,427,2019-11-28 02:30:52
1047704,Bru8AddADvo,2799737,7930,29204,1701,2019-12-31 18:00:12
100479,OjbqI8fJ61A,499017,2426,32434,271,2019-04-25 21:00:40
478852,_W8bdr_jE9Q,660249,3336,34238,373,2019-07-15 11:00:11
1497642,vM_BwTv_TS0,401980,958,30609,251,2020-04-05 19:30:42
578641,Hn27gpBzF9c,3000191,12307,99909,3954,2019-08-05 09:30:09
427543,RrGmI3lS9nk,3177195,21775,255794,3139,2019-07-04 16:00:15
502774,URnJY09XvgI,1883153,5184,71187,1064,2019-07-20 11:00:29
147416,-LcTz0l0cEY,1061586,2965,33669,625,2019-05-05 14:30:48
34235,zyHMcgbWHNY,386882,2784,8650,551,2019-04-18 19:30:45
907312,zGwrBIscb24,1326128,7602,133232,1182,2019-12-02 02:00:03
1409232,chqs92fhilA,2944177,3993,152760,3230,2020-03-18 00:00:46
1331361,nMjWwvmvrJI,586657,3634,5503,589,2020-03-01 12:30:14
69793,E0G5Y2SOW0c,1556856,3628,56544,484,2019-04-22 14:30:51
1531,f5bJ5acwZtI,2054348,19304,214116,4363,2019-04-15 08:15:25
784368,SZcUJuXjCsw,1070872,3167,48947,640,2019-10-30 03:00:10
1156610,HneuzapPRDY,612358,1437,20890,296,2020-01-24 09:00:21
180408,h9h2zfyrkH8,9202006,10375,162332,5196,2019-05-12 12:30:16
90434,Ea_GKoe81GY,33181789,100068,1035301,112941,2019-04-24 19:30:39
628864,gLLE3B75UJw,973908,1253,27002,1150,2019-08-25 13:30:24
1059391,cK-bnfnj7ds,664985,1410,25314,474,2020-01-03 05:30:10
1309646,ySNTahrT0nE,1860385,9062,43581,2172,2020-02-25 21:00:57
816735,LgzudBvmd08,1039281,3803,56806,401,2019-11-05 21:30:06
240413,ELeMaP8EPAA,9889310,11507,213303,4435,2019-05-25 03:00:27
671557,5irksXkfSw4,492255,1639,18392,560,2019-09-03 12:00:47
269409,UJ0x-MW1EdM,657618,4180,62134,1509,2019-05-31 06:00:25
377950,tEPJAYxwEEM,1712315,10994,144276,1849,2019-06-23 11:00:02
713857,HK7SPnGSxLM,7316054,27918,263910,6990,2019-09-17 15:00:03
1286152,TlHS_Mja73I,2148293,24297,141247,4978,2020-02-20 22:30:11
1165014,0PxfU7bwh4g,498011,3129,34060,574,2020-01-26 04:00:15
729234,9EVb59RRgfk,788941,2343,23386,498,2019-09-20 21:00:14
632869,ckqx1FdoEY8,2486361,8354,43100,2411,2019-08-26 09:30:51
1031350,Z9WQy9jEY8M,15016340,155485,1577698,8994,2019-12-28 06:00:44
150372,XTXSRRSv1bY,7060474,5158,95214,6450,2019-05-06 05:31:14
493643,-0yjAmv8NCk,937575,4971,45069,1027,2019-07-18 13:00:39
786069,u9AM21C2UdY,170866,2568,32827,130,2019-10-30 11:30:29
764084,RDb1MGsyY5I,2479681,5588,22711,1153,2019-09-28 07:30:15
1508824,lw8YMmZf9g0,251309,719,9438,242,2020-04-08 04:30:23
610054,_CTUs_2hq6Y,3164471,15052,132731,2894,2019-08-21 14:00:20
872191,yA8BF_ThJxA,3479575,4899,260569,1456,2019-11-24 16:00:04
214958,TXQaoKMphw4,4510156,9824,95423,3460,2019-05-19 19:00:54
1411412,YEq-cvq_cK4,1050242,1324,22340,996,2020-03-18 11:00:59
669404,F4pkZWQ10y4,3884030,12274,180666,17194,2019-09-03 01:30:05
1331994,UUqWQNGYGAA,1107883,1430,9264,208,2020-03-01 15:30:42
529874,QkJu5QJkFKA,773255,2550,42731,488,2019-07-26 04:30:09
764704,zzpc3AtC3No,407211,2607,28614,429,2019-09-28 10:30:30
490979,89oHyo9goUY,678668,1184,6404,348,2019-07-17 23:31:00
1132252,gn5iRe-a7i4,579513,2430,37491,317,2020-01-19 03:30:04
1130058,LdMx2U5tby0,7806295,21652,510840,5735,2020-01-18 16:30:04
629764,gLLE3B75UJw,1045533,1287,27973,1223,2019-08-25 18:00:27
89006,VKkCyUwHI4A,1714494,52166,168723,726,2019-04-24 16:00:04
864217,muDG_UlEwdg,1410092,2874,27670,1693,2019-11-22 23:00:53
852109,4vGj4k6vFdQ,757516,5868,11337,2780,2019-11-20 10:00:05
432285,PqGehRgKTLo,3639545,10717,181374,2626,2019-07-05 15:30:37
670895,05MihmK1ep4,1253593,2751,52349,5265,2019-09-03 09:00:09
943541,JhKq4Yq7yEw,1406881,3825,97573,1612,2019-12-09 17:30:12
1317009,nJRGjAjTUss,1519107,5861,81520,966,2020-02-27 10:30:42
672228,wZXoErL2124,5459757,16997,161464,3605,2019-09-03 15:30:38
1052581,Pmd5nJFRmMM,1245694,1201,5839,1199,2020-01-01 18:30:57
1180902,AgKLxQmONgM,2919314,16006,230529,4398,2020-01-29 13:00:16
119953,WxFfDKpi3Jw,410808,672,3554,187,2019-04-27 22:00:09
629269,4cw5MZkjW5k,979451,3342,57545,370,2019-08-25 15:30:27
1430079,yTEWpjWlR8U,705747,4034,23852,436,2020-03-22 12:00:42
1438755,BtN-goy9VOY,15497882,39458,716568,7588,2020-03-24 08:01:11
808957,7RdDpqCmjb4,3693999,8548,70901,7236,2019-11-04 06:00:27
360172,5rPluw_-Eb4,4730267,51866,518677,5871,2019-06-19 18:00:14
248546,bkRxYf9oETo,1255551,3008,23314,1224,2019-05-26 19:30:46
1153732,QhLd5HWma5A,191862,782,4845,148,2020-01-23 18:00:31
465014,IarpyaKPwlQ,5755160,30859,139429,5199,2019-07-12 13:00:52
959438,ahZFCF--uRY,11795017,34058,324114,22400,2019-12-13 02:00:32
840143,rAbI0fewc7w,1828624,2008,28167,1759,2019-11-17 21:00:48
1276344,_SY4vZNPPbs,2378955,3705,50733,1988,2020-02-18 19:01:00
2878,kAQoYUg39oQ,310858,653,3060,86,2019-04-15 11:45:05
124705,eKc-SxD0HZE,17510155,11529,109305,12157,2019-04-28 09:45:36
886392,3W6nRzm1LMQ,853189,382,4246,77,2019-11-27 15:30:36
133765,qDmZUrHz71M,1144713,3973,18851,1496,2019-04-29 11:30:03
692068,ENIndo2ixuI,737402,1252,30034,1119,2019-09-13 00:30:28
327052,eKit9bFXG64,645374,1507,22115,247,2019-06-12 15:00:50
1102322,w0QRliFvOC0,1548206,9398,67164,1898,2020-01-12 08:00:28
1489076,8bcMgWelxA4,300781,1821,22823,271,2020-04-04 00:00:50
803690,7G8sHOJ-plE,5017538,2726,70110,2616,2019-11-03 03:30:49
620485,fbPmLhM9EZQ,1057228,1813,30650,691,2019-08-23 19:00:11
664857,DI_eBjdImac,1128293,1859,33539,2162,2019-09-02 02:30:09
277354,0Nyg7-S1UCM,9420377,13523,120602,9605,2019-06-01 22:30:14
240881,Bbb5XC6DYxY,4387611,14963,235946,4082,2019-05-25 05:31:02
736984,-IEb4Li22-g,1420090,9025,28438,2741,2019-09-22 12:30:25
1106918,TcbrPPd-hOk,200315,3113,4253,198,2020-01-13 07:30:14
407113,5PaCd1ykiR4,4097872,16983,181957,35817,2019-06-30 07:30:22
199218,HQMkxmtPZhg,1850175,4259,36646,2817,2019-05-16 11:30:54
846680,0gqxZzgLlWE,1580740,2870,13330,655,2019-11-19 06:30:09
1447566,Hsfp_VsGemc,6562833,21097,385757,12138,2020-03-26 05:00:08
248580,aOCAtpxxquE,202238,542,9324,383,2019-05-26 20:00:09
407781,NOhawF13K1I,1230081,1987,51528,742,2019-06-30 11:00:20
149016,o-uawpQbdaw,403459,1809,1400,258,2019-05-05 22:30:51
1131045,chil75Ip-3w,2137212,4326,93806,951,2020-01-18 21:00:51
1372694,MAWizm8pVnI,11241159,10788,532003,8959,2020-03-10 08:01:00
636665,lBYC4_Lccjw,16621291,43581,753677,12744,2019-08-27 04:30:54
538675,Io2hbcrAYBw,2499456,28737,409101,2099,2019-07-28 00:30:11
355873,X62d9chEDZg,868429,0,9212,261,2019-06-18 20:00:20
766915,GVhiN2-bZCE,591072,2089,31217,1030,2019-09-28 22:00:09
14171,IKIqd2e4Rd0,419226,3449,11244,595,2019-04-16 16:30:09
496897,ATc017fwVgw,192133,760,12785,279,2019-07-19 05:31:42
1044885,8yXklHzswM8,924972,3801,93229,680,2019-12-31 03:30:24
1048297,lF2sKFnuALw,1221916,3688,31369,544,2019-12-31 21:00:16
110967,xAxNaLAR2to,9220162,43617,349964,89630,2019-04-26 23:30:14
1112056,UJpiPzJijWc,1018329,2652,24860,1556,2020-01-14 10:00:24
573086,EtRXqYHIC9I,493865,455,11526,258,2019-08-04 05:34:24
1283042,BqOFhTVTulk,263336,295,8832,131,2020-02-20 06:30:18
738635,UeQR6Lo1mmg,653933,1102,15761,544,2019-09-22 21:00:40
415087,QlR1LVMREf4,856487,3807,29014,641,2019-07-02 01:00:16
410811,tFGh_mBY7c0,965052,1861,25420,425,2019-07-01 02:30:53
501549,FtSd844cI7U,5554020,46943,63037,136702,2019-07-20 05:00:06
