article,summary
"(CNN)I remember the day I stopped praying. It was the day after my little brother, Jimmy, died of cancer. He was 25. I was so angry at God. I was 27 at the time, and, like most young people I had stopped going to church. But, on that day -- that terrible day -- I desperately needed to understand why God took my brother. I called the nearest Catholic church, looking for a priest. A lady picked up the phone. ""Can I talk with Father?"" I asked. I wish I could say her answer was ""yes."" Instead, she asked me if I was a member of that particular parish. ""Does it matter?"" I asked. (At the time I lived far from my home parish.) I don't remember how she responded, but the answer about my being able to see Father was clearly no. I don't know if all Catholic churches would have shut me out, but I figured, at the time, it was part of the long list of rules the Vatican required Catholic leaders to follow. I cried for a bit, then decided I would never ask God for anything. Clearly, his conduits on Earth did not have time for me -- a lifelong Catholic -- and sinner -- so why would he? Ever since, I've considered myself a lapsed Catholic. Until Pope Francis. There is something about Francis that's reawakened my faith. And it's not because he opened the floodgates to allow sin in the eyes of the church. He still argues against things I passionately support, but I find myself -- like many other lapsed Catholics -- enthralled. Recently I had the pleasure of meeting one of the Pope's newly appointed cardinals. His name is Cardinal Gerald Lacroix. The 57-year-old presides at the Basilica Cathedral of Notre Dame in Quebec City. One of my first questions: What is it about Pope Francis? ""Every person is a mystery you know. ... But what's evident is this man is living with such freedom, such inner freedom. He's himself. He's in tune with the Lord,"" Lacroix  told me. ""Those close to him say he's up close to 4 in the morning to prepare his daily Mass, which is at 7 in the morning on the weekdays. So that's almost three hours of prayer, preparation and silence before the Lord and the word of God. Wow, that really fine-tunes you to start off a day."" Perhaps that's how the Pope stays humble. Why he defies tradition and washes the feet of the disabled, women and those of other faiths. Why he ordered showers to be built for the poor in St. Peter's Square. All of this is appealing, but it's more than that. In my mind, it's his tone. When Pope Francis said, ""If a person is gay and he searches for the Lord and has good will, who am I to judge?"" The comment took me aback. Homosexuality has long been a taboo subject for the Vatican, yet Pope Francis uttered those welcoming words. Lacroix likened the Pope's approach to Jesus. ""Jesus didn't judge. Jesus did not come as a judge. He came as someone who preached and talked about the love of God."" Those kinds of answers are so different in my experience, but I understand why more conservative Catholics worry. If the Pope does not judge, then who will tell us who is a sinner and who is not? ""I hear that sometimes, too,"" Lacroix told me. ""I think Pope Francis is conservative in the right way. You have to be conservative enough to come back to what is the foundation: that's the Gospel. You cannot reproach Pope Francis of not living the Gospel, or not preaching the truth of the Gospel."" But isn't homosexuality a sin in the eyes of the church? ""There is room for everyone. The door is open,"" Cardinal Lacroix insisted. ""Of course you know that the Catholic Church will never promote same sex marriage, but do we respect homosexual persons? Do we welcome them? Do we accompany them? Of course. But to respect the Church and its teaching, which is based on a long tradition and also the word of God, we will not go so far as to bless. But that doesn't mean we reject."" That last sentiment -- ""that doesn't mean we reject."" -- did it for me. I finally understood why Pope Francis reawakened my faith. I always felt my church would reject me for committing the smallest of sins. Like calling a priest at a church that was not my home parish. Like not covering my head with a traditional veil at Easter. Like accidentally eating meat on Holy Friday. Like supporting the use of contraception. But as Lacroix told me, Jesus walked with sinners until the very end. He did not banish them to fires of hell, for He refused to give up on anyone. The Cardinal's last words to me: ""I'm trying to do my best on (the) local level -- to have an open ear to what the church and world are experiencing. To see how we can today respond to those needs. I want people to see me, and the church, as an open heart to grow together. Not a church that's imposing -- we have nothing to impose -- we have someone to propose: the Lord Jesus and his Gospel."" I can't wait to go church next Sunday. And, yes, I will bow my head and pray for forgiveness, and if I'm worthy, Christ's love.","There is something about Pope Francis that's reawakened her faith, say CNN's Carol Costello .
Meeting Cardinal Gerald Lacroix of Quebec showed how the Pope is putting people in place to carry out his new vision, Costello writes ."
"New York (CNN)When Liana Barrientos was 23 years old, she got married in Westchester County, New York. A year later, she got married again in Westchester County, but to a different man and without divorcing her first husband.  Only 18 days after that marriage, she got hitched yet again. Then, Barrientos declared ""I do"" five more times, sometimes only within two weeks of each other. In 2010, she married once more, this time in the Bronx. In an application for a marriage license, she stated it was her ""first and only"" marriage. Barrientos, now 39, is facing two criminal counts of ""offering a false instrument for filing in the first degree,"" referring to her false statements on the 2010 marriage license application, according to court documents. Prosecutors said the marriages were part of an immigration scam. On Friday, she pleaded not guilty at State Supreme Court in the Bronx, according to her attorney, Christopher Wright, who declined to comment further. After leaving court, Barrientos was arrested and charged with theft of service and criminal trespass for allegedly sneaking into the New York subway through an emergency exit, said Detective Annette Markowski, a police spokeswoman. In total, Barrientos has been married 10 times, with nine of her marriages occurring between 1999 and 2002.  All occurred either in Westchester County, Long Island, New Jersey or the Bronx. She is believed to still be married to four men, and at one time, she was married to eight men at once, prosecutors say. Prosecutors said the immigration scam involved some of her husbands, who filed for permanent residence status shortly after the marriages.  Any divorces happened only after such filings were approved. It was unclear whether any of the men will be prosecuted. The case was referred to the Bronx District Attorney's Office by Immigration and Customs Enforcement and the Department of Homeland Security's Investigation Division. Seven of the men are from so-called ""red-flagged"" countries, including Egypt, Turkey, Georgia, Pakistan and Mali. Her eighth husband, Rashid Rajput, was deported in 2006 to his native Pakistan after an investigation by the Joint Terrorism Task Force. If convicted, Barrientos faces up to four years in prison.  Her next court appearance is scheduled for May 18.","Liana Barrientos, 39, re-arrested after court appearance for alleged fare beating .
She has married 10 times as part of an immigration scam, prosecutors say .
Barrientos pleaded not guilty Friday to misdemeanor charges ."
"Washington (CNN)Washington was rocked late Thursday by shootings -- one at the gates of the U.S. Census Bureau's headquarters and another in a popular area packed with restaurant patrons. The shootings were connected, authorities said. They began with what authorities believe was a domestic kidnapping incident, according to D.C. Police Chief Cathy Lanier. The suspect's vehicle was spotted outside the Census Bureau, which is in Suitland, Maryland. A guard apparently approached the vehicle and saw two people arguing. That guard was then shot at least once in the upper body, said Prince George's County Fire Department spokesman Mark Brady. The guard was in extremely critical condition, according to Brady. The police chief said the suspect then fled the scene. Officers picked up the chase, and the suspect fired gunshots at multiple locations, Lanier said. The chase ended in a crash on Washington's busy H Street. A shootout ensues, Lanier said. An officer and the suspect were wounded, according to the police chief. Both were conscious and talking when they left the scene. ""Right now, we have every reason to believe that the car that we have in this last incident here is the same car involved and the same person involved in the kidnapping,"" she said. Lanier told reporters the kidnapping victim was located and is in good condition. She did not identify the suspect, nor the guard, nor the officer who were injured. Steve Brusk reported from Washington. Dana Ford wrote from Atlanta. CNN's Greg Botelho also contributed to this report.","Authorities believe the two shootings are connected .
A suspect leads police on a wild chase, firing at multiple locations .
A Census Bureau guard is in critical condition, a fire official says ."
"(CNN)The University of Michigan has decided to proceed with a screening of the film ""American Sniper"" despite objections from some students. More than 200 students signed a petition asking the school not to show the movie as part of UMix, a series of social events the university stages for students. Bradley Cooper was nominated for an Oscar for his portrayal of Chris Kyle, a Navy SEAL and the most lethal sniper in U.S. military history. Kyle was fatally shot at a Texas shooting range in 2013. Some students believed the movie's depiction of the Iraq War reflected negatively on the Middle East and people from that region. Michigan's Detroit metropolitan area is home to the nation's largest Arab-American population. But there was a backlash to the decision to yank the movie, and a counter-petition asked school officials to reconsider. On Wednesday, E. Royster Harper, University of Michigan's vice president for student life, said in a statement that ""It was a mistake to cancel the showing of the movie 'American Sniper' on campus as part of a social event for students"" and that the show will go on. ""The initial decision to cancel the movie was not consistent with the high value the University of Michigan places on freedom of expression and our respect for the right of students to make their own choices in such matters,"" the statement said. UMix will offer a screening of the family-friendly ""Paddington"" for those who would rather not attend ""American Sniper."" The announcement drew praise from Michigan head football coach Jim Harbaugh.","Some complained about the film's depiction of the Iraq War .
A petition asked the university not to show the Bradley Cooper film ."
"New Delhi  (CNN)An Indian software pioneer and nine others have been sentenced to seven years in jail for their role in what has been dubbed India's biggest corporate scandal in memory, police said. Ramalinga Raju, the former chairman of software services exporter Satyam Computers Services, was also fined $804,000, R.K. Gaur, a spokesman for India's Central Bureau of Investigation, told CNN. In 2009, Satyam Computers Services was at the center of a massive $1.6 billion fraud case after its then-chairman Raju admitted inflating profits with fictitious assets and nonexistent cash. Investigators say losses to investors resulting from the company's book manipulation were much higher. A special court convicted Raju and nine other people of cheating, criminal conspiracy, breach of public trust and other charges, said the Central Bureau of Investigation, which looked into the case. In the media, the case has been compared to the 2001 Enron Corp. scandal, in which a Houston energy company's earnings had been overstated by several hundred million dollars. When the scam made headlines, Satyam, which means ""truth"" in Sanskrit, was India's fourth-largest software services provider. It was serving almost 700 companies, including 185 Fortune 500 companies, and generated more than half of its revenue from the United States. The company had about 53,000 employees and operated in 65 countries. After Raju's shock disclosures six years ago, the Indian government fired Satyam's board. In a subsequent state-backed auction, the company was bought by Tech Mahindra, part of the country's Mahindra Group. A heavyweight of the nation's software industry, Raju, 60, has been in jail for the past 32 months. He had founded Satyam in 1987. His company made giant strides as the outsourcing business grew in India in the 1990s.","Satyam Computers Services was at the center of a massive $1.6 billion fraud case in 2009 .
The software services exporter's chairman, Ramalinga Raju, admitted inflating profits .
Satyam had been India's fourth-largest software services provider ."
"(CNN)A 32-year-old Massachusetts man is facing murder charges, authorities said Wednesday, four days after another man's remains were found in a duffel bag. The Middlesex District Attorney's Office said that Carlos Colina, 32, will be arraigned the morning of April 14 for murder in connection with the remains discovered Saturday in Cambridge. Earlier this week, Colina was arraigned on charges of assault and battery causing serious bodily injury and improper disposal of a body. A Middlesex County judge then revoked bail for Colina in another case he's involved in, for alleged assault and battery. The victim in that case is different from the one whose remains were found in recent days. Police were notified Saturday morning about a suspicious item along a walkway in Cambridge. Officers arrived at the scene, opened a duffel bag and found human remains. After that discovery, police say, a surveillance video led them to an apartment building, where more body parts were discovered in a common area. That location is near the Cambridge Police Department headquarters. The remains at both locations belonged to the same victim, identified Monday as Jonathan Camilien, 26. Camilien and Colina knew each other, according to authorities. ""This was a gruesome discovery,"" District Attorney Marian Ryan said. CNN's Kevin Conlon contributed to this report.","Prosecutor: Carlos Colina, 32, will be arraigned on the murder charge next week .
He's already been arraigned for alleged assault and battery, improper disposal of a body .
Body parts were found in a duffel bag and a common area of an apartment building ."
"Washington (CNN)An Iranian military observation aircraft flew within 50 yards of an armed U.S. Navy helicopter over the Persian Gulf this month, sparking concern that top Iranian commanders might not be in full control of local forces, CNN has learned. The incident, which has not been publicly disclosed, troubled U.S. military officials because the unsafe maneuver could have triggered a serious incident. It also surprised U.S. commanders because in recent months Iranian forces have conducted exercises and operations in the region in a professional manner, one U.S. military official told CNN. ""We think this might have been locally ordered,"" the official said. The incident took place as the U.S. and other world powers meet with Iran in Switzerland to negotiate a deal limiting Tehran's nuclear program. At the same time, Iran has been active in supporting proxies in several hotspots in the Persian Gulf and neighboring regions. The Navy MH-60R armed helicopter was flying from the deck of the USS Carl Vinson on a routine patrol in international airspace, the official said. An unarmed Iranian observation Y-12 aircraft approached. The Iranian aircraft made two passes at the helicopter, coming within 50 yards, before the helicopter moved off, according to the official. The official said the helicopter deliberately broke off and flew away in a 'predictable' manner so the Iranians could not misinterpret any U.S. intentions. The Navy helicopter was in radio contact with the ship during the encounter, but there was no contact between the two aircraft and no shots were fired. The Navy crew took photos of the incident but the military is not releasing them. The U.S. administration is considering a potential demarche protest against Iran, the official said. CNN has reached out to Iranian officials but has not received a response. This type of Iranian observation aircraft generally operates over the Gulf several times a month. But after the recent incident, U.S. naval intelligence did not see it again for two weeks, leading to the conclusion that the incident may have been ordered by a local commander who was then reprimanded by higher-ups. The Pentagon has noted for the last several years that most encounters with the Iranian military at sea or in air are conducted professionally, but that some missions run by Iranian Revolutionary Guard Corps forces have been too aggressive against U.S. forces in the area. The U.S. military's concern has been that one of these incidents could escalate into a military encounter. This incident ""might have been buffoonery"" the official said, but there is always a risk from such actions. The incident comes as the Navy patrols the Gulf of Aden to watch for Iranian ships the U.S. believes are trying to bring weapons to resupply the Houthi rebels in Yemen. The Navy would share such intelligence with Saudi Arabia, a second U.S. official told CNN.","Iranian plane came within 50 yards of U.S. Navy Sea Hawk copter .
Navy copter was on patrol in international airspace .
U.S. official think Iranian plane may have been under orders of local commander ."
"(CNN)When photographer Johan Bavman became a father for the first time, he took more than a passing wonder about how his native Sweden is said to be the most generous nation on Earth for parental leave. He immersed himself in fatherhood -- twice over, you might say. He used his photography to document the real-life experience of other fathers taking full advantage of Sweden's extraordinary program, which allows mothers and fathers to take long, long leaves from their careers so they can care for their newborns. Get this: Sweden grants a total of 480 calendar days of parental leave, with 390 of them paid at 80% of income, with a maximum of 3,160 euros a month or $3,474. The remaining 90 days are paid at a flat-rate benefit of 20 euros a day, or $22. But there's a catch. Fathers have to share that leave with mothers. So to promote both parents to raise their children, Sweden has mandated that 60 of the 480 days be ""daddy months"" or ""partner months."" If the 60 daddy days aren't used, they are lost, reducing the maximum leave to 420 days. The country also created a ""gender equality bonus"": the more days that parents share the leave equally, they get a bonus that could total up to 1,500 euros, or $1,649. The idea is for both parents to share the joys and struggles of raising infants. In reality, only 12% of Swedish couples equally share the 480 days of leave, Bavman said, with women continuing to lead the way as the stay-at-home parent and men as the careerist. Still, Bavman mused last summer about how the policy impacts those men who use the full measure of their parental leave. Social media . Follow @CNNPhotos on Twitter to join the conversation about photography. At first, Bavman had difficulty finding such men. But the fathers he did find and photograph, he captured their devotion in realistic imagery. ""I realized while I was talking to these dads, these dads are struck by how important the bonding is between you and the children,"" said Bavman, who now has a 3-year-old son, Viggo, with partner Linda Stark, a freelance journalist. ""I didn't want to bring out fathers as superdads,"" Bavman said. ""I wanted to bring out these role models which people can connect to. ""I want to have those dads who can also show their tiredness ... which comes with being home with your children. It's a hard full-time job. This is something that we have been taking for granted for hundreds of years. This is something that mothers have never been recognized for."" He also found moments of humor, with one child nearly ripping apart the shirt of his busy father. The fathers have become more understanding of their wives and even their own mothers, Bavman said. Some are now considering a career change to accommodate their parenthood. ""Being home nine months, they get time to think about their life,"" the photographer said. Bavman is looking for a total of 60 fathers to photograph, to culminate in an exhibition and a book. So far he's found 35 worthy of his lens. Johan Bavman is a freelance photographer based in Malmo, Sweden. From 2008-2011, he worked as a staff photographer at Sydsvenskan, one of Sweden's largest newspapers.","Johan Bavman photographed fathers in Sweden, which has generous parental leave .
Sweden's policies encourage fathers to take just as much leave as mothers ."
"(CNN)Craig Hicks, who is charged in the deaths of three Muslim college students in Chapel Hill, North Carolina, earlier this year, can face the death penalty, a judge ruled Monday, according to CNN affiliates. Superior Court Judge Orlando Hudson Jr. ruled that Hicks' case is ""death penalty qualified,"" WRAL and WTVD reported. The 46-year-old was arrested February 10 in the deaths of Yusor Mohammad, 21, her 23-year-old husband, Deah Shaddy Barakat, and 19-year-old sister, Razan Mohammad Abu-Salha. All three were shot in the head. Hicks, who was the victims' neighbor, turned himself in to police the night of the killings. The next week, he was indicted on three counts of first-degree murder and a count of discharging a firearm into an occupied dwelling. He had no prior criminal record, police said. Police said ""an ongoing neighbor dispute over parking"" might have been a factor in the shootings but also said they weren't dismissing the possibility of a hate crime. On what is believed to be Hicks' Facebook page, numerous posts rail against religion. The victims' family members have called on authorities to investigate the slayings as a hate crime. The U.S. Department of Justice issued a statement in February saying the department's Civil Rights Division, along with the the U.S. Attorney's Office for the Middle District of North Carolina and the FBI, have opened ""a parallel preliminary inquiry"" to determine whether any federal laws, including hate crime laws, were violated. ""It has always been our position that Mr. Hicks should be held responsible for his actions to the full extent of the law. His killing of three college students was despicable, and now he must face the consequences of his actions,"" said Rob Maitland, an attorney for Hicks' wife. Karen and Craig Hicks are in the process of divorce.","Hicks is charged in the deaths of three Muslim college students in Chapel Hill, North Carolina .
Victims' family members have called on authorities to investigate the slayings as a hate crime ."
"(CNN)HBO just whetted our appetite for a new season of ""True Detective."" The network released a teaser video for  season 2 of the critically acclaimed show, and it looks intense. Colin Farrell, Vince Vaughn, Rachel McAdams and Taylor Kitsch star in the new season, which premieres June 21. Here's the plot synopsis, according to Den of Geek: . ""A bizarre murder brings together three law-enforcement officers and a career criminal, each of whom must navigate a web of conspiracy and betrayal in the scorched landscapes of California. Colin Farrell is Ray Velcoro, a compromised detective in the all-industrial City of Vinci, LA County. Vince Vaughn plays Frank Semyon, a criminal and entrepreneur in danger of losing his life's work, while his wife and closest ally (Kelly Reilly), struggles with his choices and her own. Rachel McAdams is Ani Bezzerides, a Ventura County Sheriff's detective often at odds with the system she serves, while Taylor Kitsch plays Paul Woodrugh, a war veteran and motorcycle cop for the California Highway Patrol who discovers a crime scene which triggers an investigation involving three law enforcement groups, multiple criminal collusions, and billions of dollars."" Yes, please. The first season starred Matthew McConaughey and Woody Harrelson as a pair of Louisiana State Police detectives investigating the death of a young woman. The crime drama proved to be a runaway hit, and the season 1 finale crashed the HBO Go site in March 2014.","HBO released a teaser video for the new season, starting June 21 .
The series stars Colin Farrell and Vince Vaughn ."
"(CNN)Lauren Hill, who took her inspirational fight against brain cancer onto the basketball court and into the hearts of many, has died at age 19. The Indiana woman's story became known around the world last year when she was able to realize her dream of playing college basketball. Mount St. Joseph University in Cincinnati successfully petitioned the NCAA to move up the opening game of its schedule to accommodate her desire to play. Hill died early Friday. At a ceremony honoring her life on the school's campus Friday afternoon, head coach Dan Benjamin said the toughest thing a coach has to deal with is a loss. The community had lost more than a player, he said. It lost a friend and a daughter. And it lost ""an unselfish angel."" ""It's not often you get to celebrate a loss,"" he told the crowd as he struggled to hold in his tears. ""But today we celebrate a victory on how to live a life, through Lauren Hill. (No.) 22 you will be missed and remembered by so many."" An assistant coach read a quote from Hill: . ""I encourage everyone to cherish every moment with no worry about the past or anxiety about the future. Because the next moment is never promised. Never leave anything unsaid. I have learned to see the blessings in every moment and through every struggle, no matter how tough it might be. Nothing holds me back from living my life and chasing my dreams. I always finish what I start and see it through to the end. Never give up on your dreams. Find something to fight for; I fight for others."" Hill would go on to help raise $1.4 million for pediatric cancer research with the nonprofit group The Cure Starts Now. The organization called her a ""worldwide inspiration."" ""Lauren captured the hearts of people worldwide with her tenacity and determination to play in her first collegiate basketball game with her Mount St. Joseph University team,"" the group said on Facebook. People we've lost in 2015 . Mount St. Joseph University President Tony Artez said Hill's ""love and laughter will remain in our hearts."" ""We are forever grateful to have had Lauren grace our campus with her smile and determined spirit,"" Artez said in a statement. ""She has left a powerful legacy. She taught us that every day is a blessing, every moment a gift."" Her principal at Lawrenceburg High School, Bill Snyder, announced her death to students Friday morning. ""Lauren's message was constantly positive,"" he told CNN. ""We all need to work together to beat obstacles. Not just cancer. In any situation we can be positive."" As news of her death spread, social media lit up with messages honoring her life. NBA great LeBron James called her the ""true definition of strength, courage, power, leadership."" ""The greatest accomplishment we can achieve as humans is to inspire many,"" Twitter user Just_AP wrote. ""Lauren Hill did that."" NCAA President Mark Emmert said Hill's ""enthusiasm and strength were an inspiration not only to those who knew her best, but also to the millions of people she touched around the world by sharing her story."" ""Lauren achieved a lasting and meaningful legacy, and her beautiful spirit will continue to live on,"" he said in a statement. Hill was diagnosed with diffuse intrinsic pontine glioma in 2013 when she was a senior in high school. The rare brain tumor was inoperable, but Hill persisted in playing on her high school team despite chemotherapy treatments. ""I never gave up for a second, even when I got a terminal diagnosis, never thought about sitting back and not living life anymore,"" she told CNN affiliate WKRC-TV at the time. She had already committed to play for Mount St. Joseph when she was diagnosed. In October, the school received permission from the NCAA to move up its first scheduled game so Hill could play. In front of a sellout crowd, many wearing T-shirts bearing her name and slogan, ""Never Give Up,"" watched the ballplayer score the first two points and the final layup of the game. ""Today has been the best day I've ever had,"" Hill told the crowd after the game. ""I don't know what to say but thank you."" CNN's Jill Martin, Emanuella Grinberg and Faith Karimi contributed to this report.","Lauren Hill's coach says she was ""an unselfish angel""
After playing for her college, Lauren Hill helped raise money for cancer research .
NCAA president says she ""achieved a lasting and meaningful legacy"""
"Des Moines, Iowa (CNN)Martin O'Malley told reporters in Iowa on Friday that inevitability -- a term bandied about regarding Democratic presidential frontrunner Hillary Clinton -- is not unbreakable. ""I've seen it before,"" the former Governor of Maryland and possible presidential contender said. ""History is full of examples where the inevitable frontrunner was inevitable right up until she was no longer or he was no longer inevitable."" Clinton was considered inevitable to win the nomination in 2008 but ended up losing to Barack Obama. O'Malley had previously dropped the inevitability comment in a television interview last month. The former governor, who capped off his two-day trip to the first-in-the-nation caucus state with a speech to the Polk County Democrats in Des Moines, said that although Clinton is an ""eminently qualified candidate,"" the Democratic Party is full of ""good leaders."" ""History is full of examples where people who are not very well known nationally can be very well known once they are willing to make their case to the people of Iowa,"" O'Malley said. In some polls, he has scored in the low single digits in the state. In a March CNN/ORC poll of national Democrats, only 1% picked O'Malley. In a January poll by Bloomberg Politics and the Des Moines Register, O'Malley was also at 1% among Iowa Democrats. Clinton, who leads most polls by upwards of 40 points, is planning to launch her presidential candidacy on Sunday through a video message on social media, a person close to her campaign-in-waiting told CNN on Friday. While he wouldn't say much about Clinton, when asked about her candidacy, O'Malley said, ""if leaders believe that they have the experience and the framework to move our country forward, they should run. And they should engage with voters and our country would be the better for it."" O'Malley, like other Democrats, appears to refrain from directly attacking Clinton. Although last month on ABC, he said that the presidency is ""not some crown to be passed between two families,"" he has not focused on her. He has, however, openly teased a presidential run. ""I know that, as Democrats, we expect -- and I have heard this all over the country -- the Democrats expect a robust conversation about the issues we face as a nation and the challenges we face,"" he said. ""They believe that that conversation needs to take place in something as important as a presidential primary."" He concluded: ""It would be an extreme poverty indeed if there was only one person willing to compete for our party's nomination for President.""","He made the statement before in March .
O'Malley is low in the polls with Democrats, but he has been flirting with a presidential run ."
"(CNN)Hip-hop star Nelly has been arrested on drug charges in Tennessee after a state trooper pulled over the private bus in which he was traveling, authorities said. The 40-year-old rapper from St. Louis, who shot to fame 15 years ago with the track ""Country Grammar,"" has been charged with felony possession of drugs, simple possession of marijuana and possession of drug paraphernalia, the Tennessee Department of Safety and Homeland Security said. The state trooper stopped the bus carrying Nelly and five other people on Interstate 40 in Putnam County on Saturday because it wasn't displaying U.S. Department of Transportation and International Fuel Tax Association stickers, according to Tennessee authorities. The trooper was about to conduct an inspection of the bus, a Prevost motor coach, when he ""noticed an odor of marijuana emitting from the vehicle,"" authorities said in a statement. Two troopers then searched the bus, finding ""five colored crystal-type rocks that tested positive for methamphetamine, as well as a small amount of marijuana and other drug paraphernalia,"" the statement said. The search also turned up several handguns and 100 small Ziploc bags, which the statement said are commonly used for selling drugs. The guns included a gold-plated .50-caliber Desert Eagle pistol, a .45-caliber Taurus pistol and a .500 Smith & Wesson magnum. Nelly, whose real name is Cornell Haynes, was taken to the Putnam County Jail along with another passenger. He later posted bond and left the jail, the Putnam County Sheriff's Office said. CNN couldn't immediately reach Nelly's representatives for comment Saturday. CNN's Janet DiGiacomo contributed to this report.","State troopers say they found methamphetamine and marijuana on a bus carrying Nelly and five others .
Nelly has been charged with felony possession of drugs ."
"(CNN)A year after its Cannes debut and finally seeing a theatrical release, ""Lost River"" is still causing quite a stir. Booed at its premiere and mocked by reviewers, Ryan Gosling's first feature as director has been divisive, to put it mildly. But there has been one shining light cutting through the fog of critical hyperbole: its setting, a besmirched and decaying Detroit. Wavering on the brink of annihilation, yet providing kindling for its own rebirth, the city is captured in all its waning splendor, the perfect backdrop for Gosling's post-industrial gothic. Speaking about the film in London, Gosling made clear that the city was at the heart of the project -- in fact, without Detroit's crumbling edifices there would be no film at all. Gosling said that ""Lost River"" began as a collection of speculative shots of the Brewster-Douglass Projects, the first black social housing development in America and a place Motown legends The Supremes and boxer Joe Louis once called home. ""I heard [the authorities] were going to tear them down,"" Gosling said. ""I had to shoot them before they did."" Taking time out between acting jobs, he ventured into the projects. ""I started shooting more and more,"" he explained, ""and then I realized that I was making a film. Then I started writing [the script] during the process of filming."" Gosling's affection for the Motor City is longstanding, the actor growing up ""not too far away"" in Cornwall, Ontario. ""It seemed like everything cool came from Detroit... the whole American Dream,"" he reminisces. ""The Model-T, Motown, the refrigerator..."" Now though he references ""40 miles of dead neighborhoods,"" the city declaring bankruptcy. ""Houses are burning and things are being torn down,"" he says, ""and within that there are families trying to hold on to their homes. For them it has become a nightmare and I wanted to make a film about that."" The title itself alludes to a once thriving community now displaced, its homes at the bottom of a reservoir built with little concern for the residents -- man-made interference with untold social repercussions. Speaking in broader terms, Gosling argues ""there are Lost Rivers everywhere and we wanted to share the experience these people were having."" On screen he paints a nihilistic image of wanton destruction; torched properties and bulldozers jostling for our attention amid acts of extreme human violence -- sometimes self-inflicted. The director plainly states that as a location it ""was pretty dangerous."" He describes ""an energy there that was threatening... We had a very charmed experience [filming]. It worked its way into the fabric of the movie --- a tone of impending threat that was just there."" However there are signs of humanity and regeneration amongst the chaos, on camera and off. For the film's young protagonist, every raid on an unoccupied house offers copper piping waiting to be recast and ultimately reclaimed. Similarly, Gosling references the Heidelberg Project during the discussion, a community organization in the city's McDougall-Hunt neighborhood, reimagining derelict buildings as giant canvases for budding artists. He recalls seeing ""one house covered with teddy bears, another covered in clocks... people taking spaces and personalizing them."" The city's scope for urban renewal was clearly a draw. ""Something really interesting is happening in Detroit at the moment -- a rebirth. People redefining what they are,"" according to Gosling. ""There's a resilience there and an energy, and it's exciting."" As much as the visual content of ""Lost River"" revolves around a maudlin preoccupation with dereliction -- and perhaps plays on the outside world's perception of Detroit -- aspects of the narrative suggest hope and the possibility of reincarnation for the city. Gosling claims this paradox should exist when discussing Detroit, and is precisely what the film is trying to convey. ""We want people to know that dereliction is happening there, but that it's not only what is happening there,"" he argues. ""It doesn't define Detroit, it's just part of what it's dealing with right now."" ""Lost River"" receives a limited theatrical release in the U.S. and UK on April 10.","Ryan Gosling's directorial debut, ""Lost River"", is set in the city of Detroit ."
"(CNN)Bring your own beaker, goblet or vase and slurp it up. 7-Eleven is hosting the first Bring-Your-Own-Cup Slurpee Day at United States stores from 11 a.m. to 7 p.m. Saturday to kick off peak Slurpee season. This shot at brain freeze isn't free, but customers at participating stores can fill their ""cup"" of choice for $1.49, the average cost of a medium Slurpee. Note: A garbage can is not a cup. In-store displays with a 10-inch-diameter hole will rule out anything too ridiculously large for Slurpee consumption, and cups must be sanitary. But within those parameters, pretty much anything goes: . ""From sand buckets to trophies, customers can unleash their creativity by bringing in their choice of a unique, fun Slurpee cup,"" said Laura Gordon, 7‑Eleven's vice president of marketing and brand innovation, in a statement. The promotion isn't to be confused with Free Slurpee Day, traditionally celebrated each July 11.","Bring your own large ""cup"" for a $1.49 7-Eleven Slurpee .
Any sanitary container less than 10 inches in diameter is fair game ."
