Datetime,PJME_MW,hour,dayofweek,month,quarter,year,dayofyear,weekofyear,is_weekend,lag_24,lag_168,roll_24,roll_168
2003-10-28 07:00:00,29464.0,7,1,10,4,2003,301,44,0,27737.0,24252.0,29582.791666666668,28531.315476190477
2003-10-28 08:00:00,31351.0,8,1,10,4,2003,301,44,0,30280.0,28220.0,29654.75,28562.339285714286
2003-10-28 09:00:00,31559.0,9,1,10,4,2003,301,44,0,31254.0,30545.0,29699.375,28580.97619047619
2003-10-28 10:00:00,31595.0,10,1,10,4,2003,301,44,0,32074.0,30851.0,29712.083333333332,28587.011904761905
2003-10-28 11:00:00,31640.0,11,1,10,4,2003,301,44,0,32677.0,31195.0,29692.125,28591.440476190477
2003-10-28 12:00:00,31435.0,12,1,10,4,2003,301,44,0,32796.0,31599.0,29648.916666666668,28594.089285714286
2003-10-28 13:00:00,31201.0,13,1,10,4,2003,301,44,0,32757.0,31571.0,29592.208333333332,28593.113095238095
2003-10-28 14:00:00,31263.0,14,1,10,4,2003,301,44,0,32624.0,31595.0,29527.375,28590.910714285714
2003-10-28 15:00:00,31002.0,15,1,10,4,2003,301,44,0,32437.0,31609.0,29470.666666666668,28588.934523809523
2003-10-28 16:00:00,31064.0,16,1,10,4,2003,301,44,0,32502.0,31508.0,29410.875,28585.321428571428
2003-10-28 17:00:00,32191.0,17,1,10,4,2003,301,44,0,33174.0,31252.0,29350.958333333332,28582.678571428572
2003-10-28 18:00:00,34326.0,18,1,10,4,2003,301,44,0,34667.0,31439.0,29310.0,28588.26785714286
2003-10-28 19:00:00,34325.0,19,1,10,4,2003,301,44,0,34471.0,31921.0,29295.791666666668,28605.45238095238
2003-10-28 20:00:00,33677.0,20,1,10,4,2003,301,44,0,33600.0,33235.0,29289.708333333332,28619.761904761905
2003-10-28 21:00:00,32674.0,21,1,10,4,2003,301,44,0,32385.0,33410.0,29292.916666666668,28622.39285714286
2003-10-28 22:00:00,30882.0,22,1,10,4,2003,301,44,0,30491.0,32412.0,29304.958333333332,28618.011904761905
2003-10-28 23:00:00,28231.0,23,1,10,4,2003,301,44,0,27888.0,30637.0,29321.25,28608.904761904763
2003-10-29 00:00:00,25752.0,0,2,10,4,2003,302,44,0,25322.0,27846.0,29335.541666666668,28594.583333333332
2003-10-29 01:00:00,24005.0,1,2,10,4,2003,302,44,0,23678.0,25187.0,29353.458333333332,28582.119047619046
2003-10-29 02:00:00,23092.0,2,2,10,4,2003,302,44,0,22974.0,23238.0,29367.083333333332,28575.083333333332
2003-10-29 03:00:00,22591.0,3,2,10,4,2003,302,44,0,22600.0,22149.0,29372.0,28574.214285714286
2003-10-29 04:00:00,22537.0,4,2,10,4,2003,302,44,0,22630.0,21576.0,29371.625,28576.845238095237
2003-10-29 05:00:00,23106.0,5,2,10,4,2003,302,44,0,23328.0,21450.0,29367.75,28582.565476190477
2003-10-29 06:00:00,25161.0,6,2,10,4,2003,302,44,0,25641.0,21876.0,29358.5,28592.42261904762
2003-10-29 07:00:00,29232.0,7,2,10,4,2003,302,44,0,29464.0,23841.0,29338.5,28611.97619047619
2003-10-29 08:00:00,31467.0,8,2,10,4,2003,302,44,0,31351.0,27855.0,29328.833333333332,28644.065476190477
2003-10-29 09:00:00,31967.0,9,2,10,4,2003,302,44,0,31559.0,30432.0,29333.666666666668,28665.565476190477
2003-10-29 10:00:00,32208.0,10,2,10,4,2003,302,44,0,31595.0,30788.0,29350.666666666668,28674.70238095238
2003-10-29 11:00:00,32481.0,11,2,10,4,2003,302,44,0,31640.0,31165.0,29376.208333333332,28683.154761904763
2003-10-29 12:00:00,32264.0,12,2,10,4,2003,302,44,0,31435.0,31337.0,29411.25,28690.988095238095
2003-10-29 13:00:00,32017.0,13,2,10,4,2003,302,44,0,31201.0,31366.0,29445.791666666668,28696.505952380954
2003-10-29 14:00:00,31930.0,14,2,10,4,2003,302,44,0,31263.0,31159.0,29479.791666666668,28700.380952380954
2003-10-29 15:00:00,31694.0,15,2,10,4,2003,302,44,0,31002.0,31078.0,29507.583333333332,28704.970238095237
2003-10-29 16:00:00,31627.0,16,2,10,4,2003,302,44,0,31064.0,30861.0,29536.416666666668,28708.636904761905
2003-10-29 17:00:00,32369.0,17,2,10,4,2003,302,44,0,32191.0,30721.0,29559.875,28713.196428571428
2003-10-29 18:00:00,34451.0,18,2,10,4,2003,302,44,0,34326.0,30991.0,29567.291666666668,28723.005952380954
2003-10-29 19:00:00,34850.0,19,2,10,4,2003,302,44,0,34325.0,31626.0,29572.5,28743.60119047619
2003-10-29 20:00:00,34148.0,20,2,10,4,2003,302,44,0,33677.0,33120.0,29594.375,28762.791666666668
2003-10-29 21:00:00,33243.0,21,2,10,4,2003,302,44,0,32674.0,33722.0,29614.0,28768.910714285714
2003-10-29 22:00:00,31581.0,22,2,10,4,2003,302,44,0,30882.0,32994.0,29637.708333333332,28766.059523809523
2003-10-29 23:00:00,29058.0,23,2,10,4,2003,302,44,0,28231.0,31555.0,29666.833333333332,28757.64880952381
2003-10-30 00:00:00,26426.0,0,3,10,4,2003,303,44,0,25752.0,29100.0,29701.291666666668,28742.785714285714
2003-10-30 01:00:00,24674.0,1,3,10,4,2003,303,44,0,24005.0,26522.0,29729.375,28726.869047619046
2003-10-30 02:00:00,23836.0,2,3,10,4,2003,303,44,0,23092.0,24789.0,29757.25,28715.869047619046
2003-10-30 03:00:00,23561.0,3,3,10,4,2003,303,44,0,22591.0,23743.0,29788.25,28710.196428571428
2003-10-30 04:00:00,23612.0,4,3,10,4,2003,303,44,0,22537.0,23345.0,29828.666666666668,28709.113095238095
2003-10-30 05:00:00,24381.0,5,3,10,4,2003,303,44,0,23106.0,23220.0,29873.458333333332,28710.70238095238
2003-10-30 06:00:00,26618.0,6,3,10,4,2003,303,44,0,25161.0,23786.0,29926.583333333332,28717.613095238095
2003-10-30 07:00:00,30269.0,7,3,10,4,2003,303,44,0,29232.0,25939.0,29987.291666666668,28734.470238095237
2003-10-30 08:00:00,31969.0,8,3,10,4,2003,303,44,0,31467.0,30143.0,30030.5,28760.244047619046
2003-10-30 09:00:00,31910.0,9,3,10,4,2003,303,44,0,31967.0,32588.0,30051.416666666668,28771.113095238095
2003-10-30 10:00:00,31950.0,10,3,10,4,2003,303,44,0,32208.0,32831.0,30049.041666666668,28767.07738095238
2003-10-30 11:00:00,31946.0,11,3,10,4,2003,303,44,0,32481.0,32787.0,30038.291666666668,28761.833333333332
2003-10-30 12:00:00,31721.0,12,3,10,4,2003,303,44,0,32264.0,32855.0,30016.0,28756.82738095238
2003-10-30 13:00:00,31396.0,13,3,10,4,2003,303,44,0,32017.0,32745.0,29993.375,28750.07738095238
2003-10-30 14:00:00,31321.0,14,3,10,4,2003,303,44,0,31930.0,32538.0,29967.5,28742.04761904762
2003-10-30 15:00:00,31054.0,15,3,10,4,2003,303,44,0,31694.0,32371.0,29942.125,28734.803571428572
2003-10-30 16:00:00,30729.0,16,3,10,4,2003,303,44,0,31627.0,32104.0,29915.458333333332,28726.964285714286
2003-10-30 17:00:00,31151.0,17,3,10,4,2003,303,44,0,32369.0,31899.0,29878.041666666668,28718.779761904763
2003-10-30 18:00:00,33480.0,18,3,10,4,2003,303,44,0,34451.0,32147.0,29827.291666666668,28714.32738095238
2003-10-30 19:00:00,33939.0,19,3,10,4,2003,303,44,0,34850.0,32652.0,29786.833333333332,28722.261904761905
2003-10-30 20:00:00,33401.0,20,3,10,4,2003,303,44,0,34148.0,34355.0,29748.875,28729.92261904762
2003-10-30 21:00:00,32493.0,21,3,10,4,2003,303,44,0,33243.0,35143.0,29717.75,28724.244047619046
2003-10-30 22:00:00,31071.0,22,3,10,4,2003,303,44,0,31581.0,34320.0,29686.5,28708.470238095237
2003-10-30 23:00:00,28523.0,23,3,10,4,2003,303,44,0,29058.0,32986.0,29665.25,28689.130952380954
2003-10-31 00:00:00,25901.0,0,4,10,4,2003,304,44,0,26426.0,30464.0,29642.958333333332,28662.565476190477
2003-10-31 01:00:00,23415.0,1,4,10,4,2003,304,44,0,24674.0,27924.0,29621.083333333332,28635.404761904763
2003-10-31 02:00:00,23154.0,2,4,10,4,2003,304,44,0,23836.0,26132.0,29568.625,28608.565476190477
2003-10-31 03:00:00,22876.0,3,4,10,4,2003,304,44,0,23561.0,25261.0,29540.208333333332,28590.839285714286
2003-10-31 04:00:00,22774.0,4,4,10,4,2003,304,44,0,23612.0,24871.0,29511.666666666668,28576.64285714286
2003-10-31 05:00:00,23458.0,5,4,10,4,2003,304,44,0,24381.0,24891.0,29476.75,28564.160714285714
2003-10-31 06:00:00,25554.0,6,4,10,4,2003,304,44,0,26618.0,25532.0,29438.291666666668,28555.630952380954
2003-10-31 07:00:00,29094.0,7,4,10,4,2003,304,44,0,30269.0,27673.0,29393.958333333332,28555.761904761905
2003-10-31 08:00:00,30913.0,8,4,10,4,2003,304,44,0,31969.0,31637.0,29345.0,28564.220238095237
2003-10-31 09:00:00,31211.0,9,4,10,4,2003,304,44,0,31910.0,34021.0,29301.0,28559.910714285714
2003-10-31 10:00:00,31289.0,10,4,10,4,2003,304,44,0,31950.0,33903.0,29271.875,28543.184523809523
2003-10-31 11:00:00,31544.0,11,4,10,4,2003,304,44,0,31946.0,33452.0,29244.333333333332,28527.625
2003-10-31 12:00:00,31570.0,12,4,10,4,2003,304,44,0,31721.0,33033.0,29227.583333333332,28516.26785714286
2003-10-31 13:00:00,31359.0,13,4,10,4,2003,304,44,0,31396.0,32470.0,29221.291666666668,28507.559523809523
2003-10-31 14:00:00,31280.0,14,4,10,4,2003,304,44,0,31321.0,31950.0,29219.75,28500.946428571428
2003-10-31 15:00:00,30859.0,15,4,10,4,2003,304,44,0,31054.0,31528.0,29218.041666666668,28496.958333333332
2003-10-31 16:00:00,30737.0,16,4,10,4,2003,304,44,0,30729.0,31032.0,29209.916666666668,28492.97619047619
2003-10-31 17:00:00,31008.0,17,4,10,4,2003,304,44,0,31151.0,30630.0,29210.25,28491.220238095237
2003-10-31 18:00:00,32631.0,18,4,10,4,2003,304,44,0,33480.0,30416.0,29204.291666666668,28493.470238095237
2003-10-31 19:00:00,31978.0,19,4,10,4,2003,304,44,0,33939.0,30556.0,29168.916666666668,28506.654761904763
2003-10-31 20:00:00,30876.0,20,4,10,4,2003,304,44,0,33401.0,32098.0,29087.208333333332,28515.119047619046
2003-10-31 21:00:00,30067.0,21,4,10,4,2003,304,44,0,32493.0,32621.0,28982.0,28507.845238095237
2003-10-31 22:00:00,28743.0,22,4,10,4,2003,304,44,0,31071.0,32010.0,28880.916666666668,28492.64285714286
2003-10-31 23:00:00,26813.0,23,4,10,4,2003,304,44,0,28523.0,30993.0,28783.916666666668,28473.196428571428
2003-11-01 00:00:00,24578.0,0,5,11,4,2003,305,44,1,25901.0,29231.0,28712.666666666668,28448.315476190477
2003-11-01 01:00:00,22869.0,1,5,11,4,2003,305,44,1,23415.0,27119.0,28657.541666666668,28420.619047619046
2003-11-01 02:00:00,21894.0,2,5,11,4,2003,305,44,1,23154.0,25357.0,28634.791666666668,28395.321428571428
2003-11-01 03:00:00,21333.0,3,5,11,4,2003,305,44,1,22876.0,24456.0,28582.291666666668,28374.708333333332
2003-11-01 04:00:00,21146.0,4,5,11,4,2003,305,44,1,22774.0,23923.0,28518.0,28356.119047619046
2003-11-01 05:00:00,21241.0,5,5,11,4,2003,305,44,1,23458.0,23742.0,28450.166666666668,28339.589285714286
2003-11-01 06:00:00,21943.0,6,5,11,4,2003,305,44,1,25554.0,23932.0,28357.791666666668,28324.70238095238
2003-11-01 07:00:00,22934.0,7,5,11,4,2003,305,44,1,29094.0,24726.0,28207.333333333332,28312.863095238095
2003-11-01 08:00:00,24387.0,8,5,11,4,2003,305,44,1,30913.0,26075.0,27950.666666666668,28302.196428571428
2003-11-01 09:00:00,26189.0,9,5,11,4,2003,305,44,1,31211.0,27543.0,27678.75,28292.14880952381
2003-11-01 10:00:00,27412.0,10,5,11,4,2003,305,44,1,31289.0,28976.0,27469.5,28284.089285714286
2003-11-01 11:00:00,28066.0,11,5,11,4,2003,305,44,1,31544.0,29556.0,27307.958333333332,28274.779761904763
2003-11-01 12:00:00,28157.0,12,5,11,4,2003,305,44,1,31570.0,29271.0,27163.041666666668,28265.910714285714
2003-11-01 13:00:00,28027.0,13,5,11,4,2003,305,44,1,31359.0,28660.0,27020.833333333332,28259.279761904763
2003-11-01 14:00:00,27772.0,14,5,11,4,2003,305,44,1,31280.0,27986.0,26882.0,28255.511904761905
2003-11-01 15:00:00,27539.0,15,5,11,4,2003,305,44,1,30859.0,27202.0,26735.833333333332,28254.238095238095
2003-11-01 16:00:00,27253.0,16,5,11,4,2003,305,44,1,30737.0,26541.0,26597.5,28256.244047619046
2003-11-01 17:00:00,27829.0,17,5,11,4,2003,305,44,1,31008.0,26315.0,26452.333333333332,28260.48214285714
2003-11-01 18:00:00,30240.0,18,5,11,4,2003,305,44,1,32631.0,26398.0,26319.875,28269.494047619046
2003-11-01 19:00:00,30386.0,19,5,11,4,2003,305,44,1,31978.0,27079.0,26220.25,28292.363095238095
2003-11-01 20:00:00,29667.0,20,5,11,4,2003,305,44,1,30876.0,28989.0,26153.916666666668,28312.04761904762
2003-11-01 21:00:00,28833.0,21,5,11,4,2003,305,44,1,30067.0,29269.0,26103.541666666668,28316.083333333332
2003-11-01 22:00:00,27604.0,22,5,11,4,2003,305,44,1,28743.0,28685.0,26052.125,28313.488095238095
2003-11-01 23:00:00,25892.0,23,5,11,4,2003,305,44,1,26813.0,27738.0,26004.666666666668,28307.053571428572
2003-11-02 00:00:00,23993.0,0,6,11,4,2003,306,44,1,24578.0,26318.0,25966.291666666668,28296.065476190477
2003-11-02 01:00:00,22255.0,1,6,11,4,2003,306,44,1,22869.0,24636.0,25941.916666666668,28282.22619047619
2003-11-02 02:00:00,21120.0,2,6,11,4,2003,306,44,1,21894.0,23003.0,25916.333333333332,28268.053571428572
2003-11-02 03:00:00,20441.0,3,6,11,4,2003,306,44,1,21333.0,20641.0,25884.083333333332,28256.845238095237
2003-11-02 04:00:00,20082.0,4,6,11,4,2003,306,44,1,21146.0,20449.0,25846.916666666668,28255.654761904763
2003-11-02 05:00:00,20004.0,5,6,11,4,2003,306,44,1,21241.0,20455.0,25802.583333333332,28253.470238095237
2003-11-02 06:00:00,20336.0,6,6,11,4,2003,306,44,1,21943.0,21005.0,25751.041666666668,28250.785714285714
2003-11-02 07:00:00,20852.0,7,6,11,4,2003,306,44,1,22934.0,21898.0,25684.083333333332,28246.803571428572
2003-11-02 08:00:00,21911.0,8,6,11,4,2003,306,44,1,24387.0,23452.0,25597.333333333332,28240.57738095238
2003-11-02 09:00:00,23927.0,9,6,11,4,2003,306,44,1,26189.0,25264.0,25494.166666666668,28231.404761904763
2003-11-02 10:00:00,25384.0,10,6,11,4,2003,306,44,1,27412.0,26413.0,25399.916666666668,28223.446428571428
2003-11-02 11:00:00,26237.0,11,6,11,4,2003,306,44,1,28066.0,26820.0,25315.416666666668,28217.321428571428
2003-11-02 12:00:00,26713.0,12,6,11,4,2003,306,44,1,28157.0,26869.0,25239.208333333332,28213.85119047619
2003-11-02 13:00:00,27025.0,13,6,11,4,2003,306,44,1,28027.0,26844.0,25179.041666666668,28212.92261904762
2003-11-02 14:00:00,27055.0,14,6,11,4,2003,306,44,1,27772.0,26606.0,25137.291666666668,28214.0
2003-11-02 15:00:00,26954.0,15,6,11,4,2003,306,44,1,27539.0,26441.0,25107.416666666668,28216.67261904762
2003-11-02 16:00:00,27089.0,16,6,11,4,2003,306,44,1,27253.0,26738.0,25083.041666666668,28219.72619047619
2003-11-02 17:00:00,27901.0,17,6,11,4,2003,306,44,1,27829.0,27768.0,25076.208333333332,28221.815476190477
2003-11-02 18:00:00,30435.0,18,6,11,4,2003,306,44,1,30240.0,30081.0,25079.208333333332,28222.60714285714
2003-11-02 19:00:00,30891.0,19,6,11,4,2003,306,44,1,30386.0,30427.0,25087.333333333332,28224.714285714286
2003-11-02 20:00:00,30223.0,20,6,11,4,2003,306,44,1,29667.0,29951.0,25108.375,28227.47619047619
2003-11-02 21:00:00,29347.0,21,6,11,4,2003,306,44,1,28833.0,29059.0,25131.541666666668,28229.095238095237
2003-11-02 22:00:00,27997.0,22,6,11,4,2003,306,44,1,27604.0,27575.0,25152.958333333332,28230.809523809523
2003-11-02 23:00:00,25955.0,23,6,11,4,2003,306,44,1,25892.0,25525.0,25169.333333333332,28233.321428571428
2003-11-03 00:00:00,23770.0,0,0,11,4,2003,307,45,0,23993.0,23589.0,25171.958333333332,28235.880952380954
2003-11-03 01:00:00,22190.0,1,0,11,4,2003,307,45,0,22255.0,22199.0,25162.666666666668,28236.958333333332
2003-11-03 02:00:00,21280.0,2,0,11,4,2003,307,45,0,21120.0,21473.0,25159.958333333332,28236.904761904763
2003-11-03 03:00:00,20881.0,3,0,11,4,2003,307,45,0,20441.0,21141.0,25166.625,28235.755952380954
2003-11-03 04:00:00,20883.0,4,0,11,4,2003,307,45,0,20082.0,21092.0,25184.958333333332,28234.208333333332
2003-11-03 05:00:00,21445.0,5,0,11,4,2003,307,45,0,20004.0,21711.0,25218.333333333332,28232.964285714286
2003-11-03 06:00:00,23444.0,6,0,11,4,2003,307,45,0,20336.0,23872.0,25278.375,28231.380952380954
2003-11-03 07:00:00,27150.0,7,0,11,4,2003,307,45,0,20852.0,27737.0,25407.875,28228.833333333332
2003-11-03 08:00:00,29480.0,8,0,11,4,2003,307,45,0,21911.0,30280.0,25670.291666666668,28225.339285714286
2003-11-03 09:00:00,30643.0,9,0,11,4,2003,307,45,0,23927.0,31254.0,25985.666666666668,28220.57738095238
2003-11-03 10:00:00,31557.0,10,0,11,4,2003,307,45,0,25384.0,32074.0,26265.5,28216.940476190477
2003-11-03 11:00:00,32501.0,11,0,11,4,2003,307,45,0,26237.0,32677.0,26522.708333333332,28213.863095238095
2003-11-03 12:00:00,32932.0,12,0,11,4,2003,307,45,0,26713.0,32796.0,26783.708333333332,28212.815476190477
2003-11-03 13:00:00,33333.0,13,0,11,4,2003,307,45,0,27025.0,32757.0,27042.833333333332,28213.625
2003-11-03 14:00:00,33797.0,14,0,11,4,2003,307,45,0,27055.0,32624.0,27305.666666666668,28217.053571428572
2003-11-03 15:00:00,33715.0,15,0,11,4,2003,307,45,0,26954.0,32437.0,27586.583333333332,28224.035714285714
2003-11-03 16:00:00,33371.0,16,0,11,4,2003,307,45,0,27089.0,32502.0,27868.291666666668,28231.64285714286
2003-11-03 17:00:00,33488.0,17,0,11,4,2003,307,45,0,27901.0,33174.0,28130.041666666668,28236.815476190477
2003-11-03 18:00:00,35411.0,18,0,11,4,2003,307,45,0,30435.0,34667.0,28362.833333333332,28238.684523809523
2003-11-03 19:00:00,35572.0,19,0,11,4,2003,307,45,0,30891.0,34471.0,28570.166666666668,28243.113095238095
2003-11-03 20:00:00,34599.0,20,0,11,4,2003,307,45,0,30223.0,33600.0,28765.208333333332,28249.666666666668
2003-11-03 21:00:00,33273.0,21,0,11,4,2003,307,45,0,29347.0,32385.0,28947.541666666668,28255.613095238095
2003-11-03 22:00:00,31178.0,22,0,11,4,2003,307,45,0,27997.0,30491.0,29111.125,28260.89880952381
2003-11-03 23:00:00,28288.0,23,0,11,4,2003,307,45,0,25955.0,27888.0,29243.666666666668,28264.988095238095
2003-11-04 00:00:00,25578.0,0,1,11,4,2003,308,45,0,23770.0,25322.0,29340.875,28267.369047619046
2003-11-04 01:00:00,23613.0,1,1,11,4,2003,308,45,0,22190.0,23678.0,29416.208333333332,28268.89285714286
2003-11-04 02:00:00,22508.0,2,1,11,4,2003,308,45,0,21280.0,22974.0,29475.5,28268.505952380954
2003-11-04 03:00:00,21912.0,3,1,11,4,2003,308,45,0,20881.0,22600.0,29526.666666666668,28265.73214285714
2003-11-04 04:00:00,21715.0,4,1,11,4,2003,308,45,0,20883.0,22630.0,29569.625,28261.636904761905
2003-11-04 05:00:00,22175.0,5,1,11,4,2003,308,45,0,21445.0,23328.0,29604.291666666668,28256.190476190477
2003-11-04 06:00:00,24146.0,6,1,11,4,2003,308,45,0,23444.0,25641.0,29634.708333333332,28249.32738095238
2003-11-04 07:00:00,27603.0,7,1,11,4,2003,308,45,0,27150.0,29464.0,29663.958333333332,28240.428571428572
2003-11-04 08:00:00,29612.0,8,1,11,4,2003,308,45,0,29480.0,31351.0,29682.833333333332,28229.35119047619
2003-11-04 09:00:00,30687.0,9,1,11,4,2003,308,45,0,30643.0,31559.0,29688.333333333332,28219.0
2003-11-04 10:00:00,31350.0,10,1,11,4,2003,308,45,0,31557.0,31595.0,29690.166666666668,28213.809523809523
2003-11-04 11:00:00,32001.0,11,1,11,4,2003,308,45,0,32501.0,31640.0,29681.541666666668,28212.35119047619
2003-11-04 12:00:00,32443.0,12,1,11,4,2003,308,45,0,32932.0,31435.0,29660.708333333332,28214.5
2003-11-04 13:00:00,32560.0,13,1,11,4,2003,308,45,0,33333.0,31201.0,29640.333333333332,28220.5
2003-11-04 14:00:00,32664.0,14,1,11,4,2003,308,45,0,33797.0,31263.0,29608.125,28228.589285714286
2003-11-04 15:00:00,32518.0,15,1,11,4,2003,308,45,0,33715.0,31002.0,29560.916666666668,28236.928571428572
2003-11-04 16:00:00,32377.0,16,1,11,4,2003,308,45,0,33371.0,31064.0,29511.041666666668,28245.95238095238
2003-11-04 17:00:00,32891.0,17,1,11,4,2003,308,45,0,33488.0,32191.0,29469.625,28253.76785714286
2003-11-04 18:00:00,34702.0,18,1,11,4,2003,308,45,0,35411.0,34326.0,29444.75,28257.934523809523
2003-11-04 19:00:00,34745.0,19,1,11,4,2003,308,45,0,35572.0,34325.0,29415.208333333332,28260.17261904762
2003-11-04 20:00:00,33990.0,20,1,11,4,2003,308,45,0,34599.0,33677.0,29380.75,28262.67261904762
2003-11-04 21:00:00,32785.0,21,1,11,4,2003,308,45,0,33273.0,32674.0,29355.375,28264.535714285714
2003-11-04 22:00:00,30923.0,22,1,11,4,2003,308,45,0,31178.0,30882.0,29335.041666666668,28265.196428571428
2003-11-04 23:00:00,28140.0,23,1,11,4,2003,308,45,0,28288.0,28231.0,29324.416666666668,28265.440476190477
2003-11-05 00:00:00,25614.0,0,2,11,4,2003,309,45,0,25578.0,25752.0,29318.25,28264.89880952381
2003-11-05 01:00:00,23690.0,1,2,11,4,2003,309,45,0,23613.0,24005.0,29319.75,28264.07738095238
2003-11-05 02:00:00,22617.0,2,2,11,4,2003,309,45,0,22508.0,23092.0,29322.958333333332,28262.20238095238
2003-11-05 03:00:00,22144.0,3,2,11,4,2003,309,45,0,21912.0,22591.0,29327.5,28259.375
2003-11-05 04:00:00,21906.0,4,2,11,4,2003,309,45,0,21715.0,22537.0,29337.166666666668,28256.714285714286
2003-11-05 05:00:00,22449.0,5,2,11,4,2003,309,45,0,22175.0,23106.0,29345.125,28252.958333333332
2003-11-05 06:00:00,24313.0,6,2,11,4,2003,309,45,0,24146.0,25161.0,29356.541666666668,28249.04761904762
2003-11-05 07:00:00,28140.0,7,2,11,4,2003,309,45,0,27603.0,29232.0,29363.5,28244.0
2003-11-05 08:00:00,30530.0,8,2,11,4,2003,309,45,0,29612.0,31467.0,29385.875,28237.5
2003-11-05 09:00:00,31505.0,9,2,11,4,2003,309,45,0,30687.0,31967.0,29424.125,28231.92261904762
2003-11-05 10:00:00,32017.0,10,2,11,4,2003,309,45,0,31350.0,32208.0,29458.208333333332,28229.17261904762
2003-11-05 11:00:00,32675.0,11,2,11,4,2003,309,45,0,32001.0,32481.0,29486.0,28228.035714285714
2003-11-05 12:00:00,33022.0,12,2,11,4,2003,309,45,0,32443.0,32264.0,29514.083333333332,28229.190476190477
2003-11-05 13:00:00,32789.0,13,2,11,4,2003,309,45,0,32560.0,32017.0,29538.208333333332,28233.70238095238
2003-11-05 14:00:00,32947.0,14,2,11,4,2003,309,45,0,32664.0,31930.0,29547.75,28238.29761904762
2003-11-05 15:00:00,32800.0,15,2,11,4,2003,309,45,0,32518.0,31694.0,29559.541666666668,28244.35119047619
2003-11-05 16:00:00,32772.0,16,2,11,4,2003,309,45,0,32377.0,31627.0,29571.291666666668,28250.934523809523
2003-11-05 17:00:00,33860.0,17,2,11,4,2003,309,45,0,32891.0,32369.0,29587.75,28257.75
2003-11-05 18:00:00,35537.0,18,2,11,4,2003,309,45,0,34702.0,34451.0,29628.125,28266.625
2003-11-05 19:00:00,35244.0,19,2,11,4,2003,309,45,0,34745.0,34850.0,29662.916666666668,28273.089285714286
2003-11-05 20:00:00,34389.0,20,2,11,4,2003,309,45,0,33990.0,34148.0,29683.708333333332,28275.434523809523
2003-11-05 21:00:00,33280.0,21,2,11,4,2003,309,45,0,32785.0,33243.0,29700.333333333332,28276.869047619046
2003-11-05 22:00:00,31481.0,22,2,11,4,2003,309,45,0,30923.0,31581.0,29720.958333333332,28277.089285714286
2003-11-05 23:00:00,28831.0,23,2,11,4,2003,309,45,0,28140.0,29058.0,29744.208333333332,28276.494047619046
2003-11-06 00:00:00,26177.0,0,3,11,4,2003,310,45,0,25614.0,26426.0,29773.0,28275.14285714286
2003-11-06 01:00:00,24197.0,1,3,11,4,2003,310,45,0,23690.0,24674.0,29796.458333333332,28273.660714285714
2003-11-06 02:00:00,23087.0,2,3,11,4,2003,310,45,0,22617.0,23836.0,29817.583333333332,28270.821428571428
2003-11-06 03:00:00,22453.0,3,3,11,4,2003,310,45,0,22144.0,23561.0,29837.166666666668,28266.363095238095
2003-11-06 04:00:00,22223.0,4,3,11,4,2003,310,45,0,21906.0,23612.0,29850.041666666668,28259.76785714286
2003-11-06 05:00:00,22703.0,5,3,11,4,2003,310,45,0,22449.0,24381.0,29863.25,28251.5
2003-11-06 06:00:00,24663.0,6,3,11,4,2003,310,45,0,24313.0,26618.0,29873.833333333332,28241.511904761905
2003-11-06 07:00:00,28215.0,7,3,11,4,2003,310,45,0,28140.0,30269.0,29888.416666666668,28229.875
2003-11-06 08:00:00,30428.0,8,3,11,4,2003,310,45,0,30530.0,31969.0,29891.541666666668,28217.64880952381
2003-11-06 09:00:00,31432.0,9,3,11,4,2003,310,45,0,31505.0,31910.0,29887.291666666668,28208.47619047619
2003-11-06 10:00:00,32118.0,10,3,11,4,2003,310,45,0,32017.0,31950.0,29884.25,28205.630952380954
2003-11-06 11:00:00,32524.0,11,3,11,4,2003,310,45,0,32675.0,31946.0,29888.458333333332,28206.630952380954
2003-11-06 12:00:00,32594.0,12,3,11,4,2003,310,45,0,33022.0,31721.0,29882.166666666668,28210.071428571428
2003-11-06 13:00:00,32555.0,13,3,11,4,2003,310,45,0,32789.0,31396.0,29864.333333333332,28215.26785714286
2003-11-06 14:00:00,32579.0,14,3,11,4,2003,310,45,0,32947.0,31321.0,29854.583333333332,28222.166666666668
2003-11-06 15:00:00,32254.0,15,3,11,4,2003,310,45,0,32800.0,31054.0,29839.25,28229.654761904763
2003-11-06 16:00:00,32296.0,16,3,11,4,2003,310,45,0,32772.0,30729.0,29816.5,28236.79761904762
2003-11-06 17:00:00,33236.0,17,3,11,4,2003,310,45,0,33860.0,31151.0,29796.666666666668,28246.125
2003-11-06 18:00:00,34678.0,18,3,11,4,2003,310,45,0,35537.0,33480.0,29770.666666666668,28258.535714285714
2003-11-06 19:00:00,34436.0,19,3,11,4,2003,310,45,0,35244.0,33939.0,29734.875,28265.666666666668
2003-11-06 20:00:00,33705.0,20,3,11,4,2003,310,45,0,34389.0,33401.0,29701.208333333332,28268.625
2003-11-06 21:00:00,32502.0,21,3,11,4,2003,310,45,0,33280.0,32493.0,29672.708333333332,28270.434523809523
2003-11-06 22:00:00,30742.0,22,3,11,4,2003,310,45,0,31481.0,31071.0,29640.291666666668,28270.488095238095
