date,y,month,day,dayofweek,dayofyear,is_weekend,lag_1,lag_2,lag_3,lag_7,lag_14,rollmean_7,rollstd_7,rollmean_14,rollstd_14
2021-01-18,9299,1,18,0,18,0,6446.0,6198.0,8531.0,13725.0,12354.0,10338.857142857143,3208.4203500878357,11032.57142857143,2378.031012099159
2021-01-19,8253,1,19,1,19,0,9299.0,6446.0,6198.0,13190.0,12594.0,9706.57142857143,2845.4820831829015,10814.357142857143,2387.593916224252
2021-01-20,8017,1,20,2,20,0,8253.0,9299.0,6446.0,12369.0,12427.0,9001.285714285714,2417.891968519107,10504.285714285714,2420.3506239503795
2021-01-21,8127,1,21,3,21,0,8017.0,8253.0,9299.0,11913.0,11915.0,8379.57142857143,1914.8031976458913,10189.285714285714,2437.7775637964382
2021-01-22,8156,1,22,4,22,0,8127.0,8017.0,8253.0,8531.0,11910.0,7838.714285714285,1120.2542441023058,9918.714285714286,2441.7188280317373
2021-01-23,6799,1,23,5,23,1,8156.0,8127.0,8017.0,6198.0,10506.0,7785.142857142857,1090.1940849490063,9650.57142857143,2412.1681187195213
2021-01-24,7135,1,24,6,24,1,6799.0,8156.0,8127.0,6446.0,10378.0,7871.0,960.2945728615376,9385.785714285714,2512.420781103062
2021-01-25,8614,1,25,0,25,0,7135.0,6799.0,8156.0,9299.0,13725.0,7969.428571428572,814.0687639146994,9154.142857142857,2562.896284018766
2021-01-26,8239,1,26,1,26,0,8614.0,7135.0,6799.0,8253.0,13190.0,7871.571428571428,652.805192265101,8789.07142857143,2200.0493863087786
2021-01-27,8859,1,27,2,27,0,8239.0,8614.0,7135.0,8017.0,12369.0,7869.571428571428,651.4619091307454,8435.42857142857,1799.7082120031225
2021-01-28,8369,1,28,3,28,0,8859.0,8239.0,8614.0,8127.0,11913.0,7989.857142857143,753.0348439422507,8184.714285714285,1412.3838783347983
2021-01-29,7727,1,29,4,29,0,8369.0,8859.0,8239.0,8156.0,8531.0,8024.428571428572,765.826755244469,7931.571428571428,926.9252491880028
2021-01-30,7082,1,30,5,30,1,7727.0,8369.0,8859.0,6799.0,6198.0,7963.142857142857,770.6928546386883,7874.142857142857,911.7117338907669
2021-01-31,6587,1,31,6,31,1,7082.0,7727.0,8369.0,7135.0,6446.0,8003.571428571428,703.9824470218977,7937.285714285715,811.8381260183378
2021-02-01,8634,2,1,0,32,0,6587.0,7082.0,7727.0,8614.0,9299.0,7925.285714285715,834.9556304155088,7947.357142857143,792.5602726065124
2021-02-02,9021,2,2,1,33,0,8634.0,6587.0,7082.0,8239.0,8253.0,7928.142857142857,837.7347290109984,7899.857142857143,722.1189820075688
2021-02-03,9277,2,3,2,34,0,9021.0,8634.0,6587.0,8859.0,8017.0,8039.857142857143,932.8398270109371,7954.714285714285,778.0175426705496
2021-02-04,8986,2,4,3,35,0,9277.0,9021.0,8634.0,8369.0,8127.0,8099.571428571428,1004.6315837401639,8044.714285714285,854.859721157201
2021-02-05,9121,2,5,4,36,0,8986.0,9277.0,9021.0,7727.0,8156.0,8187.714285714285,1057.8663611703923,8106.071428571428,891.2717330857225
2021-02-06,6602,2,6,5,37,1,9121.0,8986.0,9277.0,7082.0,6799.0,8386.857142857143,1087.477728288931,8175.0,931.8228620041859
2021-02-07,6889,2,7,6,38,1,6602.0,9121.0,8986.0,6587.0,7135.0,8318.285714285714,1193.440085674972,8160.928571428572,955.3896075411475
2021-02-08,8384,2,8,0,39,0,6889.0,6602.0,9121.0,8634.0,8614.0,8361.42857142857,1123.8530237750238,8143.357142857143,977.7112683075969
2021-02-09,8749,2,9,1,40,0,8384.0,6889.0,6602.0,9021.0,8239.0,8325.714285714286,1117.7029590917932,8126.928571428572,971.1047209856949
2021-02-10,9151,2,10,2,41,0,8749.0,8384.0,6889.0,9277.0,8859.0,8286.857142857143,1093.978888975677,8163.357142857143,985.0970750401063
2021-02-11,8263,2,11,3,42,0,9151.0,8749.0,8384.0,8986.0,8369.0,8268.857142857143,1075.8586382626934,8184.214285714285,1003.8709830198682
2021-02-12,7604,2,12,4,43,0,8263.0,9151.0,8749.0,9121.0,7727.0,8165.571428571428,1029.2307575959833,8176.642857142857,1002.7692124344561
2021-02-13,6779,2,13,5,44,1,7604.0,8263.0,9151.0,6602.0,7082.0,7948.857142857143,951.2849956021576,8167.857142857143,1007.5392610897048
2021-02-14,6130,2,14,6,45,1,6779.0,7604.0,8263.0,6889.0,6587.0,7974.142857142857,911.0181901904024,8146.214285714285,1035.5244066187538
2021-02-15,7769,2,15,0,46,0,6130.0,6779.0,7604.0,8384.0,8634.0,7865.714285714285,1089.4000970392958,8113.571428571428,1094.007925318261
2021-02-16,8495,2,16,1,47,0,7769.0,6130.0,6779.0,8749.0,9021.0,7777.857142857143,1065.1648430443995,8051.785714285715,1086.7570798247762
2021-02-17,8681,2,17,2,48,0,8495.0,7769.0,6130.0,9151.0,9277.0,7741.571428571428,1030.3248447528301,8014.214285714285,1059.4204641123579
2021-02-18,8707,2,18,3,49,0,8681.0,8495.0,7769.0,8263.0,8986.0,7674.428571428572,933.9785609860709,7971.642857142857,1015.852624618787
2021-02-19,8334,2,19,4,50,0,8707.0,8681.0,8495.0,7604.0,9121.0,7737.857142857143,993.7740233697334,7951.714285714285,996.9841005267434
2021-02-20,6878,2,20,5,51,1,8334.0,8707.0,8681.0,6779.0,6602.0,7842.142857142857,1015.4523505271588,7895.5,946.9131021782016
2021-02-21,6802,2,21,6,52,1,6878.0,8334.0,8707.0,6130.0,6889.0,7856.285714285715,998.7291448448674,7915.214285714285,920.4138014686048
2021-02-22,8999,2,22,0,53,0,6802.0,6878.0,8334.0,7769.0,8384.0,7952.285714285715,821.7565970301413,7909.0,928.1366776006186
2021-02-23,9570,2,23,1,54,0,8999.0,6802.0,6878.0,8495.0,8749.0,8128.0,903.4740357829784,7952.928571428572,966.1242525826553
2021-02-24,9160,2,24,2,55,0,9570.0,8999.0,6802.0,8681.0,9151.0,8281.57142857143,1054.9231973852875,8011.571428571428,1040.2364164927249
2021-02-25,9325,2,25,3,56,0,9160.0,9570.0,8999.0,8707.0,8263.0,8350.0,1099.7343618653147,8012.214285714285,1040.9972421873085
2021-02-26,8562,2,26,4,57,0,9325.0,9160.0,9570.0,8334.0,7604.0,8438.285714285714,1156.5112356116047,8088.071428571428,1097.8206007487727
2021-02-27,6651,2,27,5,58,1,8562.0,9325.0,9160.0,6878.0,6779.0,8470.857142857143,1156.2952951233742,8156.5,1095.1803328850858
2021-02-28,7100,2,28,6,59,1,6651.0,8562.0,9325.0,6802.0,6130.0,8438.42857142857,1210.3331300575592,8147.357142857143,1108.0236464528755
2021-03-01,8892,3,1,0,60,0,7100.0,6651.0,8562.0,8999.0,7769.0,8481.0,1146.7522254904538,8216.642857142857,996.9311840413621
2021-03-02,9201,3,2,1,61,0,8892.0,7100.0,6651.0,9570.0,8495.0,8465.714285714286,1139.386196494651,8296.857142857143,1003.3013089213748
2021-03-03,9005,3,3,2,62,0,9201.0,8892.0,7100.0,9160.0,8681.0,8413.0,1087.1179022231106,8347.285714285714,1031.3764834187748
2021-03-04,8993,3,4,3,63,0,9005.0,9201.0,8892.0,9325.0,8707.0,8390.857142857143,1070.823270288389,8370.42857142857,1043.0101197447405
2021-03-05,9735,3,5,4,64,0,8993.0,9005.0,9201.0,8562.0,8334.0,8343.42857142857,1029.0919714558709,8390.857142857143,1052.8636303793821
2021-03-06,7674,3,6,5,65,1,9735.0,8993.0,9005.0,6651.0,6878.0,8511.0,1158.0384276873726,8490.92857142857,1111.9653746881345
2021-03-07,6601,3,7,6,66,1,7674.0,9735.0,8993.0,7100.0,6802.0,8657.142857142857,925.3632491393753,8547.785714285714,1041.2509620326384
2021-03-08,8362,3,8,0,67,0,6601.0,7674.0,9735.0,8892.0,8999.0,8585.857142857143,1072.78771254667,8533.42857142857,1068.210848841298
2021-03-09,9180,3,9,1,68,0,8362.0,6601.0,7674.0,9201.0,9570.0,8510.142857142857,1066.26301142094,8487.92857142857,1060.3923413445827
2021-03-10,8793,3,10,2,69,0,9180.0,8362.0,6601.0,9005.0,9160.0,8507.142857142857,1064.0224666445968,8460.07142857143,1034.5878008087307
2021-03-11,8439,3,11,3,70,0,8793.0,9180.0,8362.0,8993.0,9325.0,8476.857142857143,1050.420142700586,8433.857142857143,1020.0360368552399
2021-03-12,8164,3,12,4,71,0,8439.0,8793.0,9180.0,9735.0,8562.0,8397.714285714286,1025.6282163122673,8370.57142857143,987.4588765953042
2021-03-13,6788,3,13,5,72,1,8164.0,8439.0,8793.0,7674.0,6651.0,8173.285714285715,839.1654017112612,8342.142857142857,987.2528985594889
2021-03-14,6761,3,14,6,73,1,6788.0,8164.0,8439.0,6601.0,7100.0,8046.714285714285,981.731415117814,8351.92857142857,969.7241054336886
2021-03-15,8946,3,15,0,74,0,6761.0,6788.0,8164.0,8362.0,8892.0,8069.571428571428,943.5830394732654,8327.714285714286,1006.9093174790866
2021-03-16,8607,3,16,1,75,0,8946.0,6761.0,6788.0,9180.0,9201.0,8153.0,997.9966599813773,8331.57142857143,1009.3376894916776
2021-03-17,8493,3,17,2,76,0,8607.0,8946.0,6761.0,8793.0,9005.0,8071.142857142857,920.1871962764585,8289.142857142857,982.0960987869635
2021-03-18,8013,3,18,3,77,0,8493.0,8607.0,8946.0,8439.0,8993.0,8028.285714285715,887.3645839014308,8252.57142857143,962.7303891524498
2021-03-19,8149,3,19,4,78,0,8013.0,8493.0,8607.0,8164.0,9735.0,7967.428571428572,868.9186492694671,8182.571428571428,940.1148632182028
2021-03-20,7198,3,20,5,79,1,8149.0,8013.0,8493.0,6788.0,7674.0,7965.285714285715,868.3714094571291,8069.285714285715,827.4627045809071
2021-03-21,6364,3,21,6,80,1,7198.0,8149.0,8013.0,6761.0,6601.0,8023.857142857143,785.6128029704778,8035.285714285715,854.2983111275745
2021-03-22,8616,3,22,0,81,0,6364.0,7198.0,8149.0,8946.0,8362.0,7967.142857142857,898.232232141443,8018.357142857143,886.6419455226901
2021-03-23,8697,3,23,1,82,0,8616.0,6364.0,7198.0,8607.0,9180.0,7920.0,845.401679676979,8036.5,896.7556694936767
2021-03-24,8502,3,24,2,83,0,8697.0,8616.0,6364.0,8493.0,8793.0,7932.857142857143,858.178969013923,8002.0,857.8247983214321
2021-03-25,8795,3,25,3,84,0,8502.0,8697.0,8616.0,8013.0,8439.0,7934.142857142857,859.164211811572,7981.214285714285,840.5352853592088
2021-03-26,7853,3,26,4,85,0,8795.0,8502.0,8697.0,8149.0,8164.0,8045.857142857143,919.8256045891509,8006.642857142857,860.5955547125664
2021-03-27,6377,3,27,5,86,1,7853.0,8795.0,8502.0,7198.0,6788.0,8003.571428571428,921.0966031755885,7984.428571428572,860.2350943679513
2021-03-28,6159,3,28,6,87,1,6377.0,7853.0,8795.0,6364.0,6761.0,7886.285714285715,1079.4297436281945,7955.071428571428,909.7919004902288
2021-03-29,7770,3,29,0,88,0,6159.0,6377.0,7853.0,8616.0,8946.0,7857.0,1129.2453232139856,7912.071428571428,981.9351744453431
2021-03-30,7701,3,30,1,89,0,7770.0,6159.0,6377.0,8697.0,8607.0,7736.142857142857,1078.611210241116,7828.071428571428,935.9055231974362
2021-03-31,7544,3,31,2,90,0,7701.0,7770.0,6159.0,8502.0,8493.0,7593.857142857143,993.0328004944289,7763.357142857143,908.8342158325408
2021-04-01,7372,4,1,3,91,0,7544.0,7701.0,7770.0,8795.0,8013.0,7457.0,909.5180042201853,7695.571428571428,885.313739632586
2021-04-02,6565,4,2,4,92,0,7372.0,7544.0,7701.0,7853.0,8149.0,7253.714285714285,694.1473701090033,7649.785714285715,884.209092794253
2021-04-03,5875,4,3,5,93,1,6565.0,7372.0,7544.0,6377.0,7198.0,7069.714285714285,679.3667920173291,7536.642857142857,916.1819274443471
2021-04-04,5967,4,4,6,94,1,5875.0,6565.0,7372.0,6159.0,6364.0,6998.0,783.233043225757,7442.142857142857,1016.5331624346959
2021-04-05,7336,4,5,0,95,0,5967.0,5875.0,6565.0,7770.0,8616.0,6970.571428571428,820.0099302538762,7413.785714285715,1053.7775402785057
2021-04-06,8059,4,6,1,96,0,7336.0,5967.0,5875.0,7701.0,8697.0,6908.571428571428,763.985352639893,7322.357142857143,995.3551826158598
2021-04-07,8273,4,7,2,97,0,8059.0,7336.0,5967.0,7544.0,8502.0,6959.714285714285,834.5932570795105,7276.785714285715,940.6806192711418
2021-04-08,7999,4,8,3,98,0,8273.0,8059.0,7336.0,7372.0,8795.0,7063.857142857143,956.26747105146,7260.428571428572,919.4892992462624
2021-04-09,7277,4,9,4,99,0,7999.0,8273.0,8059.0,6565.0,7853.0,7153.428571428572,1017.3547164329143,7203.571428571428,838.327429540922
2021-04-10,5857,4,10,5,100,1,7277.0,7999.0,8273.0,5875.0,6377.0,7255.142857142857,983.7568176084728,7162.428571428572,817.8886245679249
2021-04-11,6292,4,11,6,101,1,5857.0,7277.0,7999.0,5967.0,6159.0,7252.571428571428,987.9800701675581,7125.285714285715,866.6547026504749
2021-04-12,7665,4,12,0,102,0,6292.0,5857.0,7277.0,7336.0,7770.0,7299.0,922.9971108661932,7134.785714285715,855.9101479235369
2021-04-13,6942,4,13,1,103,0,7665.0,6292.0,5857.0,8059.0,7701.0,7346.0,933.5118281703801,7127.285714285715,850.357881995773
2021-04-14,7151,4,14,2,104,0,6942.0,7665.0,6292.0,8273.0,7544.0,7186.428571428572,885.5574246663106,7073.071428571428,835.0239484621405
2021-04-15,6719,4,15,3,105,0,7151.0,6942.0,7665.0,7999.0,7372.0,7026.142857142857,746.7762780943763,7045.0,824.5144025423745
2021-04-16,6727,4,16,4,106,0,6719.0,7151.0,6942.0,7277.0,6565.0,6843.285714285715,613.7151115101549,6998.357142857143,823.061882629229
2021-04-17,5535,4,17,5,107,1,6727.0,6719.0,7151.0,5857.0,5875.0,6764.714285714285,583.3920106548628,7009.928571428572,817.6214531549114
2021-04-18,5672,4,18,6,108,1,5535.0,6727.0,6719.0,6292.0,5967.0,6718.714285714285,672.7452995717804,6985.642857142857,857.9787165319347
2021-04-19,7024,4,19,0,109,0,5672.0,5535.0,6727.0,7665.0,7336.0,6630.142857142857,771.80835889347,6964.571428571428,888.0170402284358
2021-04-20,7132,4,20,1,110,0,7024.0,5672.0,5535.0,6942.0,8059.0,6538.571428571428,658.2332051648891,6942.285714285715,881.8723462977181
2021-04-21,7097,4,21,2,111,0,7132.0,7024.0,5672.0,7151.0,8273.0,6565.714285714285,681.159725342934,6876.071428571428,824.5112738217391
2021-04-22,7417,4,22,3,112,0,7097.0,7132.0,7024.0,6719.0,7999.0,6558.0,673.6913239761145,6792.071428571428,725.1663431755022
2021-04-23,6694,4,23,4,113,0,7417.0,7097.0,7132.0,6727.0,7277.0,6657.714285714285,748.9458623709677,6750.5,664.8264955840535
2021-04-24,5550,4,24,5,114,1,6694.0,7417.0,7097.0,5535.0,5857.0,6653.0,748.5408027182092,6708.857142857143,647.3399840461415
2021-04-25,5530,4,25,6,115,1,5550.0,6694.0,7417.0,5672.0,6292.0,6655.142857142857,744.819089572202,6686.928571428572,682.6529092483954
2021-04-26,7432,4,26,0,116,0,5530.0,5550.0,6694.0,7024.0,7665.0,6634.857142857143,777.2846815621443,6632.5,744.1688962551772
2021-04-27,6976,4,27,1,117,0,7432.0,5530.0,5550.0,7132.0,6942.0,6693.142857142857,825.1517897884987,6615.857142857143,721.5635647826048
2021-04-28,7033,4,28,2,118,0,6976.0,7432.0,5530.0,7097.0,7151.0,6670.857142857143,813.3458527534049,6618.285714285715,722.8018590681196
2021-04-29,6730,4,29,3,119,0,7033.0,6976.0,7432.0,7417.0,6719.0,6661.714285714285,808.0999761349203,6609.857142857143,716.7749198417088
2021-04-30,6135,4,30,4,120,0,6730.0,7033.0,6976.0,6694.0,6727.0,6563.571428571428,739.9251892691417,6610.642857142857,716.9097794478284
2021-05-01,4928,5,1,5,121,1,6135.0,6730.0,7033.0,5550.0,5535.0,6483.714285714285,753.5424593849566,6568.357142857143,726.9080575806171
2021-05-02,5035,5,2,6,122,1,4928.0,6135.0,6730.0,5530.0,5672.0,6394.857142857143,903.7065210515905,6525.0,806.9775518752489
2021-05-03,6833,5,3,0,123,0,5035.0,4928.0,6135.0,7432.0,7024.0,6324.142857142857,997.191293679989,6479.5,873.9509535612219
2021-05-04,7100,5,4,1,124,0,6833.0,5035.0,4928.0,6976.0,7132.0,6238.571428571428,907.989878274155,6465.857142857143,866.2540804336401
2021-05-05,7547,5,5,2,125,0,7100.0,6833.0,5035.0,7033.0,7097.0,6256.285714285715,925.8091441702587,6463.571428571428,864.401412653636
2021-05-06,7525,5,6,3,126,0,7547.0,7100.0,6833.0,6730.0,7417.0,6329.714285714285,1013.8746987486169,6495.714285714285,897.500325996952
2021-05-07,7512,5,7,4,127,0,7525.0,7547.0,7100.0,6135.0,6694.0,6443.285714285715,1106.484028245594,6503.428571428572,906.4477340174085
2021-05-08,5504,5,8,5,128,1,7512.0,7525.0,7547.0,4928.0,5550.0,6640.0,1163.4772594829778,6561.857142857143,945.2114828188178
2021-05-09,5262,5,9,6,129,1,5504.0,7512.0,7525.0,5035.0,5530.0,6722.285714285715,1035.5539120502565,6558.571428571428,949.0715069342912
2021-05-10,6993,5,10,0,130,0,5262.0,5504.0,7512.0,6833.0,7432.0,6754.714285714285,975.7365959943236,6539.428571428572,973.7945379789326
2021-05-11,8293,5,11,1,131,0,6993.0,5262.0,5504.0,7100.0,6976.0,6777.571428571428,979.7419485328626,6508.071428571428,949.6097550114926
2021-05-12,7003,5,12,2,132,0,8293.0,6993.0,5262.0,7547.0,7033.0,6948.0,1136.4130704402107,6602.142857142857,1058.5179666468055
2021-05-13,6449,5,13,3,133,0,7003.0,8293.0,6993.0,7525.0,6730.0,6870.285714285715,1106.8389997778602,6600.0,1057.608623262784
2021-05-14,6483,5,14,4,134,0,6449.0,7003.0,8293.0,7512.0,6135.0,6716.571428571428,1075.0185823424815,6579.928571428572,1057.6181122826767
2021-05-15,5601,5,15,5,135,1,6483.0,6449.0,7003.0,5504.0,4928.0,6569.571428571428,1016.9050852373797,6604.785714285715,1050.4216134171402
2021-05-16,6098,5,16,6,136,1,5601.0,6483.0,6449.0,5262.0,5035.0,6583.428571428572,1000.4931879069985,6652.857142857143,980.8801273222058
2021-05-17,7576,5,17,0,137,0,6098.0,5601.0,6483.0,6993.0,6833.0,6702.857142857143,855.9151882777267,6728.785714285715,882.1882041108526
2021-05-18,7605,5,18,1,138,0,7576.0,6098.0,5601.0,8293.0,7100.0,6786.142857142857,915.167093772768,6781.857142857143,910.8241286913725
2021-05-19,7621,5,19,2,139,0,7605.0,7576.0,6098.0,7003.0,7547.0,6687.857142857143,748.0500046952053,6817.928571428572,934.0952401025405
2021-05-20,8035,5,20,3,140,0,7621.0,7605.0,7576.0,6449.0,7525.0,6776.142857142857,824.05024696586,6823.214285714285,938.7359896379618
2021-05-21,7426,5,21,4,141,0,8035.0,7621.0,7605.0,6483.0,7512.0,7002.714285714285,930.2964965156281,6859.642857142857,977.1729716295484
2021-05-22,5603,5,22,5,142,1,7426.0,8035.0,7621.0,5601.0,5504.0,7137.428571428572,910.5622543507374,6853.5,973.0180447373117
2021-05-23,5803,5,23,6,143,1,5603.0,7426.0,8035.0,6098.0,5262.0,7137.714285714285,909.9999476717473,6860.571428571428,962.7617897154362
2021-05-24,7704,5,24,0,144,0,5803.0,5603.0,7426.0,7576.0,6993.0,7095.571428571428,970.9637578449043,6899.214285714285,902.64373912415
2021-05-25,7758,5,25,1,145,0,7704.0,5803.0,5603.0,7605.0,8293.0,7113.857142857143,982.6543014667745,6950.0,927.9725625916342
2021-05-26,7849,5,26,2,146,0,7758.0,7704.0,5803.0,7621.0,7003.0,7135.714285714285,996.9964417000608,6911.785714285715,878.0879733892248
2021-05-27,7250,5,27,3,147,0,7849.0,7758.0,7704.0,8035.0,6449.0,7168.285714285715,1018.9749284268884,6972.214285714285,913.2540449126183
2021-05-28,6564,5,28,4,148,0,7250.0,7849.0,7758.0,7426.0,6483.0,7056.142857142857,948.4470515134145,7029.428571428572,902.986984682118
2021-05-29,5480,5,29,5,149,1,6564.0,7250.0,7849.0,5603.0,5601.0,6933.0,948.382131140897,7035.214285714285,899.4691749599348
2021-05-30,5350,5,30,6,150,1,5480.0,6564.0,7250.0,5803.0,6098.0,6915.428571428572,977.813863872688,7026.571428571428,914.7617356267378
2021-05-31,6410,5,31,0,151,0,5350.0,5480.0,6564.0,7704.0,7576.0,6850.714285714285,1073.9703152768807,6973.142857142857,991.7715196821065
2021-06-01,6999,6,1,1,152,0,6410.0,5350.0,5480.0,7758.0,7605.0,6665.857142857143,1012.2088764304024,6889.857142857143,986.1939937995969
2021-06-02,7253,6,2,2,153,0,6999.0,6410.0,5350.0,7849.0,7621.0,6557.428571428572,911.3462307935675,6846.571428571428,965.4721215976268
2021-06-03,7224,6,3,3,154,0,7253.0,6999.0,6410.0,7250.0,8035.0,6472.285714285715,790.3827583915255,6820.285714285715,947.6101461100939
2021-06-04,6783,6,4,4,155,0,7224.0,7253.0,6999.0,6564.0,7426.0,6468.571428571428,786.168738703707,6762.357142857143,890.7222313417335
2021-06-05,5667,6,5,5,156,1,6783.0,7224.0,7253.0,5480.0,5603.0,6499.857142857143,794.9082606551742,6716.428571428572,870.211796879572
2021-06-06,5525,6,6,6,157,1,5667.0,6783.0,7224.0,5350.0,5803.0,6526.571428571428,757.1681577089133,6721.0,864.0591147866886
2021-06-07,7055,6,7,0,158,0,5525.0,5667.0,6783.0,6410.0,7704.0,6551.571428571428,713.4740960364126,6701.142857142857,889.595747183177
2021-06-08,7885,6,8,1,159,0,7055.0,5525.0,5667.0,6999.0,7758.0,6643.714285714285,733.5118072868768,6654.785714285715,849.3144002954683
2021-06-09,7573,6,9,2,160,0,7885.0,7055.0,5525.0,7253.0,7849.0,6770.285714285715,868.9704088340743,6663.857142857143,862.5787685005541
2021-06-10,7022,6,10,3,161,0,7573.0,7885.0,7055.0,7224.0,7250.0,6816.0,906.2161258040782,6644.142857142857,836.158050678271
2021-06-11,6738,6,11,4,162,0,7022.0,7573.0,7885.0,6783.0,6564.0,6787.142857142857,894.1950623462959,6627.857142857143,825.603914825762
2021-06-12,6135,6,12,5,163,1,6738.0,7022.0,7573.0,5667.0,5480.0,6780.714285714285,894.3915463016881,6640.285714285715,825.8783136823422
2021-06-13,5787,6,13,6,164,1,6135.0,6738.0,7022.0,5525.0,5350.0,6847.571428571428,810.8550748325117,6687.071428571428,771.8798695178119
2021-06-14,7130,6,14,0,165,0,5787.0,6135.0,6738.0,7055.0,6410.0,6885.0,742.8241155666338,6718.285714285715,720.7959733271528
2021-06-15,7595,6,15,1,166,0,7130.0,5787.0,6135.0,7885.0,6999.0,6895.714285714285,746.2179561602113,6769.714285714285,722.7910037933779
2021-06-16,6977,6,16,2,167,0,7595.0,7130.0,5787.0,7573.0,7253.0,6854.285714285715,687.9132005051633,6812.285714285715,754.2036481328817
2021-06-17,7470,6,17,3,168,0,6977.0,7595.0,7130.0,7022.0,7224.0,6769.142857142857,617.401929749033,6792.571428571428,745.3528554454483
2021-06-18,7097,6,18,4,169,0,7470.0,6977.0,7595.0,6738.0,6783.0,6833.142857142857,669.0419589665725,6810.142857142857,759.0792861336471
2021-06-19,5536,6,19,5,170,1,7097.0,7470.0,6977.0,6135.0,5667.0,6884.428571428572,674.2724120968993,6832.571428571428,762.845151570442
2021-06-20,5252,6,20,6,171,1,5536.0,7097.0,7470.0,5787.0,5525.0,6798.857142857143,809.65207107199,6823.214285714285,778.8769211124203
2021-06-21,6557,6,21,0,172,0,5252.0,5536.0,7097.0,7130.0,7055.0,6722.428571428572,936.4153026559887,6803.714285714285,816.393139511573
2021-06-22,6641,6,22,1,173,0,6557.0,5252.0,5536.0,7595.0,7885.0,6640.571428571428,919.7454099088011,6768.142857142857,815.4507820964928
2021-06-23,6166,6,23,2,174,0,6641.0,6557.0,5252.0,6977.0,7573.0,6504.285714285715,820.0243318113169,6679.285714285715,749.4991587792415
2021-06-24,6472,6,24,3,175,0,6166.0,6641.0,6557.0,7470.0,7022.0,6388.428571428572,799.1305394291429,6578.785714285715,713.9311729992037
2021-06-25,5791,6,25,4,176,0,6472.0,6166.0,6641.0,7097.0,6738.0,6245.857142857143,648.916899809089,6539.5,702.7105487926118
2021-06-26,4658,6,26,5,177,1,5791.0,6472.0,6166.0,5536.0,6135.0,6059.285714285715,542.4247149875006,6471.857142857143,727.2825984593435
2021-06-27,4727,6,27,6,178,1,4658.0,5791.0,6472.0,5252.0,5787.0,5933.857142857143,746.6586521683417,6366.357142857143,872.529532860682
2021-06-28,6547,6,28,0,179,0,4727.0,4658.0,5791.0,6557.0,7130.0,5858.857142857143,846.2854972512799,6290.642857142857,967.4940355325201
2021-06-29,6293,6,29,1,180,0,6547.0,4727.0,4658.0,6641.0,7595.0,5857.428571428572,844.9179165546136,6249.0,940.7649097327168
2021-06-30,7008,6,30,2,181,0,6293.0,6547.0,4727.0,6166.0,6977.0,5807.714285714285,800.1828362501133,6156.0,858.201876913731
2021-07-01,13192,7,1,3,182,0,7008.0,6293.0,6547.0,6472.0,7470.0,5928.0,917.6775032660994,6158.214285714285,860.519983996265
2021-07-02,10593,7,2,4,183,0,13192.0,7008.0,6293.0,5791.0,7097.0,6888.0,2917.5146957643046,6566.928571428572,2057.6522642708946
2021-07-03,9043,7,3,5,184,1,10593.0,13192.0,7008.0,4658.0,5536.0,7574.0,3170.1944209570706,6816.642857142857,2322.0746892891207
2021-07-04,8366,7,4,6,185,1,9043.0,10593.0,13192.0,4727.0,5252.0,8200.42857142857,2921.4383362278268,7067.142857142857,2362.113097570498
2021-07-05,10950,7,5,0,186,0,8366.0,9043.0,10593.0,6547.0,6557.0,8720.285714285714,2492.6478367583113,7289.571428571428,2324.3553519626935
2021-07-06,10843,7,6,1,187,0,10950.0,8366.0,9043.0,6293.0,6641.0,9349.285714285714,2406.890366862578,7603.357142857143,2507.1862441065646
2021-07-07,10614,7,7,2,188,0,10843.0,10950.0,8366.0,7008.0,6166.0,9999.285714285714,2028.6090237966494,7903.5,2631.550164680619
2021-07-08,10511,7,8,3,189,0,10614.0,10843.0,10950.0,13192.0,6472.0,10514.42857142857,1541.8606570358097,8221.214285714286,2673.8109126681206
2021-07-09,10239,7,9,4,190,0,10511.0,10614.0,10843.0,10593.0,5791.0,10131.42857142857,1005.6346018219407,8509.714285714286,2688.416160223206
2021-07-10,8508,7,10,5,191,1,10239.0,10511.0,10614.0,9043.0,4658.0,10080.857142857143,987.2881086716437,8827.42857142857,2603.9081194437986
2021-07-11,8239,7,11,6,192,1,8508.0,10239.0,10511.0,8366.0,4727.0,10004.42857142857,1095.7698750413988,9102.42857142857,2317.2187810219234
2021-07-12,11642,7,12,0,193,0,8239.0,8508.0,10239.0,10950.0,6547.0,9986.285714285714,1127.9964116798105,9353.285714285714,1971.4044360681812
2021-07-13,13432,7,13,1,194,0,11642.0,8239.0,8508.0,10843.0,6293.0,10085.142857142857,1250.2327021496565,9717.214285714286,1881.7426121129365
2021-07-14,13591,7,14,2,195,0,13432.0,11642.0,8239.0,10614.0,7008.0,10455.0,1781.7611138049008,10227.142857142857,1849.4578772062655
2021-07-15,13866,7,15,3,196,0,13591.0,13432.0,11642.0,10511.0,13192.0,10880.285714285714,2144.4181584047087,10697.357142857143,1804.346487582864
2021-07-16,12781,7,16,4,197,0,13866.0,13591.0,13432.0,10239.0,10593.0,11359.57142857143,2406.979078786287,10745.5,1883.292278880838
2021-07-17,10709,7,17,5,198,1,12781.0,13866.0,13591.0,8508.0,9043.0,11722.714285714286,2401.4911835695953,10901.785714285714,1958.9306022407936
