date,views
2023-10-31,9384
2023-11-01,9165
2023-11-02,10221
2023-11-03,12662
2023-11-04,11259
2023-11-05,10027
2023-11-06,48757
2023-11-07,10758
2023-11-08,11160
2023-11-09,11088
2023-11-10,8662
2023-11-11,6383
2023-11-12,6620
2023-11-13,9752
2023-11-14,9835
2023-11-15,10954
2023-11-16,9703
2023-11-17,10048
2023-11-18,10813
2023-11-19,14012
2023-11-20,13392
2023-11-21,9832
2023-11-22,9518
2023-11-23,8990
2023-11-24,8609
2023-11-25,7436
2023-11-26,6757
2023-11-27,8960
2023-11-28,8496
2023-11-29,9742
2023-11-30,9987
2023-12-01,8942
2023-12-02,11020
2023-12-03,10771
2023-12-04,13246
2023-12-05,15411
2023-12-06,14521
2023-12-07,14148
2023-12-08,11507
2023-12-09,9582
2023-12-10,9696
2023-12-11,11978
2023-12-12,12854
2023-12-13,13574
2023-12-14,12684
2023-12-15,10468
2023-12-16,8733
2023-12-17,7437
2023-12-18,10023
2023-12-19,11956
2023-12-20,13408
2023-12-21,15182
2023-12-22,14384
2023-12-23,27493
2023-12-24,8375
2023-12-25,8592
2023-12-26,9471
2023-12-27,10122
2023-12-28,10070
2023-12-29,9698
2023-12-30,9005
2023-12-31,8206
