collision_index,date,day_of_week,time,collision_severity,number_of_vehicles,number_of_casualties,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,road_type,longitude,latitude
2021451032800,05/04/2021,2,17:30,3,2,1,50,1,1,1,2,6,-0.670169,51.150756
2021451040836,30/04/2021,6,08:10,3,2,1,50,1,1,1,2,6,-0.453115,51.262466
2021451051548,02/06/2021,4,17:20,3,2,1,30,1,1,1,1,6,-0.399877,51.323278
2021451054284,10/06/2021,5,08:05,3,2,1,40,1,1,1,1,1,-0.720552,51.334801
2021451067672,03/07/2021,7,01:45,3,2,1,30,1,1,1,2,6,0.015993,51.221953
2021451063188,06/07/2021,3,07:08,3,2,2,70,1,2,2,2,3,-0.248997,51.268116
2021451064745,09/07/2021,6,23:04,3,1,1,30,6,1,1,2,6,-0.66692,51.242182
2021451066347,14/07/2021,4,17:05,3,2,1,30,1,1,1,2,6,-0.49175,51.277574
2021451089082,18/09/2021,7,12:35,3,3,1,70,1,1,1,2,3,-0.507002,51.370158
2021451114335,25/11/2021,5,14:26,2,1,1,30,1,3,1,1,6,-0.793691,51.216581
2021451114554,26/11/2021,6,10:20,3,5,3,70,1,1,2,2,3,-0.524219,51.449015
2021451115101,28/11/2021,1,07:58,3,1,1,70,1,1,1,2,3,-0.6063,51.374026
2021231057132,09/06/2021,4,00:11,3,2,1,50,4,1,1,2,3,-1.616475,52.598233
2021231114631,05/11/2021,6,13:20,3,1,1,30,1,1,1,2,6,-1.891569,52.159119
2021471014568,13/01/2021,4,18:28,3,1,1,70,4,2,2,2,3,-0.195205,51.01821
2021471053625,08/06/2021,3,14:26,2,2,1,60,1,1,1,2,6,-0.132249,51.08297
2021471078166,16/08/2021,2,15:30,3,1,1,30,1,1,1,2,6,-0.55225,50.853109
2021471090210,17/09/2021,6,11:00,3,2,1,50,1,9,1,1,3,-0.425777,50.823585
2021471126672,28/12/2021,3,18:40,2,4,5,70,5,1,1,2,3,-0.142768,51.13295
2021221016398,22/01/2021,6,12:00,2,2,3,30,1,1,1,2,6,-2.25535,52.341549
2021221063782,01/07/2021,5,20:13,3,1,3,60,1,1,1,2,6,-2.329717,52.227942
2021221096442,20/08/2021,6,22:05,3,2,1,30,4,1,1,1,6,-2.07268,52.323607
2021991052715,05/06/2021,7,16:27,2,3,1,60,1,1,1,2,6,-3.865033,55.357107
2021991067708,17/07/2021,7,15:46,2,1,1,60,1,1,1,2,1,-3.571016,55.078925
2021991098521,15/10/2021,6,07:00,2,1,1,30,4,1,4,1,6,-3.836832,56.02069
2021991103908,29/10/2021,6,08:40,3,2,1,70,1,2,2,2,3,-3.871988,56.016737
2021991071486,29/07/2021,5,07:29,2,1,1,60,1,1,1,2,6,-6.489294,57.404791
2021991021283,13/02/2021,7,08:10,2,1,1,60,1,1,3,2,6,-2.91775,55.747445
2021991063411,26/06/2021,7,09:00,3,2,1,60,1,1,1,2,6,-1.197183,60.138665
2021991046236,17/05/2021,2,19:30,2,1,1,60,1,1,1,2,6,-4.787074,55.339603
2021991076840,13/08/2021,6,23:25,1,1,1,50,6,1,1,2,3,-4.615672,55.514305
2021991081693,26/08/2021,5,14:05,2,2,1,60,1,1,1,2,6,-4.114448,55.769961
2021991094304,30/09/2021,5,13:15,2,1,2,30,1,1,1,1,1,-4.131375,55.807567
2021991093064,30/07/2021,6,15:20,2,2,1,60,1,2,2,2,6,-2.085017,57.32782
2021991108479,26/10/2021,3,11:40,2,1,1,30,1,1,1,1,9,-3.30723,55.924664
2021991105623,02/11/2021,3,08:10,2,2,1,20,1,1,1,1,6,-3.203412,55.94365
2021991117593,05/12/2021,1,20:57,2,1,1,20,4,1,1,1,6,-3.216782,55.946241
2021991051952,15/03/2021,2,09:20,3,4,2,70,1,1,1,2,3,-4.458459,55.862326
2021991049766,23/05/2021,1,18:51,3,2,1,30,1,2,2,2,6,-4.542979,55.843602
2021991068881,22/07/2021,5,08:57,2,2,1,20,1,1,1,1,6,-4.433487,55.862445
2021991070849,27/07/2021,3,20:20,3,2,1,20,1,1,1,1,6,-3.707224,55.897816
2021991111716,18/11/2021,5,16:40,3,1,1,20,4,1,2,1,9,-3.467243,55.934158
2021991026572,08/03/2021,2,13:55,3,3,1,20,1,1,1,1,6,-2.915542,56.478973
2021991070850,27/07/2021,3,17:53,3,2,1,30,1,1,1,1,6,-3.016078,56.184617
2021991072338,01/08/2021,1,11:50,3,2,1,70,1,1,1,1,3,-3.155568,56.193679
2021991079486,20/08/2021,6,22:45,3,1,2,60,6,1,2,2,6,-3.449118,56.110932
2021991101287,20/10/2021,4,08:30,3,1,1,30,1,1,1,1,6,-4.231565,55.896498
2021991117402,04/12/2021,7,17:31,2,1,1,30,4,2,2,1,1,-4.110767,55.843701
202160Z118862,13/08/2021,6,21:56,2,1,1,30,4,1,1,2,6,-4.226587,53.209192
202160Z018240,08/02/2021,2,15:28,3,2,1,60,1,3,2,2,6,-3.203891,53.256107
202160Z172518,26/11/2021,6,17:30,3,2,1,30,4,1,2,1,6,-2.961702,53.036227
202163C010921,16/03/2021,3,17:20,3,2,1,60,1,1,1,2,6,-4.723156,51.816919
202163C062721,19/08/2021,5,17:30,2,2,1,50,1,1,1,2,6,-4.640925,51.760626
202163C106021,27/12/2021,2,17:30,3,2,2,60,6,2,2,2,6,-4.970449,51.754097
202163A063821,14/08/2021,7,02:15,3,1,1,60,6,1,2,1,3,-4.317924,51.851722
202163A098421,27/11/2021,7,21:43,3,1,1,60,6,8,4,2,6,-4.112153,51.876047
2021622200068,03/12/2021,6,19:03,3,2,1,30,7,1,1,1,6,-4.050726,51.649326
2021610033221,29/08/2021,1,14:00,3,2,1,30,1,1,1,1,6,-3.238888,51.684256
2021610044321,06/09/2021,2,05:36,2,1,1,40,6,1,1,2,6,-3.219417,51.560876
2021610025121,08/07/2021,5,10:04,3,2,1,60,1,1,1,2,6,-3.158848,51.755523
202163D034521,08/06/2021,3,14:10,3,1,1,60,1,1,1,2,6,-3.319795,52.182546
202163D101821,10/12/2021,6,17:30,3,2,1,60,6,2,2,2,6,-3.632413,52.112071
2021170M10691,19/05/2021,4,09:00,3,2,4,50,1,1,1,2,3,-1.267802,54.563037
2021170M11081,11/08/2021,4,12:35,2,2,1,30,1,1,1,1,6,-1.237723,54.573025
2021170L50571,02/06/2021,4,09:25,3,2,3,30,1,1,1,2,6,-0.958448,54.537844
2021170S20361,18/03/2021,5,16:00,3,2,1,30,1,1,1,1,6,-1.288601,54.591605
2021111020840,10/02/2021,4,15:23,3,2,1,30,1,3,3,1,6,-1.526614,54.513935
2021070480281,10/07/2021,7,08:19,3,2,1,40,1,2,2,1,3,-2.597093,53.4112
2021070655427,20/09/2021,2,17:15,2,3,1,40,1,1,1,1,3,-2.597047,53.411101
2021041042971,07/05/2021,6,18:52,3,1,1,30,1,1,1,1,6,-2.485235,53.733742
2021041106033,24/09/2021,6,20:15,3,2,1,30,4,9,1,1,6,-2.464312,53.763584
2021041106503,05/11/2021,6,13:01,3,2,2,30,1,1,2,1,6,-2.486233,53.751858
2021161034304,09/04/2021,6,16:02,3,2,1,30,1,1,1,1,6,-0.29326,53.768964
2021161107855,21/08/2021,7,21:41,3,1,1,30,4,1,1,1,6,-0.30722,53.754608
2021161124875,19/12/2021,1,17:20,3,2,1,30,4,1,1,1,6,-0.376101,53.778501
2021161071716,29/07/2021,5,20:51,2,1,1,60,1,1,1,2,6,-0.638825,53.773089
2021161013747,12/01/2021,3,12:14,3,2,1,30,1,1,2,1,6,-0.093154,53.536473
2021161111685,18/11/2021,5,14:05,2,2,2,20,1,1,1,1,6,-0.059279,53.57471
2021161029504,19/03/2021,6,14:32,3,1,1,30,1,1,2,1,6,-0.651246,53.594117
2021161103033,10/10/2021,1,21:00,2,2,1,30,4,1,1,1,3,-0.653818,53.578784
2021161116053,03/11/2021,4,08:21,3,2,1,30,1,1,1,2,6,-0.728946,53.585862
2021122200095,04/12/2021,7,18:39,3,2,1,30,4,2,2,1,1,-1.113359,53.933236
2021302100244,08/02/2021,2,14:45,3,2,1,30,1,3,3,1,6,-1.429491,52.87092
2021302100557,24/04/2021,7,08:30,2,2,2,30,1,9,1,1,6,-1.431974,52.931108
2021302101156,03/08/2021,3,10:20,3,1,1,30,1,1,1,1,6,-1.488685,52.92482
2021332100220,17/04/2021,7,16:45,3,2,1,30,1,1,1,1,6,-1.15237,52.635819
2021332100341,22/05/2021,7,22:04,3,1,1,30,4,2,2,1,6,-1.129725,52.641364
2021332100455,19/06/2021,7,16:41,3,2,1,30,1,1,1,1,6,-1.143789,52.651535
2021332100632,20/08/2021,6,12:53,2,2,1,30,1,1,1,1,3,-1.147517,52.630795
2021332100979,29/11/2021,2,15:40,3,1,1,30,1,1,2,1,6,-1.140904,52.625173
202131C020921,24/02/2021,4,15:27,3,1,1,30,1,1,1,1,6,-1.121204,52.961428
202131C042121,12/04/2021,2,12:03,3,2,1,40,1,1,1,1,1,-1.216907,52.938805
202131C046921,16/04/2021,6,08:15,3,2,1,30,1,9,-1,1,6,-1.157644,52.970123
202131C072621,23/06/2021,4,10:20,3,1,1,30,1,1,1,1,6,-1.15055,52.957515
2021221105676,03/10/2021,1,10:40,3,2,1,30,1,1,1,1,6,-2.585262,51.9114
2021221025126,10/02/2021,4,07:39,2,2,2,60,1,3,3,2,6,-2.490058,52.686034
2021211062554,04/07/2021,1,17:02,3,1,1,30,1,4,2,1,6,-2.217158,53.061411
2021522101988,01/04/2021,5,11:45,3,2,1,40,1,1,1,1,6,-2.45376,51.299513
2021522100247,08/01/2021,6,11:25,2,4,1,30,1,1,1,1,6,-2.625526,51.42076
2021522100886,25/02/2021,5,12:00,3,3,2,20,1,1,1,1,6,-2.589696,51.478484
2021522102565,25/04/2021,1,18:50,3,2,2,20,1,1,1,1,6,-2.536272,51.439123
2021522103764,14/05/2021,6,16:17,3,2,1,40,1,1,1,1,3,-2.647724,51.479203
2021522200286,07/08/2021,7,11:55,2,2,1,20,1,1,2,2,6,-2.626318,51.460796
2021522200848,01/10/2021,6,08:56,3,2,1,30,1,1,1,1,6,-2.580577,51.497438
2021522200915,10/10/2021,1,17:35,3,2,1,30,1,1,1,1,6,-2.578855,51.482062
2021522200291,18/12/2021,7,22:45,2,2,1,30,4,1,1,1,6,-2.518021,51.481582
2021522103138,28/06/2021,2,16:20,3,2,1,30,1,1,1,1,6,-2.566022,51.53531
2021501040072,13/04/2021,3,18:29,3,2,1,70,1,1,1,2,3,-4.196946,50.407464
2021501088194,27/08/2021,6,11:00,3,2,1,30,1,1,1,1,6,-4.040466,50.385499
2021501073855,20/07/2021,3,23:23,3,1,1,30,4,1,1,1,6,-3.542036,50.464589
2021501113172,22/07/2021,5,11:25,3,2,2,30,1,1,1,1,6,-3.543807,50.467893
2021501086289,02/08/2021,2,14:10,2,3,4,30,1,1,1,1,6,-3.567066,50.403293
2021501133765,05/12/2021,1,18:00,3,2,1,30,4,1,1,1,6,-3.515118,50.471472
2021547713121,08/08/2021,1,14:04,3,2,1,40,1,1,1,2,6,-1.817742,51.555375
202154A335921,22/10/2021,6,18:32,3,2,1,30,4,1,1,2,6,-1.811019,51.583454
202154B410721,22/11/2021,2,21:35,3,1,1,30,4,1,2,1,6,-1.748526,51.570029
2021351119590,05/11/2021,6,08:57,2,3,1,30,1,1,1,1,6,-0.25853,52.559332
2021351121097,03/12/2021,6,19:56,3,2,1,30,1,1,1,2,6,-0.268605,52.624907
2021401017890,20/01/2021,4,15:52,3,2,1,30,4,2,2,2,6,-0.479011,51.898464
2021401047256,09/05/2021,1,14:03,3,2,1,30,1,1,1,1,6,-0.409829,51.882776
2021401057778,09/06/2021,4,15:25,3,1,2,20,1,1,1,1,6,-0.428496,51.902009
2021461033997,06/04/2021,3,13:13,2,2,1,30,1,1,1,1,3,0.505364,51.389727
2021461068745,21/07/2021,4,18:08,1,2,1,40,1,1,1,2,6,0.543341,51.34824
2021461093750,28/09/2021,3,15:15,3,2,1,30,1,1,1,1,6,0.528784,51.383018
2021430213375,17/05/2021,2,20:39,3,2,2,50,1,2,2,1,3,-0.774714,51.412893
2021430243904,04/06/2021,6,22:39,3,1,1,30,4,1,1,1,6,-0.75245,51.413585
2021430102548,11/03/2021,5,17:12,3,2,1,30,1,1,1,1,6,-0.992847,51.448771
2021430310857,13/07/2021,3,18:35,3,1,1,30,1,1,1,1,6,-0.946098,51.429198
2021430374537,20/08/2021,6,11:50,3,2,1,30,1,1,1,1,6,-1.021208,51.466429
2021430302675,07/07/2021,4,22:45,3,2,1,30,1,1,1,1,6,-0.615702,51.524263
2021430327573,21/07/2021,4,18:50,3,2,1,30,1,1,1,1,3,-0.616294,51.527085
2021430424615,20/09/2021,2,18:41,3,2,1,30,1,1,1,1,6,-0.553964,51.500112
2021430043846,01/02/2021,2,15:45,3,2,2,70,1,1,1,2,3,-0.73293,52.026974
2021430464365,13/10/2021,4,14:00,3,2,1,60,1,1,1,1,6,-0.735223,52.019581
2021471114112,25/11/2021,5,06:45,3,2,1,30,7,1,1,1,6,-0.172661,50.836679
2021471120445,11/12/2021,7,17:00,2,2,1,30,4,2,2,1,6,-0.129389,50.834833
2021440231819,13/07/2021,3,19:17,3,2,1,30,1,1,1,1,6,-1.081438,50.787374
2021440228636,11/06/2021,6,15:59,3,3,4,30,1,1,1,1,6,-1.439895,50.925543
2021440238726,17/06/2021,5,23:02,3,2,1,30,4,2,2,1,6,-1.388507,50.936013
2021440270478,09/07/2021,6,12:26,3,2,1,40,1,1,1,1,3,-1.443369,50.91351
2021440323611,14/08/2021,7,12:29,2,2,1,30,1,1,1,1,3,-1.406204,50.934369
2021111014556,15/01/2021,6,12:37,2,1,1,30,1,1,4,1,6,-1.652836,54.645686
2021111065041,11/07/2021,1,11:05,2,2,1,30,1,1,1,2,6,-1.731525,54.579626
2021111116310,28/11/2021,1,10:45,3,2,2,30,1,1,2,2,6,-1.395441,54.795454
2021070066552,30/01/2021,7,22:15,3,1,1,60,7,4,4,2,6,-2.234394,53.26229
2021221043609,09/05/2021,1,22:15,3,1,3,60,6,1,1,2,6,-3.032445,52.918542
2021221120588,30/11/2021,3,16:20,3,2,1,30,4,1,1,2,6,-2.8022,52.537193
2021221125975,23/12/2021,5,18:30,2,2,1,60,6,1,2,2,6,-2.860116,52.740733
2021501061957,06/05/2021,5,06:28,3,2,1,60,1,1,1,2,6,-5.179483,50.221218
2021501072912,24/06/2021,5,06:44,3,2,1,60,1,2,2,2,6,-5.042652,50.291022
2021501065506,24/06/2021,5,17:40,3,2,4,30,1,1,1,2,6,-5.153117,50.343635
2021501067901,10/07/2021,7,00:30,3,2,1,30,4,2,2,1,6,-5.30265,50.213714
2021501134295,01/08/2021,1,14:38,1,2,1,60,1,1,1,2,6,-5.268103,50.085388
2021501102828,16/09/2021,5,14:13,3,2,1,60,1,1,1,2,6,-5.335465,50.209825
2021547747421,09/08/2021,2,15:07,3,1,1,60,1,2,2,2,6,-1.843162,51.364742
2021547947321,15/08/2021,1,07:55,3,2,1,30,1,1,1,2,6,-1.76978,51.194593
2021548084621,18/08/2021,4,18:38,3,2,1,30,1,1,1,2,6,-1.96627,51.508421
202154B110621,14/11/2021,1,15:00,3,2,1,60,1,1,2,2,6,-1.982514,51.533512
202154C335721,18/12/2021,7,15:20,3,1,1,60,1,1,1,2,6,-2.106665,51.357551
2021401087364,28/08/2021,7,15:59,3,2,1,30,1,1,1,1,3,-0.509085,51.888302
2021401084862,31/08/2021,3,15:38,3,2,1,30,1,1,1,1,6,-0.529467,51.884009
2021401110696,09/11/2021,3,19:53,3,1,1,60,6,1,1,2,6,-0.290619,52.164075
2021101030359,22/03/2021,2,15:15,3,2,1,30,1,1,1,1,6,-1.589634,55.132017
2021101038958,24/04/2021,7,15:32,2,1,1,60,1,1,1,2,6,-1.847914,55.106849
2021101070435,26/07/2021,2,18:10,3,1,1,30,1,1,1,2,6,-1.507029,55.115249
2021101108462,09/11/2021,3,15:10,2,2,1,20,1,1,1,1,6,-1.510589,55.121562
2021552101342,05/11/2021,6,17:42,3,1,1,30,4,1,1,1,6,-1.852622,50.73168
2021552100587,10/05/2021,2,10:20,3,2,1,30,1,1,1,2,7,-2.032837,50.742758
2021552100438,11/05/2021,3,07:42,3,2,1,60,1,1,1,2,6,-2.223142,50.714789
2021552100770,23/07/2021,6,16:03,3,1,1,30,1,1,1,1,6,-1.877653,50.881419
2021552100744,25/07/2021,1,03:18,3,1,1,60,6,1,1,2,6,-2.335627,51.036173
2021552100883,27/07/2021,3,17:00,3,2,1,30,1,1,1,2,6,-2.100447,50.706307
2021552100994,22/09/2021,4,11:25,3,2,1,30,1,1,1,1,6,-2.432032,50.709687
2021430042849,01/02/2021,2,01:12,3,1,1,30,4,1,1,1,6,-0.745674,51.631362
2021430091166,04/03/2021,5,14:50,3,1,1,60,1,1,1,2,6,-0.88945,51.994989
2021430339956,30/07/2021,6,12:50,3,2,2,30,1,2,2,1,6,-0.715742,51.623989
2021430515839,15/11/2021,2,04:48,2,1,1,60,6,1,2,2,6,-0.717262,51.965717
2021430527894,22/11/2021,2,09:47,3,2,1,60,1,1,1,2,6,-0.713045,51.712017
202134WNC6171,13/11/2021,7,16:00,3,3,1,70,1,1,1,2,3,-0.932594,52.401363
2021122100316,11/02/2021,5,09:45,3,2,1,30,1,1,4,2,6,-1.095315,53.774245
2021122100656,22/03/2021,2,11:25,1,2,1,60,1,1,1,2,6,-1.303659,53.948653
2021122100607,23/06/2021,4,11:23,3,2,1,30,1,1,1,1,6,-0.433587,54.286995
2021122100887,03/08/2021,3,14:45,3,2,1,60,1,1,1,2,6,-1.777108,54.307889
2021122101100,26/08/2021,5,12:58,3,2,1,30,1,1,1,2,1,-1.693038,54.376601
2021122101008,29/08/2021,1,11:40,3,4,2,70,1,1,1,2,3,-1.227629,53.89081
2021122101229,22/10/2021,6,23:04,3,1,1,60,6,1,1,2,6,-1.134039,53.700377
2021520102012,03/04/2021,7,19:39,3,2,1,30,1,1,1,1,6,-3.105168,51.011636
2021061136733,24/07/2021,7,15:30,2,1,1,30,1,1,1,1,6,-2.541999,53.598828
2021061127525,01/11/2021,2,12:47,2,2,1,30,1,1,1,1,6,-2.288751,53.610404
202106A079120,11/01/2021,2,15:05,3,1,1,30,1,1,1,1,6,-2.22653,53.526704
202106A080151,11/02/2021,5,15:36,3,2,1,20,1,1,1,1,6,-2.233587,53.465929
2021061104018,05/10/2021,3,22:20,3,1,1,20,4,1,2,1,6,-2.291114,53.384456
2021061092750,28/09/2021,3,17:15,2,2,2,40,1,2,2,2,3,-2.369096,53.512902
2021061023951,14/02/2021,1,14:30,3,2,1,30,1,1,1,1,6,-2.187244,53.39874
2021061026912,05/03/2021,6,10:15,3,1,1,30,1,1,1,1,6,-2.087588,53.425299
2021061065805,14/06/2021,2,17:15,3,2,1,30,1,1,1,1,3,-2.307747,53.445447
2021052100385,12/03/2021,6,20:50,3,2,1,30,4,1,2,1,6,-2.893365,53.422393
2021052101550,03/08/2021,3,17:00,3,2,2,20,1,1,1,1,6,-2.966647,53.443504
2021052101136,15/06/2021,3,19:54,3,2,1,30,1,1,1,1,6,-2.734161,53.45501
2021052100432,18/03/2021,5,17:20,3,2,1,30,1,1,1,1,6,-2.992178,53.459492
2021052100828,11/05/2021,3,15:10,3,1,1,40,1,1,1,1,3,-2.979201,53.476768
2021052101360,27/06/2021,1,13:10,3,2,2,60,1,1,1,2,3,-3.032247,53.527423
2021052102932,29/12/2021,4,16:30,3,2,1,30,4,1,1,1,6,-3.058807,53.372159
2021141055336,14/06/2021,2,00:20,3,1,1,30,4,1,1,2,6,-1.458283,53.55311
2021141052664,05/06/2021,7,16:05,2,2,1,30,1,1,1,2,6,-1.270067,53.523626
2021141086400,08/09/2021,4,12:14,3,3,1,30,1,1,1,1,6,-1.130909,53.524818
2021141051470,02/06/2021,4,11:30,3,3,1,40,1,1,1,1,6,-1.227678,53.422462
2021141105824,03/11/2021,4,15:15,2,1,1,30,1,1,1,1,6,-1.378954,53.429833
2021141109003,10/11/2021,4,11:19,2,2,2,40,1,1,1,1,6,-1.435053,53.455531
2021141029628,20/03/2021,7,18:00,3,2,1,30,1,1,1,1,6,-1.463469,53.371788
2021141058776,19/06/2021,7,04:00,3,1,1,30,4,1,2,1,7,-1.406068,53.375139
2021141082080,30/08/2021,2,00:37,3,2,4,50,4,1,1,2,6,-1.507286,53.466502
2021141094149,30/09/2021,5,21:38,3,2,1,30,4,2,2,1,6,-1.452426,53.435908
2021141105525,02/11/2021,3,13:55,3,2,1,20,1,1,1,1,9,-1.428226,53.389602
2021141127618,30/12/2021,5,17:02,2,1,1,30,4,2,2,1,7,-1.379408,53.372703
2021101095678,02/10/2021,7,10:10,3,2,1,30,1,1,1,1,3,-1.669288,54.99001
2021101041295,01/05/2021,7,12:15,3,2,1,30,1,1,1,2,1,-1.593708,55.039583
2021101075610,03/08/2021,3,14:45,3,2,1,30,1,1,1,2,6,-1.546094,55.013059
2021101103572,22/10/2021,6,21:15,3,1,1,30,4,1,1,1,6,-1.449196,55.039878
2021101064881,10/07/2021,7,16:30,2,2,1,30,1,1,1,1,6,-1.476541,54.961135
2021101022294,17/02/2021,4,12:45,3,2,2,30,1,1,2,1,6,-1.515679,54.880447
2021201097532,04/07/2021,1,11:14,3,3,2,30,1,2,2,1,3,-1.907218,52.480498
2021201113283,20/07/2021,3,15:41,3,2,1,40,1,1,1,1,3,-1.816547,52.490533
2021201090056,13/08/2021,6,22:42,3,1,1,30,4,1,1,1,6,-2.001922,52.46153
2021201102594,01/10/2021,6,15:49,2,4,2,30,1,1,1,1,6,-1.937708,52.503506
2021201145993,11/11/2021,5,14:00,3,2,1,30,1,1,1,1,3,-1.890781,52.464374
2021201149509,07/12/2021,3,19:25,3,1,1,30,4,1,1,1,6,-1.924193,52.524588
2021201148638,08/12/2021,4,11:00,3,2,1,30,1,2,2,1,6,-1.859436,52.476298
2021201086263,17/06/2021,5,16:15,3,2,1,30,1,1,1,1,6,-1.492956,52.41029
2021201114453,28/07/2021,4,13:00,3,2,1,30,1,1,2,1,6,-2.163552,52.480726
2021201136613,03/10/2021,1,11:00,3,2,1,30,1,1,1,1,3,-2.108877,52.473445
2021201090376,22/07/2021,5,12:42,3,2,2,30,1,1,1,1,6,-2.060407,52.522592
2021201108236,06/09/2021,2,10:10,3,2,2,40,1,1,1,1,3,-2.039509,52.507624
2021201137102,07/10/2021,5,09:02,3,2,1,40,1,1,1,2,3,-1.727829,52.447228
2021201036133,31/03/2021,4,15:40,2,1,1,30,1,1,1,1,6,-1.937514,52.598781
2021201066142,08/03/2021,2,07:56,3,2,2,30,1,1,1,1,6,-2.090146,52.564295
2021201058802,26/04/2021,2,07:50,3,2,1,30,1,1,1,1,3,-2.134586,52.585496
2021201143657,07/07/2021,4,22:44,2,2,4,30,4,8,2,1,6,-2.078706,52.584845
2021201091506,26/07/2021,2,14:30,3,1,1,30,1,1,1,1,6,-2.098177,52.613158
2021201095018,04/08/2021,4,12:55,2,2,1,30,1,1,1,1,6,-2.068277,52.579233
2021201127080,22/11/2021,2,17:50,3,2,1,30,4,1,1,1,6,-2.132599,52.567752
2021131048073,23/05/2021,1,13:00,3,2,1,30,1,1,1,1,6,-1.804247,53.924255
2021131050490,28/05/2021,6,13:40,2,1,1,30,1,1,1,1,6,-1.906409,53.869247
2021131083332,13/08/2021,6,18:30,3,2,1,30,1,9,1,1,6,-1.911414,53.86135
2021131079550,20/08/2021,6,19:50,3,2,1,30,1,2,2,1,6,-1.772763,53.810719
2021131071693,27/07/2021,3,10:09,3,2,2,30,1,1,1,1,6,-1.632838,53.690373
2021131077101,14/08/2021,7,19:50,3,2,1,30,1,1,1,1,3,-1.787358,53.644772
2021131091909,26/09/2021,1,12:23,2,1,1,30,1,1,1,1,6,-1.777806,53.646014
2021131093610,30/09/2021,5,15:00,3,1,2,30,1,2,2,1,6,-1.755267,53.651309
2021131115600,16/11/2021,3,16:50,3,3,1,30,4,1,1,1,6,-1.641978,53.719675
2021131073169,02/08/2021,2,08:27,3,2,2,30,1,1,1,1,6,-1.480792,53.746393
2021131050376,29/05/2021,7,13:55,3,2,1,30,1,1,1,2,6,-1.3347,53.652698
2021131116836,01/12/2021,4,20:56,3,2,1,30,4,1,1,1,6,-1.516858,53.676886
2021101035706,14/04/2021,4,21:57,2,1,1,50,4,1,1,1,3,-1.631392,54.950092
2021010303642,25/04/2021,1,09:30,3,2,1,30,1,9,9,1,9,0.148203,51.563084
2021010333890,27/09/2021,2,15:50,3,2,1,30,1,1,1,1,1,-0.141953,51.617065
2021010334887,01/10/2021,6,18:15,3,2,1,30,1,1,1,1,6,-0.218139,51.55905
2021010340374,29/10/2021,6,12:18,3,1,1,30,1,2,2,1,3,-0.175252,51.631391
2021010346952,29/11/2021,2,16:50,3,2,1,30,4,1,1,1,6,-0.27684,51.608691
2021010318007,04/07/2021,1,08:11,3,4,1,30,1,9,9,1,9,0.104809,51.450353
2021010320170,20/07/2021,3,13:20,3,2,1,30,1,1,1,1,6,0.122087,51.510959
2021010342011,05/11/2021,6,20:35,2,2,1,30,4,1,1,1,6,0.117311,51.441225
2021010288106,08/01/2021,6,07:03,3,2,1,20,1,1,1,1,7,-0.278686,51.585078
2021010296071,10/03/2021,4,13:05,3,2,1,30,1,2,2,1,6,-0.278089,51.54053
2021010312983,11/06/2021,6,19:25,3,2,2,30,1,1,1,1,6,-0.205236,51.541246
2021010313992,15/06/2021,3,17:20,3,2,1,20,1,1,1,1,9,-0.334851,51.557058
2021010329054,03/09/2021,6,22:30,3,1,1,40,4,1,1,1,3,-0.236879,51.569872
2021010333667,24/09/2021,6,14:32,3,2,1,30,1,8,1,1,9,-0.244864,51.536405
2021010332914,23/09/2021,5,08:27,3,2,1,30,1,1,1,1,6,0.017972,51.419523
2021010295550,06/03/2021,7,18:30,3,2,1,30,4,1,1,1,6,-0.097756,51.384427
2021010306687,02/05/2021,1,14:30,3,2,2,20,1,1,1,1,1,-0.092856,51.39754
2021010310858,31/05/2021,2,23:40,3,2,1,30,7,1,1,1,9,-0.120831,51.382461
2021010316994,02/07/2021,6,18:00,3,2,1,30,1,1,1,1,1,-0.092827,51.397557
2021010331605,16/09/2021,5,14:50,3,2,1,30,1,1,1,1,6,-0.051698,51.347438
2021010337278,13/10/2021,4,15:40,2,2,1,30,1,1,1,1,6,-0.083124,51.405429
2021010342783,09/11/2021,3,17:14,3,1,1,20,4,1,1,1,6,-0.09371,51.374577
2021010293998,23/02/2021,3,08:08,3,2,1,30,1,1,1,1,6,-0.386836,51.507463
2021010336328,08/10/2021,6,20:35,3,1,1,40,4,1,1,1,1,-0.294204,51.52992
2021010308766,22/05/2021,7,01:30,3,1,1,30,4,2,2,1,6,-0.143587,51.645309
2021010310944,02/06/2021,4,03:30,3,3,1,40,4,1,1,1,3,-0.111057,51.612499
2021010311524,04/06/2021,6,16:50,3,1,1,30,1,2,2,1,6,-0.055436,51.625996
2021010331047,11/09/2021,7,19:36,3,2,1,30,1,1,1,1,3,-0.109536,51.612258
2021010334594,30/09/2021,5,17:14,3,1,1,40,1,2,2,1,6,-0.07352,51.665978
2021010345150,21/11/2021,1,08:14,3,2,1,40,1,1,1,2,1,-0.019989,51.679197
2021010303174,22/04/2021,5,18:32,3,1,1,20,1,1,1,1,2,0.037959,51.4472
2021010338139,18/10/2021,2,07:44,3,2,1,40,1,1,1,1,3,0.022701,51.448111
2021010289665,22/01/2021,6,10:20,2,2,1,20,1,1,1,1,6,-0.083731,51.546572
2021010295347,05/03/2021,6,12:00,3,1,1,20,1,1,1,1,6,-0.08331,51.52983
2021010301964,16/04/2021,6,17:00,3,2,1,20,1,1,1,1,6,-0.093769,51.533471
