date,y,month,day,dayofweek,dayofyear,is_weekend,lag_1,lag_2,lag_3,lag_7,rollmean_7,rollstd_7,rollmean_14,rollstd_14
2011-08-10,28792.34,8,10,2,222,0,27679.44,23377.65,7578.91,26580.6,28624.36142857143,17729.23294538285,28888.89578571429,14891.528314406118
2011-08-11,72433.79,8,11,3,223,0,28792.34,27679.44,23377.65,28113.14,28940.324285714283,17706.43307446843,29024.980785714284,14880.529537341092
2011-08-12,32231.35,8,12,4,224,0,72433.79,28792.34,27679.44,65502.21,35271.845714285715,24122.903411895288,32652.804285714286,18655.142242285452
2011-08-14,5718.57,8,14,6,226,1,32231.35,72433.79,28792.34,21538.58,30518.865714285716,20119.313984728607,33126.26285714286,18546.25181092537
2011-08-15,17243.97,8,15,0,227,0,5718.57,32231.35,72433.79,7578.91,28258.864285714284,22088.370477479686,29515.465,18614.62611088129
2011-08-16,19239.66,8,16,1,228,0,17243.97,5718.57,32231.35,23377.65,29639.58714285714,20847.458996685695,29405.00571428571,18687.60947166359
2011-08-17,53499.96,8,17,2,229,0,19239.66,17243.97,5718.57,27679.44,29048.445714285714,21111.60727414573,28387.080714285716,18835.489035702885
2011-08-18,54106.93,8,18,3,230,0,53499.96,19239.66,17243.97,28792.34,32737.091428571428,23003.475802461864,30680.726428571426,19845.779472146092
2011-08-19,17349.59,8,19,4,231,0,54106.93,53499.96,19239.66,72433.79,36353.46142857143,24236.753794131517,32646.89285714285,20751.21710653597
2011-08-21,14576.86,8,21,6,233,1,17349.59,54106.93,53499.96,32231.35,28484.29,18931.505546354056,31878.067857142858,21128.08270022559
2011-08-22,29651.46,8,22,0,234,0,14576.86,17349.59,54106.93,5718.57,25962.22,19516.069039284896,28240.542857142857,19188.64457142994
2011-08-23,25993.68,8,23,1,235,0,29651.46,14576.86,17349.59,17243.97,29381.204285714284,17355.309735592822,28820.034285714286,19092.94288268098
2011-08-24,49035.36,8,24,2,236,0,25993.68,29651.46,14576.86,19239.66,30631.162857142856,16635.638179213067,30135.375,18126.91858042819
2011-08-25,23827.46,8,25,3,237,0,49035.36,25993.68,29651.46,53499.96,34887.69142857143,17042.049136138194,31968.06857142857,18679.744623376184
2011-08-26,25626.44,8,26,4,238,0,23827.46,49035.36,25993.68,54106.93,30648.762857142858,15235.491472185098,31692.92714285714,18775.893921438987
2011-08-28,10805.03,8,28,6,240,1,25626.44,23827.46,49035.36,17349.59,26580.12142857143,11193.617393060003,31466.79142857143,18832.495321736533
2011-08-30,31866.31,8,30,1,242,0,10805.03,25626.44,23827.46,14576.86,25645.184285714287,12310.662512307359,27064.737142857142,15412.127359923372
2011-08-31,25380.17,8,31,2,243,0,31866.31,10805.03,25626.44,29651.46,28115.105714285713,11422.24064831107,27038.662857142856,15403.020188836297
2011-09-01,37370.15,9,1,3,244,0,25380.17,31866.31,10805.03,25993.68,27504.92142857143,11440.561636853707,28443.062857142857,14155.403671308659
2011-09-02,42322.02,9,2,4,245,0,37370.15,25380.17,31866.31,49035.36,29130.13142857143,11985.188322135315,29880.647142857142,13951.071131206772
2011-09-04,17119.59,9,4,6,247,1,42322.02,37370.15,25380.17,23827.46,28171.082857142854,10273.248554424816,31529.38714285714,13960.717843494032
2011-09-05,37157.14,9,5,0,248,0,17119.59,42322.02,37370.15,25626.44,27212.815714285713,11030.853084211712,28930.789285714283,12902.35394646052
2011-09-06,28349.91,9,6,1,249,0,37157.14,17119.59,42322.02,10805.03,28860.058571428573,11600.700072068152,27720.09,11015.490044057875
2011-09-07,34413.53,9,7,2,250,0,28349.91,37157.14,17119.59,31866.31,31366.47,8541.652456027909,28505.827142857142,10603.480251657154
2011-09-08,27195.8,9,8,3,251,0,34413.53,28349.91,37157.14,25380.17,31730.358571428573,8620.390463396378,29922.73214285714,9901.116740782454
2011-09-09,30075.62,9,9,4,252,0,27195.8,34413.53,28349.91,37370.15,31989.734285714283,8422.52126410076,29747.327857142856,9928.007400735763
2011-09-11,35511.67,9,11,6,254,1,30075.62,27195.8,34413.53,42322.02,30947.65857142857,8090.598395107449,30038.895,9869.05437855876
2011-09-12,29738.33,9,12,0,255,0,35511.67,30075.62,27195.8,17119.59,29974.75142857143,6801.653703297599,29072.917142857146,8422.492984073077
2011-09-13,55117.05,9,13,1,256,0,29738.33,35511.67,30075.62,37157.14,31777.428571428572,3864.974432107998,29495.12214285714,8286.371571313917
2011-09-14,23592.98,9,14,2,257,0,55117.05,29738.33,35511.67,28349.91,34343.13,9655.266531755307,31601.594285714287,10641.091387005168
2011-09-15,78218.95,9,15,3,258,0,23592.98,55117.05,29738.33,34413.53,33663.56857142857,10293.682882421066,32515.019285714287,9165.095661276298
2011-09-16,27724.22,9,16,4,259,0,78218.95,23592.98,55117.05,27195.8,39921.485714285714,19774.76644209388,35825.92214285715,15259.161412161644
2011-09-18,15745.73,9,18,6,261,1,27724.22,78218.95,23592.98,30075.62,39996.974285714285,19719.020645776563,35993.35428571428,15148.184611970317
2011-09-19,49269.88,9,19,0,262,0,15745.73,27724.22,78218.95,35511.67,37949.84714285714,21576.967361598592,34448.75285714286,16071.348309362145
2011-09-20,109612.03,9,20,1,263,0,49269.88,15745.73,27724.22,29738.33,39915.305714285714,21941.400621791727,34945.02857142857,16436.30244388358
2011-09-21,48560.68,9,21,2,264,0,109612.03,49269.88,15745.73,55117.05,51325.83428571428,33494.30740934388,41551.63142857143,25051.22523957504
2011-09-22,59354.79,9,22,3,265,0,48560.68,109612.03,49269.88,23592.98,50389.21,33462.27646981298,42366.17,25082.720227020847
2011-09-23,40601.75,9,23,4,266,0,59354.79,48560.68,109612.03,78218.95,55498.04,31352.79454316206,44580.80428571429,25118.71857442535
2011-09-25,31372.661,9,25,6,268,1,40601.75,59354.79,48560.68,27724.22,50124.154285714285,30004.153948075727,45022.82,24980.10656625605
2011-09-26,29335.171,9,26,0,269,0,31372.661,40601.75,59354.79,15745.73,50645.360142857135,29578.86458396772,45321.16721428571,24774.913578364652
2011-09-27,36322.95,9,27,1,270,0,29335.171,31372.661,40601.75,49269.88,52586.708857142854,27261.736047199654,45268.278,24810.727611466464
2011-09-28,43749.06,9,28,2,271,0,36322.95,29335.171,31372.661,109612.03,50737.14742857143,27954.653369318235,45326.226571428575,24787.123115998835
2011-09-29,46401.45,9,29,3,272,0,43749.06,36322.95,29335.171,48560.68,41328.15171428572,10421.55647078161,46326.993,24388.999108091888
2011-09-30,44357.06,9,30,4,273,0,46401.45,43749.06,36322.95,59354.79,41019.690285714285,10201.436880524072,45704.45014285714,24258.253495831814
2011-10-02,11634.53,10,2,6,275,1,44357.06,46401.45,43749.06,40601.75,38877.15742857143,6673.8908233675165,47187.59871428571,23422.73607385987
2011-10-03,66376.82,10,3,0,276,0,11634.53,44357.06,46401.45,31372.661,34738.98314285714,12155.657373388412,42431.56871428572,23397.103339362933
2011-10-04,48810.65,10,4,1,277,0,66376.82,11634.53,44357.06,29335.171,39739.57728571428,16838.14637875326,45192.46871428571,23805.091198085483
2011-10-05,75593.63,10,5,2,278,0,48810.65,66376.82,11634.53,36322.95,42521.788571428566,16436.680693878377,47554.24871428571,22248.17973278584
2011-10-06,62891.19,10,6,3,279,0,75593.63,48810.65,66376.82,43749.06,48131.885714285716,20231.96974909994,49434.51657142857,23482.44406370122
2011-10-07,53790.7,10,7,4,280,0,62891.19,75593.63,48810.65,46401.45,50866.47571428572,20825.775792075434,46097.313714285716,16576.998304519017
2011-10-09,12524.4,10,9,6,282,1,53790.7,62891.19,75593.63,44357.06,51922.08285714286,20748.863872568792,46470.88657142857,16695.290841831953
2011-10-10,48239.18,10,10,0,283,0,12524.4,53790.7,62891.19,11634.53,47374.56,25603.646246656615,43125.858714285714,18508.304987616542
2011-10-11,52572.94,10,11,1,284,0,48239.18,12524.4,53790.7,66376.82,52603.79571428573,20270.108069923102,43671.38942857143,18540.71211149297
2011-10-12,32159.28,10,12,2,285,0,52572.94,48239.18,12524.4,48810.65,50631.81285714287,19357.80388015964,45185.69507142857,18323.43865173891
2011-10-13,37446.18,10,13,3,286,0,32159.28,52572.94,48239.18,75593.63,48253.04571428571,20602.00447587067,45387.41714285715,18150.2446338023
2011-10-14,36347.64,10,14,4,287,0,37446.18,32159.28,52572.94,62891.19,42803.409999999996,16872.29791747506,45467.64785714285,18109.53108321108
2011-10-16,22010.96,10,16,6,289,1,36347.64,37446.18,32159.28,53790.7,39011.474285714285,14408.060520832149,44938.975,18270.87757972435
2011-10-17,52062.2,10,17,0,290,0,22010.96,36347.64,37446.18,12524.4,34471.51142857143,13975.373470782373,43196.79714285714,19256.940896614786
2011-10-18,45332.16,10,18,1,291,0,52062.2,22010.96,36347.64,48239.18,40119.76857142857,11374.703988698537,43747.16428571429,19402.211505747626
2011-10-19,42573.36,10,19,2,292,0,45332.16,52062.2,22010.96,52572.94,39704.479999999996,11078.058458490523,46154.13785714285,17060.925155037865
2011-10-20,61122.9,10,20,3,293,0,42573.36,45332.16,52062.2,32159.28,38275.96857142857,9701.279731993149,44453.89071428571,16046.496154927892
2011-10-21,63226.64,10,21,4,294,0,61122.9,42573.36,45332.16,37446.18,42413.62857142858,12445.98834513278,45333.33714285714,16630.410189341732
2011-10-23,12339.16,10,23,6,296,1,63226.64,61122.9,42573.36,36347.64,46096.55142857142,14393.136149669199,44449.98071428571,15163.157685840686
2011-10-24,48752.91,10,24,0,297,0,12339.16,63226.64,61122.9,22010.96,42666.76857142857,19170.943891851395,40839.12142857143,16402.316682436092
2011-10-25,41314.64,10,25,1,298,0,48752.91,12339.16,63226.64,52062.2,46487.04714285715,16898.557775901776,40479.279285714285,16149.636233279964
2011-10-26,38059.43,10,26,2,299,0,41314.64,48752.91,12339.16,45332.16,44951.68142857143,16795.523017398045,42535.72499999999,14007.022255495653
2011-10-27,57291.72,10,27,3,300,0,38059.43,41314.64,48752.91,42573.36,43912.719999999994,16991.86001408027,41808.6,13952.288506325367
2011-10-28,40565.7,10,28,4,301,0,57291.72,38059.43,41314.64,61122.9,46015.34285714286,17694.61516989158,42145.65571428571,14285.355887610514
2011-10-30,34571.23,10,30,6,303,1,40565.7,57291.72,38059.43,63226.64,43078.6,16430.081914211507,42746.114285714284,14007.275472389201
2011-10-31,57369.15,10,31,0,304,0,34571.23,40565.7,57291.72,12339.16,38984.969999999994,13957.153080548584,42540.760714285716,14111.637337465349
2011-11-01,29155.15,11,1,1,305,0,57369.15,34571.23,40565.7,48752.91,45417.82571428571,9193.477650974186,44042.29714285715,14514.607575850809
2011-11-02,45888.34,11,2,2,306,0,29155.15,57369.15,34571.23,41314.64,42618.14571428572,10844.388452038007,44552.596428571436,13787.847181622637
2011-11-03,63561.49,11,3,3,307,0,45888.34,29155.15,57369.15,38059.43,43271.53142857143,10890.448557259444,44111.60642857143,13626.978172040057
2011-11-04,62977.36,11,4,4,308,0,63561.49,45888.34,29155.15,57291.72,46914.68285714286,12930.711309887673,45413.70142857143,14589.513736272209
2011-11-06,42946.34,11,6,6,310,1,62977.36,63561.49,45888.34,40565.7,47726.91714285714,13837.921299007434,46871.13,15286.439526594027
2011-11-07,85881.81,11,7,0,311,0,42946.34,62977.36,63561.49,34571.23,48067.008571428574,13660.707929790731,45572.80428571429,14745.194699313852
2011-11-08,57700.24,11,8,1,312,0,85881.81,42946.34,62977.36,57369.15,55397.09142857143,18218.13204769487,47191.03071428572,17765.495508858014
2011-11-09,66127.57,11,9,2,313,0,57700.24,85881.81,42946.34,29155.15,55444.39000000001,18224.53396794367,50431.10785714286,14811.076904233767
2011-11-10,71008.26,11,10,3,314,0,66127.57,57700.24,85881.81,45888.34,60726.16428571429,14262.585366326852,51672.15499999999,15376.76516802584
2011-11-11,55257.17,11,11,4,315,0,71008.26,66127.57,57700.24,63561.49,64314.724285714285,13012.45666415687,53793.12785714286,15877.926790091216
2011-11-13,34069.92,11,13,6,317,1,55257.17,71008.26,66127.57,62977.36,63128.392857142855,13463.310777565915,55021.53785714286,15218.610985622565
2011-11-14,114419.89,11,14,0,318,0,34069.92,55257.17,71008.26,42946.34,58998.758571428574,17380.82900347909,53362.837857142855,16186.83731289159
2011-11-15,60807.29,11,15,1,319,0,114419.89,34069.92,55257.17,85881.81,69209.2657142857,25483.981161765656,58638.13714285714,22499.182979711655
2011-11-16,65958.17,11,16,2,320,0,60807.29,114419.89,34069.92,57700.24,65627.19142857143,24492.85761450018,60512.14142857143,21406.495720878014
2011-11-17,61103.13,11,17,3,321,0,65958.17,60807.29,114419.89,66127.57,66806.89571428571,24245.039070556137,61125.642857142855,21432.552925334265
2011-11-18,51275.39,11,18,4,322,0,61103.13,65958.17,60807.29,71008.26,66089.11857142857,24342.680449868556,63407.64142857143,19368.072602262
2011-11-20,35058.57,11,20,6,324,1,51275.39,61103.13,65958.17,55257.17,63270.137142857144,24816.05178319648,63792.43071428571,19044.041659156035
2011-11-21,49805.72,11,21,0,325,0,35058.57,51275.39,61103.13,34069.92,60384.62285714286,26982.772547219014,61756.50785714285,20535.772666092955
2011-11-22,64089.82,11,22,1,326,0,49805.72,35058.57,51275.39,114419.89,62632.59428571428,25008.318803967224,60815.67642857142,20775.85881681085
2011-11-23,80104.18,11,23,2,327,0,64089.82,49805.72,35058.57,60807.29,55442.58428571429,10884.406730027184,62325.924999999996,20135.592187720675
2011-11-24,50978.63,11,24,3,328,0,80104.18,64089.82,49805.72,65958.17,58199.282857142854,14358.739416965636,61913.23714285714,19669.478935494702
2011-11-25,50822.73,11,25,4,329,0,50978.63,80104.18,64089.82,61103.13,56059.34857142857,14123.990539878592,61433.12214285714,19861.32376752144
2011-11-27,20611.08,11,27,6,331,1,50822.73,50978.63,80104.18,51275.39,54590.719999999994,14046.393406738463,60339.919285714284,20003.748974213875
2011-11-28,57165.19,11,28,0,332,0,20611.08,50822.73,50978.63,35058.57,50210.10428571428,19118.503121706333,56740.12071428571,22335.031349756224
2011-11-29,72595.93,11,29,1,333,0,57165.19,20611.08,50822.73,49805.72,53368.192857142865,17991.166961387553,56876.407857142854,22331.107369648587
2011-11-30,60126.96,11,30,2,334,0,72595.93,57165.19,20611.08,64089.82,56623.93714285714,19256.635646768347,59628.26571428571,21668.424417022754
2011-12-01,52197.25,12,1,3,335,0,60126.96,72595.93,57165.19,80104.18,56057.81428571429,19057.791037043815,55750.19928571429,14913.450388292782
2011-12-02,57664.07,12,2,4,336,0,52197.25,60126.96,72595.93,50978.63,52071.11,15835.697913135982,55135.19642857143,14866.32000200748
2011-12-04,24621.43,12,4,6,338,1,57664.07,52197.25,60126.96,50822.73,53026.172857142854,15959.942794175558,54542.760714285716,14564.027968783781
2011-12-05,88741.96,12,5,0,339,0,24621.43,57664.07,52197.25,20611.08,49283.130000000005,19288.253383441253,51936.925,16442.496789049095
2011-12-06,56713.21,12,6,1,340,0,88741.96,24621.43,57664.07,57165.19,59016.11285714286,19595.987846951964,54613.10857142857,19152.283780743688
2011-12-07,75439.16,12,7,2,341,0,56713.21,88741.96,24621.43,72595.93,58951.544285714284,19603.846138920308,56159.868571428575,18307.3452651329
2011-12-08,82495.0,12,8,3,342,0,75439.16,56713.21,88741.96,60126.96,59357.72000000001,19959.885020027847,57990.82857142857,18895.354840553948
2011-12-09,200920.6,12,9,4,343,0,82495.0,75439.16,56713.21,52197.25,62553.15428571428,21808.44046761468,59305.48428571429,19962.479989010466
