No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,Datetime,dayofweek,quarter,dayofyear,is_weekend,lag_1,lag_24,roll_24,roll_168,wind_NW,wind_SE,wind_cv
1669,2010,3,11,12,193.0,-10,6.0,1010.0,6.26,0,0,2010-03-11 12:00:00,3,1,70,0,224.0,48.0,100.375,70.50595238095238,0,1,0
1670,2010,3,11,13,167.0,-10,7.0,1009.0,9.39,0,0,2010-03-11 13:00:00,3,1,70,0,193.0,44.0,106.41666666666667,70.3452380952381,0,1,0
1671,2010,3,11,14,162.0,-9,8.0,1007.0,12.52,0,0,2010-03-11 14:00:00,3,1,70,0,167.0,33.0,111.54166666666667,69.92857142857143,0,1,0
1672,2010,3,11,15,163.0,-9,8.0,1005.0,16.54,0,0,2010-03-11 15:00:00,3,1,70,0,162.0,37.0,116.91666666666667,69.39285714285714,0,1,0
1673,2010,3,11,16,163.0,-8,9.0,1005.0,1.79,0,0,2010-03-11 16:00:00,3,1,70,0,163.0,40.0,122.16666666666667,69.01785714285714,0,0,1
1674,2010,3,11,17,154.0,-9,8.0,1005.0,2.68,0,0,2010-03-11 17:00:00,3,1,70,0,163.0,34.0,127.29166666666667,68.61309523809524,0,0,1
1675,2010,3,11,18,189.0,-6,6.0,1004.0,1.79,0,0,2010-03-11 18:00:00,3,1,70,0,154.0,32.0,132.29166666666666,68.20833333333333,0,1,0
1676,2010,3,11,19,210.0,-6,5.0,1005.0,4.02,0,0,2010-03-11 19:00:00,3,1,70,0,189.0,33.0,138.83333333333334,67.86904761904762,1,0,0
1677,2010,3,11,20,222.0,-6,4.0,1005.0,5.81,0,0,2010-03-11 20:00:00,3,1,70,0,210.0,51.0,146.20833333333334,67.56547619047619,1,0,0
1678,2010,3,11,21,216.0,-6,3.0,1005.0,7.6,0,0,2010-03-11 21:00:00,3,1,70,0,222.0,62.0,153.33333333333334,67.36309523809524,1,0,0
1679,2010,3,11,22,219.0,-6,4.0,1005.0,10.73,0,0,2010-03-11 22:00:00,3,1,70,0,216.0,68.0,159.75,67.13095238095238,1,0,0
1680,2010,3,11,23,223.0,-6,2.0,1005.0,11.62,0,0,2010-03-11 23:00:00,3,1,70,0,219.0,89.0,166.04166666666666,66.86904761904762,1,0,0
1681,2010,3,12,0,213.0,-6,5.0,1006.0,16.54,0,0,2010-03-12 00:00:00,4,1,71,0,223.0,101.0,171.625,66.5952380952381,1,0,0
1682,2010,3,12,1,314.0,-9,10.0,1007.0,31.74,0,0,2010-03-12 01:00:00,4,1,71,0,213.0,106.0,176.29166666666666,66.38690476190476,1,0,0
1683,2010,3,12,2,59.0,-10,8.0,1009.0,39.79,0,0,2010-03-12 02:00:00,4,1,71,0,314.0,144.0,184.95833333333334,67.72619047619048,1,0,0
1684,2010,3,12,3,38.0,-10,6.0,1011.0,47.84,0,0,2010-03-12 03:00:00,4,1,71,0,59.0,142.0,181.41666666666666,67.98809523809524,1,0,0
1685,2010,3,12,4,29.0,-13,5.0,1012.0,57.67,0,0,2010-03-12 04:00:00,4,1,71,0,38.0,140.0,177.08333333333334,68.10119047619048,1,0,0
1686,2010,3,12,5,27.0,-13,4.0,1013.0,64.82,0,0,2010-03-12 05:00:00,4,1,71,0,29.0,158.0,172.45833333333334,68.18452380952381,1,0,0
1687,2010,3,12,6,20.0,-13,3.0,1015.0,73.76,0,0,2010-03-12 06:00:00,4,1,71,0,27.0,135.0,167.0,68.26785714285714,1,0,0
1688,2010,3,12,7,18.0,-14,3.0,1016.0,82.7,0,0,2010-03-12 07:00:00,4,1,71,0,20.0,145.0,162.20833333333334,68.29166666666667,1,0,0
1689,2010,3,12,8,19.0,-15,4.0,1018.0,88.51,0,0,2010-03-12 08:00:00,4,1,71,0,18.0,161.0,156.91666666666666,68.28571428571429,1,0,0
1690,2010,3,12,9,14.0,-16,5.0,1019.0,3.13,0,0,2010-03-12 09:00:00,4,1,71,0,19.0,183.0,151.0,68.28571428571429,0,0,0
1691,2010,3,12,10,19.0,-18,6.0,1020.0,8.05,0,0,2010-03-12 10:00:00,4,1,71,0,14.0,199.0,143.95833333333334,68.22619047619048,1,0,0
1692,2010,3,12,11,23.0,-20,7.0,1020.0,12.97,0,0,2010-03-12 11:00:00,4,1,71,0,19.0,224.0,136.45833333333334,68.19642857142857,1,0,0
1693,2010,3,12,12,14.0,-20,8.0,1020.0,20.12,0,0,2010-03-12 12:00:00,4,1,71,0,23.0,193.0,128.08333333333334,68.23214285714286,1,0,0
1694,2010,3,12,13,12.0,-18,9.0,1019.0,25.93,0,0,2010-03-12 13:00:00,4,1,71,0,14.0,167.0,120.625,68.25,1,0,0
1695,2010,3,12,14,12.0,-19,9.0,1019.0,30.85,0,0,2010-03-12 14:00:00,4,1,71,0,12.0,162.0,114.16666666666667,68.2202380952381,1,0,0
1696,2010,3,12,15,16.0,-18,9.0,1019.0,3.13,0,0,2010-03-12 15:00:00,4,1,71,0,12.0,163.0,107.91666666666667,68.20833333333333,0,0,0
1697,2010,3,12,16,16.0,-19,8.0,1019.0,3.13,0,0,2010-03-12 16:00:00,4,1,71,0,16.0,163.0,101.79166666666667,68.20833333333333,0,1,0
1698,2010,3,12,17,17.0,-18,8.0,1020.0,3.13,0,0,2010-03-12 17:00:00,4,1,71,0,16.0,154.0,95.66666666666667,68.20833333333333,0,0,0
1699,2010,3,12,18,19.0,-19,7.0,1020.0,1.79,0,0,2010-03-12 18:00:00,4,1,71,0,17.0,189.0,89.95833333333333,68.20238095238095,0,1,0
1700,2010,3,12,19,32.0,-17,4.0,1021.0,2.68,0,0,2010-03-12 19:00:00,4,1,71,0,19.0,210.0,82.875,68.18452380952381,0,1,0
1701,2010,3,12,20,53.0,-13,2.0,1023.0,0.89,0,0,2010-03-12 20:00:00,4,1,71,0,32.0,222.0,75.45833333333333,68.19642857142857,0,0,1
1702,2010,3,12,21,54.0,-8,0.0,1023.0,0.89,0,0,2010-03-12 21:00:00,4,1,71,0,53.0,216.0,68.41666666666667,68.35119047619048,0,0,0
1703,2010,3,12,22,52.0,-12,2.0,1024.0,4.02,0,0,2010-03-12 22:00:00,4,1,71,0,54.0,219.0,61.666666666666664,68.5,0,1,0
1704,2010,3,12,23,91.0,-5,1.0,1025.0,8.04,0,0,2010-03-12 23:00:00,4,1,71,0,52.0,223.0,54.708333333333336,68.69047619047619,0,1,0
1705,2010,3,13,0,79.0,-5,0.0,1026.0,12.06,0,0,2010-03-13 00:00:00,5,1,72,1,91.0,213.0,49.208333333333336,69.14880952380952,0,1,0
1706,2010,3,13,1,71.0,-6,0.0,1027.0,16.08,0,0,2010-03-13 01:00:00,5,1,72,1,79.0,314.0,43.625,69.50595238095238,0,1,0
1707,2010,3,13,2,47.0,-7,-1.0,1026.0,19.21,0,0,2010-03-13 02:00:00,5,1,72,1,71.0,59.0,33.5,69.83333333333333,0,1,0
1708,2010,3,13,3,40.0,-7,-1.0,1028.0,0.89,0,0,2010-03-13 03:00:00,5,1,72,1,47.0,38.0,33.0,70.04166666666667,0,0,1
1709,2010,3,13,4,41.0,-7,0.0,1028.0,3.13,0,0,2010-03-13 04:00:00,5,1,72,1,40.0,29.0,33.083333333333336,70.20238095238095,0,1,0
1710,2010,3,13,5,41.0,-8,0.0,1028.0,6.26,0,0,2010-03-13 05:00:00,5,1,72,1,41.0,27.0,33.583333333333336,70.35714285714286,0,1,0
1711,2010,3,13,6,38.0,-10,0.0,1028.0,8.05,0,0,2010-03-13 06:00:00,5,1,72,1,41.0,20.0,34.166666666666664,70.53571428571429,0,1,0
1712,2010,3,13,7,50.0,-10,-1.0,1028.0,0.89,0,0,2010-03-13 07:00:00,5,1,72,1,38.0,18.0,34.916666666666664,70.64880952380952,0,0,1
1713,2010,3,13,8,69.0,-12,0.0,1029.0,1.79,0,0,2010-03-13 08:00:00,5,1,72,1,50.0,19.0,36.25,70.85119047619048,0,1,0
1714,2010,3,13,9,82.0,-13,1.0,1029.0,5.81,0,0,2010-03-13 09:00:00,5,1,72,1,69.0,14.0,38.333333333333336,71.10119047619048,0,1,0
1715,2010,3,13,10,79.0,-13,2.0,1029.0,9.83,0,0,2010-03-13 10:00:00,5,1,72,1,82.0,19.0,41.166666666666664,71.45238095238095,0,1,0
1716,2010,3,13,11,76.0,-12,4.0,1029.0,12.96,0,0,2010-03-13 11:00:00,5,1,72,1,79.0,23.0,43.666666666666664,71.75,0,1,0
1717,2010,3,13,12,78.0,-12,5.0,1028.0,16.98,0,0,2010-03-13 12:00:00,5,1,72,1,76.0,14.0,45.875,72.04761904761905,0,1,0
1718,2010,3,13,13,71.0,-11,7.0,1027.0,21.0,0,0,2010-03-13 13:00:00,5,1,72,1,78.0,12.0,48.541666666666664,72.2797619047619,0,1,0
1719,2010,3,13,14,73.0,-10,7.0,1025.0,25.02,0,0,2010-03-13 14:00:00,5,1,72,1,71.0,12.0,51.0,72.39285714285714,0,1,0
1720,2010,3,13,15,68.0,-10,7.0,1024.0,29.04,0,0,2010-03-13 15:00:00,5,1,72,1,73.0,16.0,53.541666666666664,72.44047619047619,0,1,0
1721,2010,3,13,16,58.0,-9,8.0,1024.0,33.96,0,0,2010-03-13 16:00:00,5,1,72,1,68.0,16.0,55.708333333333336,72.30357142857143,0,1,0
1722,2010,3,13,17,61.0,-10,7.0,1023.0,37.98,0,0,2010-03-13 17:00:00,5,1,72,1,58.0,17.0,57.458333333333336,72.03571428571429,0,1,0
1723,2010,3,13,18,58.0,-11,6.0,1024.0,42.0,0,0,2010-03-13 18:00:00,5,1,72,1,61.0,19.0,59.291666666666664,71.80952380952381,0,1,0
1724,2010,3,13,19,75.0,-10,5.0,1024.0,47.81,0,0,2010-03-13 19:00:00,5,1,72,1,58.0,32.0,60.916666666666664,71.56547619047619,0,1,0
1725,2010,3,13,20,78.0,-10,4.0,1024.0,51.83,0,0,2010-03-13 20:00:00,5,1,72,1,75.0,53.0,62.708333333333336,71.39880952380952,0,1,0
1726,2010,3,13,21,64.0,-10,3.0,1025.0,56.75,0,0,2010-03-13 21:00:00,5,1,72,1,78.0,54.0,63.75,71.29166666666667,0,1,0
1727,2010,3,13,22,53.0,-11,3.0,1025.0,60.77,0,0,2010-03-13 22:00:00,5,1,72,1,64.0,52.0,64.16666666666667,71.2202380952381,0,1,0
1728,2010,3,13,23,41.0,-10,3.0,1025.0,0.89,0,0,2010-03-13 23:00:00,5,1,72,1,53.0,91.0,64.20833333333333,71.125,0,0,1
1729,2010,3,14,0,37.0,-11,2.0,1025.0,3.13,0,0,2010-03-14 00:00:00,6,1,73,1,41.0,79.0,62.125,70.875,0,1,0
1730,2010,3,14,1,44.0,-10,2.0,1025.0,4.92,0,0,2010-03-14 01:00:00,6,1,73,1,37.0,71.0,60.375,70.72619047619048,0,1,0
1731,2010,3,14,2,65.0,-9,2.0,1024.0,6.71,0,0,2010-03-14 02:00:00,6,1,73,1,44.0,47.0,59.25,70.68452380952381,0,1,0
1732,2010,3,14,3,68.0,-8,2.0,1023.0,0.89,0,0,2010-03-14 03:00:00,6,1,73,1,65.0,40.0,60.0,70.75595238095238,0,0,1
1733,2010,3,14,4,75.0,-9,2.0,1023.0,0.89,0,1,2010-03-14 04:00:00,6,1,73,1,68.0,41.0,61.166666666666664,70.75595238095238,0,1,0
1734,2010,3,14,5,80.0,-8,1.0,1023.0,0.45,0,2,2010-03-14 05:00:00,6,1,73,1,75.0,41.0,62.583333333333336,70.7797619047619,0,0,1
1735,2010,3,14,6,80.0,-6,1.0,1023.0,3.13,0,3,2010-03-14 06:00:00,6,1,73,1,80.0,38.0,64.20833333333333,70.88690476190476,1,0,0
1736,2010,3,14,7,105.0,-3,-1.0,1022.0,6.26,1,0,2010-03-14 07:00:00,6,1,73,1,80.0,50.0,65.95833333333333,71.01785714285714,1,0,0
1737,2010,3,14,8,86.0,-2,-1.0,1022.0,9.39,2,0,2010-03-14 08:00:00,6,1,73,1,105.0,69.0,68.25,71.23214285714286,1,0,0
1738,2010,3,14,9,93.0,-2,-1.0,1022.0,11.18,3,0,2010-03-14 09:00:00,6,1,73,1,86.0,82.0,68.95833333333333,71.30357142857143,1,0,0
1739,2010,3,14,10,90.0,-2,-1.0,1021.0,14.31,4,0,2010-03-14 10:00:00,6,1,73,1,93.0,79.0,69.41666666666667,71.45833333333333,1,0,0
1740,2010,3,14,11,73.0,-1,-1.0,1021.0,16.1,6,0,2010-03-14 11:00:00,6,1,73,1,90.0,76.0,69.875,71.6547619047619,1,0,0
1741,2010,3,14,12,68.0,-1,0.0,1021.0,20.12,8,0,2010-03-14 12:00:00,6,1,73,1,73.0,78.0,69.75,71.67857142857143,1,0,0
1742,2010,3,14,13,68.0,-1,0.0,1020.0,23.25,9,0,2010-03-14 13:00:00,6,1,73,1,68.0,71.0,69.33333333333333,71.58928571428571,1,0,0
1743,2010,3,14,14,78.0,-1,0.0,1019.0,26.38,10,0,2010-03-14 14:00:00,6,1,73,1,68.0,73.0,69.20833333333333,71.44642857142857,1,0,0
1744,2010,3,14,15,83.0,-1,0.0,1019.0,28.17,11,0,2010-03-14 15:00:00,6,1,73,1,78.0,68.0,69.41666666666667,71.31547619047619,1,0,0
1745,2010,3,14,16,86.0,-1,0.0,1019.0,29.96,13,0,2010-03-14 16:00:00,6,1,73,1,83.0,58.0,70.04166666666667,71.16666666666667,1,0,0
1746,2010,3,14,17,94.0,-1,0.0,1018.0,0.45,14,0,2010-03-14 17:00:00,6,1,73,1,86.0,61.0,71.20833333333333,70.89285714285714,0,0,1
1747,2010,3,14,18,112.0,-1,0.0,1018.0,0.89,0,0,2010-03-14 18:00:00,6,1,73,1,94.0,58.0,72.58333333333333,70.66666666666667,0,0,0
1748,2010,3,14,19,108.0,-2,-1.0,1018.0,1.79,0,0,2010-03-14 19:00:00,6,1,73,1,112.0,75.0,74.83333333333333,70.53571428571429,1,0,0
1749,2010,3,14,20,116.0,-1,0.0,1019.0,4.92,0,0,2010-03-14 20:00:00,6,1,73,1,108.0,78.0,76.20833333333333,70.41666666666667,1,0,0
1750,2010,3,14,21,105.0,-1,0.0,1019.0,8.94,0,0,2010-03-14 21:00:00,6,1,73,1,116.0,64.0,77.79166666666667,70.36904761904762,1,0,0
1751,2010,3,14,22,112.0,-1,1.0,1019.0,12.07,0,0,2010-03-14 22:00:00,6,1,73,1,105.0,53.0,79.5,70.30357142857143,1,0,0
1752,2010,3,14,23,87.0,-2,-1.0,1019.0,13.86,0,0,2010-03-14 23:00:00,6,1,73,1,112.0,41.0,81.95833333333333,70.29166666666667,1,0,0
1753,2010,3,15,0,103.0,-1,0.0,1019.0,17.88,0,0,2010-03-15 00:00:00,0,1,74,0,87.0,37.0,83.875,70.39285714285714,1,0,0
1754,2010,3,15,1,129.0,-1,0.0,1020.0,21.01,0,0,2010-03-15 01:00:00,0,1,74,0,103.0,44.0,86.625,70.55357142857143,1,0,0
1755,2010,3,15,2,153.0,-2,2.0,1020.0,26.82,0,0,2010-03-15 02:00:00,0,1,74,0,129.0,65.0,90.16666666666667,70.91666666666667,1,0,0
1756,2010,3,15,3,220.0,-3,1.0,1020.0,1.79,0,0,2010-03-15 03:00:00,0,1,74,0,153.0,68.0,93.83333333333333,71.38690476190476,0,1,0
1757,2010,3,15,4,175.0,-8,2.0,1020.0,4.02,0,0,2010-03-15 04:00:00,0,1,74,0,220.0,75.0,100.16666666666667,72.25,1,0,0
1758,2010,3,15,5,132.0,-10,2.0,1020.0,11.17,0,0,2010-03-15 05:00:00,0,1,74,0,175.0,80.0,104.33333333333333,72.91666666666667,1,0,0
1759,2010,3,15,6,69.0,-13,1.0,1021.0,16.98,0,0,2010-03-15 06:00:00,0,1,74,0,132.0,80.0,106.5,73.26785714285714,1,0,0
1760,2010,3,15,7,60.0,-12,0.0,1022.0,22.79,0,0,2010-03-15 07:00:00,0,1,74,0,69.0,105.0,106.04166666666667,73.31547619047619,1,0,0
1761,2010,3,15,8,50.0,-13,1.0,1023.0,26.81,0,0,2010-03-15 08:00:00,0,1,74,0,60.0,86.0,104.16666666666667,73.29761904761905,1,0,0
1762,2010,3,15,9,43.0,-13,1.0,1024.0,33.96,0,0,2010-03-15 09:00:00,0,1,74,0,50.0,93.0,102.66666666666667,73.20833333333333,1,0,0
1763,2010,3,15,10,36.0,-11,1.0,1025.0,41.11,0,0,2010-03-15 10:00:00,0,1,74,0,43.0,90.0,100.58333333333333,73.20833333333333,1,0,0
1764,2010,3,15,11,26.0,-12,2.0,1025.0,50.05,0,0,2010-03-15 11:00:00,0,1,74,0,36.0,73.0,98.33333333333333,73.25,1,0,0
1765,2010,3,15,12,21.0,-12,2.0,1025.0,62.12,0,0,2010-03-15 12:00:00,0,1,74,0,26.0,68.0,96.375,73.23809523809524,1,0,0
1766,2010,3,15,13,27.0,-11,2.0,1024.0,73.3,0,0,2010-03-15 13:00:00,0,1,74,0,21.0,68.0,94.41666666666667,73.20833333333333,1,0,0
1767,2010,3,15,14,21.0,-10,3.0,1024.0,83.13,0,0,2010-03-15 14:00:00,0,1,74,0,27.0,78.0,92.70833333333333,73.19642857142857,1,0,0
1768,2010,3,15,15,22.0,-11,3.0,1024.0,94.31,0,0,2010-03-15 15:00:00,0,1,74,0,21.0,83.0,90.33333333333333,73.13095238095238,1,0,0
1769,2010,3,15,16,22.0,-11,4.0,1024.0,106.38,0,0,2010-03-15 16:00:00,0,1,74,0,22.0,86.0,87.79166666666667,73.06547619047619,1,0,0
1770,2010,3,15,17,17.0,-11,4.0,1024.0,116.21,0,0,2010-03-15 17:00:00,0,1,74,0,22.0,94.0,85.125,72.94047619047619,1,0,0
1771,2010,3,15,18,25.0,-11,3.0,1024.0,124.26,0,0,2010-03-15 18:00:00,0,1,74,0,17.0,112.0,81.91666666666667,72.74404761904762,1,0,0
1772,2010,3,15,19,52.0,-12,3.0,1025.0,129.18,0,0,2010-03-15 19:00:00,0,1,74,0,25.0,108.0,78.29166666666667,72.55952380952381,1,0,0
1773,2010,3,15,20,30.0,-11,1.0,1026.0,132.31,0,0,2010-03-15 20:00:00,0,1,74,0,52.0,116.0,75.95833333333333,72.49404761904762,1,0,0
1774,2010,3,15,21,33.0,-13,2.0,1026.0,134.1,0,0,2010-03-15 21:00:00,0,1,74,0,30.0,105.0,72.375,72.39285714285714,1,0,0
1775,2010,3,15,22,38.0,-11,-1.0,1026.0,135.89,0,0,2010-03-15 22:00:00,0,1,74,0,33.0,112.0,69.375,72.42857142857143,1,0,0
1776,2010,3,15,23,44.0,-11,-1.0,1026.0,0.89,0,0,2010-03-15 23:00:00,0,1,74,0,38.0,87.0,66.29166666666667,72.53571428571429,0,0,1
1777,2010,3,16,0,61.0,-10,-3.0,1026.0,0.89,0,0,2010-03-16 00:00:00,1,1,75,0,44.0,103.0,64.5,72.70238095238095,1,0,0
1778,2010,3,16,1,63.0,-9,-3.0,1025.0,0.89,0,0,2010-03-16 01:00:00,1,1,75,0,61.0,129.0,62.75,73.03571428571429,0,0,1
1779,2010,3,16,2,72.0,-9,-4.0,1025.0,1.78,0,0,2010-03-16 02:00:00,1,1,75,0,63.0,153.0,60.0,73.36904761904762,0,0,1
1780,2010,3,16,3,67.0,-9,-4.0,1024.0,2.67,0,0,2010-03-16 03:00:00,1,1,75,0,72.0,220.0,56.625,73.75,0,0,1
1781,2010,3,16,4,55.0,-9,-6.0,1023.0,0.89,0,0,2010-03-16 04:00:00,1,1,75,0,67.0,175.0,50.25,74.08928571428571,0,1,0
1782,2010,3,16,5,50.0,-10,-7.0,1023.0,0.89,0,0,2010-03-16 05:00:00,1,1,75,0,55.0,132.0,45.25,74.33928571428571,0,0,1
1783,2010,3,16,6,55.0,-10,-7.0,1023.0,1.78,0,0,2010-03-16 06:00:00,1,1,75,0,50.0,69.0,41.833333333333336,74.57142857142857,0,0,1
1784,2010,3,16,7,71.0,-10,-7.0,1024.0,0.89,0,0,2010-03-16 07:00:00,1,1,75,0,55.0,60.0,41.25,74.82142857142857,0,0,0
1785,2010,3,16,8,79.0,-9,-3.0,1024.0,1.79,0,0,2010-03-16 08:00:00,1,1,75,0,71.0,50.0,41.708333333333336,75.125,1,0,0
1786,2010,3,16,9,72.0,-9,-1.0,1025.0,3.58,0,0,2010-03-16 09:00:00,1,1,75,0,79.0,43.0,42.916666666666664,75.48809523809524,1,0,0
1787,2010,3,16,10,73.0,-12,1.0,1024.0,6.71,0,0,2010-03-16 10:00:00,1,1,75,0,72.0,36.0,44.125,75.80952380952381,1,0,0
1788,2010,3,16,11,73.0,-15,2.0,1024.0,8.5,0,0,2010-03-16 11:00:00,1,1,75,0,73.0,26.0,45.666666666666664,76.16071428571429,1,0,0
1789,2010,3,16,12,53.0,-13,4.0,1023.0,1.79,0,0,2010-03-16 12:00:00,1,1,75,0,73.0,21.0,47.625,76.47619047619048,0,0,0
1790,2010,3,16,13,56.0,-13,5.0,1022.0,3.58,0,0,2010-03-16 13:00:00,1,1,75,0,53.0,27.0,48.958333333333336,76.67857142857143,0,0,0
1791,2010,3,16,14,60.0,-14,6.0,1022.0,5.37,0,0,2010-03-16 14:00:00,1,1,75,0,56.0,21.0,50.166666666666664,76.89285714285714,0,0,0
1792,2010,3,16,15,64.0,-13,6.0,1021.0,1.79,0,0,2010-03-16 15:00:00,1,1,75,0,60.0,22.0,51.791666666666664,77.13095238095238,1,0,0
1793,2010,3,16,16,53.0,-14,7.0,1021.0,3.58,0,0,2010-03-16 16:00:00,1,1,75,0,64.0,22.0,53.541666666666664,77.375,1,0,0
1794,2010,3,16,17,45.0,-12,7.0,1021.0,6.71,0,0,2010-03-16 17:00:00,1,1,75,0,53.0,17.0,54.833333333333336,77.56547619047619,1,0,0
1795,2010,3,16,18,54.0,-11,4.0,1021.0,8.5,0,0,2010-03-16 18:00:00,1,1,75,0,45.0,25.0,56.0,77.75,1,0,0
1796,2010,3,16,19,62.0,-10,3.0,1022.0,11.63,0,0,2010-03-16 19:00:00,1,1,75,0,54.0,52.0,57.208333333333336,77.97619047619048,1,0,0
1797,2010,3,16,20,63.0,-7,2.0,1023.0,14.76,0,0,2010-03-16 20:00:00,1,1,75,0,62.0,30.0,57.625,78.25,1,0,0
1798,2010,3,16,21,67.0,-9,2.0,1023.0,1.79,0,0,2010-03-16 21:00:00,1,1,75,0,63.0,33.0,59.0,78.4702380952381,0,0,0
1799,2010,3,16,22,85.0,-11,4.0,1024.0,3.13,0,0,2010-03-16 22:00:00,1,1,75,0,67.0,38.0,60.416666666666664,78.73809523809524,1,0,0
1800,2010,3,16,23,89.0,-11,4.0,1024.0,3.13,0,0,2010-03-16 23:00:00,1,1,75,0,85.0,44.0,62.375,79.08333333333333,0,0,0
1801,2010,3,17,0,76.0,-9,3.0,1025.0,3.13,0,0,2010-03-17 00:00:00,2,1,76,0,89.0,61.0,64.25,79.30952380952381,1,0,0
1802,2010,3,17,1,41.0,-7,2.0,1026.0,1.79,0,0,2010-03-17 01:00:00,2,1,76,0,76.0,63.0,64.875,79.48809523809524,0,1,0
1803,2010,3,17,2,83.0,-7,1.0,1026.0,1.79,0,0,2010-03-17 02:00:00,2,1,76,0,41.0,72.0,63.958333333333336,79.42857142857143,0,0,0
1804,2010,3,17,3,85.0,-11,2.0,1025.0,6.71,0,0,2010-03-17 03:00:00,2,1,76,0,83.0,67.0,64.41666666666667,79.63690476190476,0,0,0
1805,2010,3,17,4,41.0,-11,2.0,1026.0,9.84,0,0,2010-03-17 04:00:00,2,1,76,0,85.0,55.0,65.16666666666667,79.7797619047619,0,0,0
1806,2010,3,17,5,18.0,-12,2.0,1026.0,13.86,0,0,2010-03-17 05:00:00,2,1,76,0,41.0,50.0,64.58333333333333,79.67857142857143,0,0,0
1807,2010,3,17,6,27.0,-13,1.0,1027.0,19.67,0,0,2010-03-17 06:00:00,2,1,76,0,18.0,55.0,63.25,79.2797619047619,0,0,0
1808,2010,3,17,7,33.0,-15,1.0,1027.0,26.82,0,0,2010-03-17 07:00:00,2,1,76,0,27.0,71.0,62.083333333333336,78.94047619047619,0,0,0
1809,2010,3,17,8,34.0,-15,1.0,1028.0,33.97,0,0,2010-03-17 08:00:00,2,1,76,0,33.0,79.0,60.5,78.61904761904762,0,0,0
1810,2010,3,17,9,28.0,-16,2.0,1029.0,39.78,0,0,2010-03-17 09:00:00,2,1,76,0,34.0,72.0,58.625,78.16071428571429,0,0,0
1811,2010,3,17,10,27.0,-15,3.0,1029.0,44.7,0,0,2010-03-17 10:00:00,2,1,76,0,28.0,73.0,56.791666666666664,77.70238095238095,0,0,0
1812,2010,3,17,11,23.0,-15,5.0,1028.0,49.62,0,0,2010-03-17 11:00:00,2,1,76,0,27.0,73.0,54.875,77.44642857142857,0,0,0
1813,2010,3,17,12,22.0,-14,5.0,1027.0,54.54,0,0,2010-03-17 12:00:00,2,1,76,0,23.0,53.0,52.791666666666664,77.26785714285714,0,0,0
1814,2010,3,17,13,26.0,-17,6.0,1027.0,58.56,0,0,2010-03-17 13:00:00,2,1,76,0,22.0,56.0,51.5,77.11309523809524,0,0,0
1815,2010,3,17,14,20.0,-17,6.0,1026.0,3.13,0,0,2010-03-17 14:00:00,2,1,76,0,26.0,60.0,50.25,77.00595238095238,0,1,0
1816,2010,3,17,15,21.0,-17,7.0,1025.0,3.13,0,0,2010-03-17 15:00:00,2,1,76,0,20.0,64.0,48.583333333333336,76.92857142857143,0,0,0
1817,2010,3,17,16,24.0,-18,7.0,1025.0,1.79,0,0,2010-03-17 16:00:00,2,1,76,0,21.0,53.0,46.791666666666664,76.83333333333333,0,0,1
1818,2010,3,17,17,23.0,-17,7.0,1025.0,2.68,0,0,2010-03-17 17:00:00,2,1,76,0,24.0,45.0,45.583333333333336,76.73809523809524,0,0,1
1819,2010,3,17,18,28.0,-14,5.0,1025.0,0.89,0,0,2010-03-17 18:00:00,2,1,76,0,23.0,54.0,44.666666666666664,76.67261904761905,0,1,0
1820,2010,3,17,19,39.0,-12,3.0,1025.0,0.89,0,0,2010-03-17 19:00:00,2,1,76,0,28.0,62.0,43.583333333333336,76.64880952380952,0,0,1
1821,2010,3,17,20,51.0,-12,2.0,1026.0,0.89,0,0,2010-03-17 20:00:00,2,1,76,0,39.0,63.0,42.625,76.68452380952381,0,1,0
1822,2010,3,17,21,67.0,-11,1.0,1026.0,0.45,0,0,2010-03-17 21:00:00,2,1,76,0,51.0,67.0,42.125,76.68452380952381,0,0,1
1823,2010,3,17,22,66.0,-7,-1.0,1026.0,0.89,0,0,2010-03-17 22:00:00,2,1,76,0,67.0,85.0,42.125,76.71428571428571,0,0,0
1824,2010,3,17,23,76.0,-6,-1.0,1027.0,4.92,0,0,2010-03-17 23:00:00,2,1,76,0,66.0,89.0,41.333333333333336,76.70238095238095,0,1,0
1825,2010,3,18,0,71.0,-5,-1.0,1027.0,9.84,0,0,2010-03-18 00:00:00,3,1,77,0,76.0,76.0,40.791666666666664,76.625,0,1,0
1826,2010,3,18,1,89.0,-5,-2.0,1027.0,13.86,0,0,2010-03-18 01:00:00,3,1,77,0,71.0,41.0,40.583333333333336,76.44642857142857,0,1,0
1827,2010,3,18,2,96.0,-5,-2.0,1026.0,17.88,0,0,2010-03-18 02:00:00,3,1,77,0,89.0,83.0,42.583333333333336,76.3452380952381,0,1,0
1828,2010,3,18,3,91.0,-5,-2.0,1026.0,19.67,0,0,2010-03-18 03:00:00,3,1,77,0,96.0,85.0,43.125,76.05952380952381,0,1,0
1829,2010,3,18,4,86.0,-5,-2.0,1025.0,0.89,0,0,2010-03-18 04:00:00,3,1,77,0,91.0,41.0,43.375,75.75595238095238,0,0,1
1830,2010,3,18,5,83.0,-4,-2.0,1025.0,1.78,0,0,2010-03-18 05:00:00,3,1,77,0,86.0,18.0,45.25,75.43452380952381,0,0,1
