CustomerID,Recency,Frequency,Monetary
13705.0,8,3,711.86
13706.0,303,1,330.79
13707.0,267,2,806.41
13708.0,271,1,296.88
13709.0,4,13,6328.05
13710.0,32,1,180.48
13711.0,219,2,252.06
13712.0,247,1,228.84
13715.0,281,5,1079.34
13716.0,269,1,138.28
13717.0,32,6,1445.01
13718.0,246,2,306.55
13719.0,15,5,1041.68
13720.0,117,4,799.9
13721.0,36,1,524.14
13722.0,132,3,2375.41
13723.0,217,1,199.85000000000002
13725.0,50,8,1980.56
13726.0,39,2,1079.6599999999999
13727.0,29,2,333.48
13728.0,37,6,1016.14
13730.0,136,2,752.6
13731.0,219,2,610.59
13732.0,28,1,491.86
13735.0,25,4,2885.2400000000002
13736.0,5,2,731.9
13737.0,200,1,339.59999999999997
13739.0,18,1,216.9
13740.0,241,1,350.75
13741.0,72,3,668.4300000000001
13742.0,17,12,3131.02
13743.0,3,7,1341.6
13744.0,95,2,1156.36
13745.0,162,1,300.04
13747.0,374,1,79.6
13748.0,96,5,948.25
13750.0,54,5,1647.26
13751.0,288,1,296.25
13752.0,124,6,1186.28
13753.0,288,1,741.26
13754.0,152,2,282.59999999999997
13755.0,4,9,2161.35
13756.0,2,14,5189.52
13758.0,12,7,3190.55
13759.0,33,2,659.4100000000001
13760.0,54,2,286.79
13761.0,50,2,1070.65
13762.0,219,1,306.72
13763.0,63,1,1714.96
13764.0,71,3,1521.76
13767.0,2,37,17220.36
13769.0,2,10,2796.51
13771.0,64,4,2634.45
13772.0,34,3,1132.13
13774.0,82,1,345.0
13777.0,1,33,25977.16
13778.0,103,1,178.7
13780.0,7,2,360.01
13781.0,251,1,127.84
13782.0,13,6,912.0
13784.0,10,11,2462.79
13786.0,367,1,230.39999999999998
13787.0,76,2,309.04
13790.0,4,1,348.8
13791.0,128,2,1516.0
13792.0,66,2,195.55
13798.0,1,57,37153.85
13799.0,117,2,688.86
13800.0,310,1,558.32
13801.0,67,1,324.8
13802.0,139,3,4599.42
13803.0,255,1,277.07
13804.0,31,7,2635.79
13805.0,52,2,924.6
13806.0,64,1,256.38
13807.0,367,1,112.6
13808.0,6,5,1747.66
13809.0,305,1,155.05
13810.0,29,3,1499.01
13811.0,184,3,814.5
13812.0,42,3,539.0
13813.0,40,4,1366.8600000000001
13814.0,92,2,1579.12
13815.0,22,4,4027.36
13816.0,24,2,571.6700000000001
13817.0,29,2,382.98
13819.0,302,3,1140.35
13821.0,145,2,385.64
13822.0,6,2,632.0
13823.0,19,2,957.66
13824.0,33,5,1698.94
13826.0,176,1,189.5
13827.0,58,3,412.05
13828.0,22,1,209.49
13831.0,16,6,2202.99
13832.0,19,1,52.199999999999996
13833.0,159,1,384.8
13835.0,25,4,834.57
13837.0,212,2,271.24
13838.0,6,4,691.73
13841.0,253,1,85.0
13842.0,59,9,3385.62
13844.0,11,1,361.62
13845.0,65,1,312.98
13846.0,25,3,865.0600000000001
13848.0,92,3,1255.0
13849.0,52,2,1537.95
13850.0,129,1,1595.48
13851.0,96,3,2651.46
13853.0,57,1,1090.14
13854.0,9,25,8109.5199999999995
13856.0,169,3,388.5
13858.0,57,1,216.17
13859.0,326,1,201.16
13860.0,1,5,1245.9
13862.0,18,8,2209.36
13863.0,248,1,305.78
13865.0,58,4,501.56
13866.0,74,1,145.67000000000002
13867.0,31,3,1015.29
13868.0,7,2,3192.54
13869.0,123,4,3104.95
13870.0,2,8,2770.94
13871.0,23,13,6403.25
13873.0,120,3,389.6
13874.0,358,1,540.45
13875.0,54,5,1786.79
13876.0,64,1,122.7
13877.0,86,1,117.24
13878.0,55,1,1281.53
13880.0,21,13,3219.77
13881.0,4,20,17159.52
13882.0,3,5,1191.13
13883.0,11,5,2674.48
13884.0,7,5,787.6
13885.0,189,2,506.8
13886.0,71,1,243.56
13887.0,204,1,349.55
13888.0,120,2,605.63
13889.0,93,1,416.90000000000003
13890.0,1,10,1883.8100000000002
13892.0,27,4,632.97
13893.0,298,1,821.1
13894.0,24,3,564.62
13895.0,28,4,2593.07
13897.0,50,1,311.16
13898.0,326,1,155.93
13899.0,16,2,388.52
13900.0,183,3,740.95
13901.0,72,5,2867.2
13904.0,37,2,332.64
13908.0,80,4,2369.55
13911.0,57,9,2580.91
13914.0,12,2,626.45
13917.0,50,2,272.04
13918.0,50,2,1212.8400000000001
13919.0,59,2,384.81
13922.0,352,1,172.25
13923.0,54,1,351.13
13924.0,2,6,1838.8500000000001
13925.0,93,4,678.25
13926.0,23,1,223.85000000000002
13927.0,75,1,348.99
13928.0,11,4,464.57
13929.0,169,2,842.65
13930.0,58,2,337.34
13931.0,96,2,1237.53
13932.0,295,1,307.4
13933.0,109,2,608.7900000000001
13934.0,264,1,922.1
13936.0,180,1,376.58
13937.0,169,1,158.85
13938.0,35,1,71.66
13939.0,23,3,568.55
13940.0,17,4,839.14
13941.0,22,5,5112.96
13946.0,79,3,561.5699999999999
13947.0,65,1,90.6
13948.0,361,1,102.0
13949.0,3,6,2427.32
13950.0,11,4,745.06
13951.0,176,3,674.45
13952.0,218,2,3251.071
13953.0,7,7,3515.68
13954.0,2,2,439.92
13955.0,154,2,322.96
13956.0,5,5,1026.42
13959.0,79,3,598.2
13960.0,21,2,230.22
13962.0,22,2,169.55
13963.0,308,4,664.54
13967.0,146,1,80.7
13969.0,7,18,9053.94
13971.0,19,8,2758.26
13972.0,71,2,190.25
13973.0,287,1,264.7
13974.0,49,1,413.59000000000003
13975.0,31,6,2526.28
13976.0,207,1,357.98
13978.0,15,2,196.79000000000002
13979.0,73,1,869.87
13980.0,60,1,200.14
13982.0,39,4,1871.81
13983.0,30,12,2603.43
13984.0,27,5,920.51
13985.0,4,15,7060.13
13986.0,17,1,320.46
13988.0,20,6,4147.96
13989.0,66,2,1266.08
13990.0,213,1,311.3
13991.0,12,6,855.97
13992.0,30,1,76.8
13993.0,43,9,3466.36
13994.0,4,6,2313.14
13995.0,15,5,1393.69
13999.0,10,12,3901.81
14000.0,211,1,635.66
14001.0,46,3,2043.0800000000002
14002.0,134,2,529.73
14004.0,43,7,4582.64
14005.0,10,5,2874.72
14006.0,116,3,962.19
14009.0,198,2,695.61
14012.0,278,1,328.8
14013.0,110,3,473.02
14014.0,77,1,505.18
14015.0,53,1,917.34
14016.0,162,4,4341.21
14019.0,47,3,1421.61
14020.0,17,2,642.8
14021.0,155,3,631.9
14022.0,225,1,440.0
14023.0,7,2,584.07
14024.0,122,2,327.7
14027.0,61,1,104.82
14029.0,63,2,467.66
14030.0,18,8,2360.09
14031.0,7,19,17286.86
14032.0,2,11,2975.59
14034.0,22,3,651.8199999999999
14035.0,29,5,1428.02
14036.0,285,1,626.65
14037.0,176,2,147.20000000000002
14038.0,78,3,1560.38
14039.0,33,1,152.2
14040.0,41,12,3614.92
14041.0,266,1,141.41
14044.0,27,4,652.82
14045.0,109,4,1659.75
14046.0,284,1,154.99
14047.0,9,5,1308.6100000000001
14048.0,305,1,409.93
14049.0,17,4,5681.72
14050.0,32,2,746.36
14051.0,1,23,15610.390000000001
14052.0,20,1,225.36
14053.0,124,2,260.25
14054.0,65,1,92.46
14055.0,106,1,725.6400000000001
14056.0,1,23,8214.65
14057.0,24,17,6217.96
14059.0,267,1,183.6
14060.0,5,19,6140.42
14062.0,10,12,10464.85
14064.0,29,5,1353.74
14066.0,267,1,152.55
14067.0,64,2,374.7
14068.0,320,1,265.85
14071.0,4,8,1438.82
14073.0,32,1,151.04
14075.0,5,3,942.26
14076.0,129,1,122.47
14077.0,41,5,499.41999999999996
14078.0,102,6,1049.37
14079.0,125,1,375.1
14080.0,33,1,45.599999999999994
14081.0,302,2,934.52
14082.0,365,1,182.25
14083.0,4,9,1018.43
14085.0,2,18,4448.54
14087.0,3,1,194.42
14088.0,10,13,50491.81
14089.0,57,1,161.0
14090.0,325,1,76.32000000000001
14092.0,8,14,4076.91
14093.0,12,1,442.85
14096.0,4,17,65164.79
14098.0,37,1,147.35
14099.0,16,11,3104.17
14100.0,138,1,194.9
14101.0,74,6,5976.79
14102.0,5,5,1360.28
14104.0,155,2,216.20999999999998
14105.0,239,1,1266.23
14107.0,52,7,2703.23
14108.0,31,2,597.91
14109.0,73,1,144.2
14110.0,4,12,5683.15
14111.0,14,4,692.85
14112.0,23,7,2915.15
14113.0,4,4,1840.42
14114.0,274,2,386.53
14116.0,20,5,1382.74
14117.0,144,1,90.0
14121.0,4,4,2780.15
14124.0,84,1,419.58000000000004
14125.0,11,3,2740.43
14126.0,8,3,706.1300000000001
14127.0,123,3,709.71
14128.0,61,2,637.5
14129.0,2,5,1123.8600000000001
14130.0,319,1,483.86
14132.0,2,11,3586.0299999999997
14133.0,130,3,605.64
14135.0,2,15,4690.31
14138.0,2,2,982.3800000000001
14139.0,46,1,415.82
14140.0,4,2,935.05
14141.0,3,4,915.13
14142.0,373,1,311.81
14143.0,134,1,115.8
14145.0,47,4,3742.2
14146.0,9,5,4191.0
14147.0,78,2,483.4
14148.0,234,1,157.2
14149.0,221,1,446.62
14150.0,36,2,658.64
14152.0,75,2,621.29
14154.0,239,2,1345.62
14155.0,266,1,118.75
14156.0,10,55,117379.63
14157.0,20,2,432.88
14158.0,40,1,507.66
14159.0,20,11,4693.01
14161.0,216,3,1110.52
14162.0,174,2,289.36
14163.0,87,4,2445.91
14164.0,71,2,1631.77
14165.0,276,1,122.53999999999999
14167.0,39,4,574.84
14171.0,98,1,363.79
14173.0,11,4,450.84
14174.0,33,1,134.46
14175.0,60,3,3222.3
14176.0,297,4,576.9000000000001
14177.0,86,4,559.41
14178.0,9,7,1620.93
14179.0,41,2,719.78
14180.0,11,25,4748.52
14184.0,67,1,452.89
14185.0,331,1,197.65
14188.0,31,6,2054.36
14189.0,2,15,4654.08
14191.0,2,13,4684.76
14193.0,68,2,853.39
14194.0,5,21,11349.52
14195.0,202,2,1012.0
14196.0,107,1,335.52
14198.0,18,4,701.4
14199.0,218,1,185.39999999999998
14201.0,60,7,747.44
14204.0,2,1,161.03
14205.0,17,2,466.7
14206.0,239,1,328.15999999999997
14208.0,95,1,151.74
14209.0,11,6,2073.43
14210.0,106,6,1905.8400000000001
14211.0,53,9,2241.1
14212.0,90,1,1070.48
14214.0,31,5,1004.38
14215.0,12,6,1789.72
14216.0,3,4,1839.3
14217.0,2,17,2004.98
14218.0,43,1,169.48000000000002
14219.0,4,1,89.94
14220.0,247,2,632.4
14221.0,42,9,3432.8
14222.0,177,1,683.17
14223.0,92,3,991.13
14224.0,110,4,1050.12
14226.0,29,5,2232.19
14227.0,26,10,3350.96
14229.0,52,3,1547.2
14231.0,184,3,925.71
14232.0,43,5,2048.07
14233.0,49,4,1462.72
14234.0,22,4,775.46
14235.0,75,5,3144.86
14236.0,81,2,490.86
14237.0,373,1,161.0
14238.0,326,1,146.85
14239.0,43,11,2380.85
14240.0,30,2,890.34
14241.0,184,1,213.70000000000002
14242.0,235,2,280.55
14243.0,9,10,2588.77
14245.0,220,2,1693.45
14246.0,111,3,1474.06
14247.0,278,1,136.76999999999998
14248.0,318,1,302.58
14250.0,7,3,1904.05
14251.0,2,5,2879.7000000000003
14256.0,260,2,969.0600000000001
14257.0,64,5,3099.7200000000003
14258.0,9,9,12669.98
14259.0,142,1,120.0
14261.0,51,2,1163.45
14262.0,8,8,2618.23
14264.0,155,2,333.97
14265.0,109,2,530.18
14267.0,163,3,1516.24
14270.0,332,1,492.65000000000003
14271.0,226,1,112.32
14272.0,74,2,437.96
14273.0,51,4,559.97
14276.0,99,3,1119.74
14277.0,15,3,4216.2
14280.0,197,1,134.04
14282.0,3,15,3729.34
14284.0,31,2,595.25
14285.0,21,4,1910.01
14286.0,24,3,4628.75
14287.0,8,3,176.63
14288.0,213,1,426.6
14289.0,9,6,911.26
14290.0,11,5,2314.65
14291.0,2,11,3883.25
14292.0,8,9,4871.93
14293.0,3,4,1046.56
14295.0,40,1,166.20000000000002
14297.0,18,4,1305.33
14298.0,8,44,51527.3
14299.0,8,9,3965.62
14300.0,19,1,43.2
14301.0,117,1,640.14
14304.0,223,1,383.45
14305.0,71,3,1858.96
14306.0,51,2,2093.32
14307.0,89,6,2995.72
14309.0,8,9,2352.53
14311.0,243,1,310.26
14312.0,47,6,1611.59
14314.0,107,1,120.0
14315.0,45,6,2481.13
14317.0,65,1,508.58000000000004
14320.0,207,2,477.79
14321.0,11,5,1530.75
14323.0,115,2,605.0600000000001
14326.0,242,1,183.85
14327.0,163,1,311.65
14329.0,17,7,5014.84
14331.0,124,2,462.65999999999997
14332.0,23,3,866.31
14333.0,68,1,415.2
14334.0,17,8,2552.21
14335.0,16,2,468.26
14336.0,17,4,1614.91
14338.0,161,2,588.22
14339.0,243,1,309.52
14340.0,219,1,134.7
14341.0,45,8,2182.28
14342.0,21,4,668.5600000000001
14344.0,127,8,889.9300000000001
14345.0,39,1,108.97999999999999
14346.0,121,2,1021.58
14348.0,260,1,409.57
14349.0,10,1,133.5
14350.0,274,1,282.93
14351.0,165,1,51.0
14352.0,157,4,1078.96
14353.0,215,1,90.6
14354.0,6,2,163.62
14355.0,366,1,174.4
14356.0,80,2,701.23
14357.0,43,1,225.77
14359.0,19,3,912.18
14360.0,32,4,2128.23
14362.0,22,1,161.2
14364.0,109,8,3717.35
14367.0,8,16,9261.52
14368.0,320,1,155.0
14371.0,295,1,100.5
14373.0,358,1,76.55
14375.0,185,1,257.68
14377.0,191,2,617.05
14379.0,44,2,348.1
14381.0,52,1,202.68
14382.0,26,1,626.0699999999999
14383.0,38,3,1247.69
14385.0,9,3,202.11
14386.0,297,1,142.4
14387.0,33,3,1770.56
14388.0,10,8,3212.84
14389.0,65,2,1043.46
14390.0,10,9,4652.82
14393.0,218,1,67.95
14395.0,2,9,3507.71
14396.0,65,2,487.99
14397.0,3,19,2612.96
14400.0,149,1,574.7
14401.0,4,13,4051.48
14403.0,130,4,1475.81
14404.0,34,6,1474.32
14406.0,119,1,156.75
14407.0,107,6,2157.73
14408.0,11,7,2606.53
14409.0,71,6,2059.4500000000003
14410.0,92,9,1105.07
14411.0,311,1,1063.0
14412.0,43,2,770.03
14413.0,362,1,122.7
14414.0,92,7,1496.98
14415.0,1,13,5900.28
14416.0,22,2,490.22
14418.0,4,3,1937.25
14419.0,11,6,1058.06
14420.0,99,1,387.52
14421.0,57,2,813.11
14422.0,1,6,4263.64
14423.0,218,1,265.2
14424.0,18,1,322.08
14426.0,24,10,4481.67
14427.0,50,2,363.34000000000003
14428.0,7,5,1244.83
14431.0,303,1,470.36
14432.0,10,6,2255.51
14434.0,22,6,1372.8
14436.0,99,1,89.06
14437.0,366,1,63.0
14438.0,306,1,131.9
14439.0,320,1,2661.24
14440.0,8,5,2357.6800000000003
14441.0,1,4,1712.89
14442.0,205,2,1589.82
14443.0,54,4,1420.2
14446.0,1,4,1039.58
14447.0,19,5,1163.23
14448.0,9,2,375.35
14449.0,19,4,907.1
14450.0,181,3,483.25
14451.0,60,2,662.59
14452.0,11,2,264.44
14453.0,190,1,119.93
14456.0,5,9,3062.4
14457.0,311,1,113.64
14459.0,155,1,1837.92
14460.0,110,3,434.34
14461.0,148,3,2103.06
14462.0,66,11,2004.02
14463.0,98,3,529.62
14465.0,247,3,1058.6200000000001
14466.0,29,7,2272.4
14467.0,18,4,598.76
14470.0,12,2,461.19
14472.0,104,8,1936.84
14473.0,74,2,234.34000000000003
14474.0,46,1,547.66
14475.0,72,3,925.85
14476.0,257,1,215.7
14477.0,20,4,1309.6
14479.0,254,2,316.25
14480.0,11,1,279.05
14481.0,165,2,636.51
14482.0,18,6,2068.15
14483.0,282,1,137.1
14484.0,50,1,321.92
14485.0,39,1,165.75
14487.0,27,6,1196.33
14488.0,68,1,1064.28
14489.0,207,1,463.38
14491.0,175,2,340.93
14493.0,7,5,2383.2400000000002
14494.0,26,1,139.56
14495.0,51,2,123.8
14496.0,312,2,538.8100000000001
14497.0,309,1,475.37
14498.0,43,5,1957.32
14499.0,26,3,815.32
14500.0,88,3,356.85
14501.0,184,2,251.21
14502.0,20,11,2470.67
14503.0,3,6,3543.26
14504.0,47,4,673.26
14505.0,17,8,5905.64
14506.0,17,5,2012.17
14507.0,24,6,1383.18
14508.0,22,2,276.42
14511.0,11,5,1314.81
14512.0,188,2,275.28
14513.0,101,3,455.59000000000003
14514.0,61,3,1055.35
14515.0,18,6,2102.09
14517.0,33,2,330.45
14518.0,64,1,174.37
14520.0,2,2,270.6
14522.0,24,4,974.54
14523.0,108,1,241.09
14524.0,32,9,1867.68
14525.0,20,9,4332.2
14527.0,3,55,8508.82
14528.0,37,1,364.21999999999997
14529.0,60,3,620.04
14530.0,26,6,2925.91
14532.0,236,4,932.85
14533.0,25,7,1949.72
14534.0,3,18,4447.05
14535.0,60,3,2864.19
14536.0,260,1,171.8
14537.0,58,1,355.56
14538.0,65,2,388.25
14539.0,16,2,537.48
14540.0,10,3,996.26
14541.0,59,8,1461.65
14542.0,186,1,103.25
14543.0,29,16,3630.33
14544.0,24,2,2024.45
14546.0,5,5,2578.09
14547.0,4,8,4007.54
14548.0,151,2,652.8
14549.0,311,1,289.24
14550.0,11,2,765.62
14551.0,18,2,186.23
14552.0,152,1,165.07
14553.0,19,5,859.27
14554.0,10,4,2381.04
14555.0,57,2,324.14
14557.0,85,1,788.38
14560.0,7,22,2237.77
14561.0,76,3,1080.76
14562.0,4,18,5074.77
14565.0,96,4,3099.12
14566.0,111,1,1432.0
14567.0,57,2,1530.3600000000001
14569.0,1,1,227.39
14570.0,281,2,218.06
14572.0,3,7,2832.84
14573.0,180,9,1653.42
14576.0,372,1,35.400000000000006
14577.0,13,4,859.71
14578.0,3,1,168.63
14581.0,17,1,138.6
14582.0,41,1,114.11
14583.0,6,5,1052.55
14584.0,169,4,1042.26
14585.0,50,1,157.05
14586.0,277,1,237.36
14587.0,19,9,1601.14
14589.0,372,1,39.75
14591.0,15,4,1447.14
14592.0,35,3,570.46
14593.0,22,3,617.99
14594.0,7,2,379.83
14595.0,20,6,1740.6
14597.0,11,2,883.15
14598.0,44,1,221.97
14600.0,306,1,393.33000000000004
14601.0,11,1,213.96
14603.0,275,1,660.0
14606.0,1,93,12156.65
14607.0,16,14,16569.5
14608.0,4,4,1785.15
14609.0,72,4,601.56
14616.0,243,3,406.08000000000004
14618.0,9,3,553.44
14619.0,246,1,394.44
14620.0,206,2,412.78000000000003
14621.0,1,5,1788.3600000000001
14622.0,185,1,320.58000000000004
14623.0,32,5,889.25
14624.0,57,2,225.85
14625.0,196,2,899.63
14626.0,24,4,2791.27
14628.0,91,2,671.96
14629.0,4,2,959.01
14631.0,51,3,1006.98
14632.0,263,1,114.56
14633.0,266,1,344.90000000000003
14636.0,36,2,609.85
14638.0,51,1,443.6
14639.0,52,6,2984.49
14640.0,24,6,2125.08
14641.0,22,1,110.46
14642.0,59,1,96.12
14643.0,170,2,693.8100000000001
14644.0,68,2,830.76
14645.0,157,2,597.09
14646.0,2,73,280206.02
14647.0,201,1,243.22
14649.0,5,4,1417.29
14651.0,67,2,654.6
14652.0,77,1,114.18
14653.0,1,7,1947.55
14655.0,8,4,1932.23
14656.0,169,2,291.05
14657.0,18,4,848.22
14658.0,5,2,247.15
14659.0,9,9,2529.93
14660.0,87,2,285.74
14661.0,27,1,107.95
14662.0,29,4,771.17
14664.0,20,2,637.89
14665.0,61,5,1835.7
14666.0,24,1,195.25
14667.0,11,25,9241.2
14669.0,242,3,1269.99
14670.0,280,2,411.53
14672.0,235,2,765.55
14673.0,3,5,1736.4
14675.0,16,1,604.75
14676.0,31,6,2548.2400000000002
14680.0,25,16,28754.11
14681.0,71,3,498.95
14682.0,188,2,52.0
14684.0,26,5,1236.28
14687.0,107,1,628.38
14688.0,8,21,5630.87
14689.0,209,1,112.8
14690.0,44,2,371.7
14691.0,31,5,2114.33
14692.0,137,4,591.55
14693.0,265,1,172.9
14696.0,4,7,2078.95
14697.0,218,2,188.60999999999999
14698.0,2,5,1250.76
14699.0,214,1,109.13000000000001
14700.0,32,3,2235.3
14701.0,11,9,2549.37
14702.0,1,17,3292.14
14703.0,15,1,318.17
14704.0,11,9,1546.91
14705.0,199,1,179.0
14708.0,3,3,1126.37
14709.0,15,13,4921.04
14710.0,14,4,606.13
14711.0,10,11,2868.8
14712.0,29,3,917.07
14713.0,9,11,2666.36
14714.0,24,1,160.19
14715.0,25,4,867.38
14716.0,43,2,329.68
14719.0,2,5,1602.13
14720.0,6,3,663.81
14722.0,147,1,187.92000000000002
14723.0,10,6,1158.3
14725.0,25,1,718.08
14727.0,274,1,268.58
14729.0,374,1,313.49
14730.0,1,8,2005.06
14731.0,47,3,380.02
14732.0,8,8,2702.4900000000002
14733.0,16,12,9585.91
14735.0,4,32,6065.69
14737.0,4,3,1164.55
14738.0,43,7,1314.45
14739.0,4,7,3902.28
14740.0,197,3,1448.21
14741.0,12,6,1400.34
14744.0,16,7,1099.98
14745.0,113,5,1220.26
14747.0,249,1,328.2
14748.0,29,5,1415.75
14752.0,44,1,389.64
14753.0,87,1,563.15
14754.0,45,2,638.05
14755.0,10,11,5010.28
14756.0,15,1,738.96
14757.0,75,1,420.5
14758.0,145,4,1484.06
14759.0,5,3,1625.97
14760.0,297,1,89.2
14761.0,59,2,255.9
14762.0,264,1,300.52
14764.0,47,1,278.3
14765.0,29,3,254.11
14766.0,8,6,2473.37
14768.0,17,2,192.60000000000002
14769.0,3,8,10674.75
14770.0,232,2,876.42
14772.0,112,1,139.26
14775.0,58,3,1011.9
14776.0,51,11,2538.3
14778.0,127,2,730.86
14779.0,281,3,386.15
14780.0,55,2,447.68
14782.0,320,1,200.10000000000002
14784.0,26,2,289.99
14785.0,10,2,77.4
14788.0,7,2,679.4399999999999
14789.0,29,1,197.64
14790.0,17,4,745.06
14792.0,64,1,6.2
14793.0,21,1,228.99
14794.0,3,7,1319.91
14795.0,166,1,131.45000000000002
14796.0,1,17,8022.49
14798.0,53,3,173.74
14799.0,51,1,157.7
14800.0,48,12,4339.74
14801.0,61,1,193.14
14803.0,162,3,845.55
14804.0,9,1,353.27
14805.0,15,4,554.65
14806.0,75,1,193.39000000000001
14808.0,40,8,2741.17
14810.0,41,11,2087.88
14813.0,370,2,155.43
14815.0,37,2,778.5
14816.0,197,1,271.85
14817.0,200,2,1110.34
14818.0,74,3,657.8
14819.0,64,2,272.07
14820.0,21,4,507.29
14821.0,367,1,48.800000000000004
14823.0,180,3,321.43
14824.0,10,4,1127.71
14825.0,4,12,2226.91
14828.0,197,3,2139.76
14829.0,29,4,697.55
14830.0,53,1,197.13
14834.0,18,6,1720.3
14836.0,10,3,102.44999999999999
14837.0,90,4,1649.5
14840.0,268,1,62.85
14841.0,53,6,3295.76
14842.0,44,4,2824.69
14844.0,64,4,3189.81
14847.0,149,1,309.4
14849.0,22,25,7930.54
14850.0,312,1,325.75
14851.0,23,2,511.35
14852.0,58,6,2836.69
14853.0,24,2,475.8
14854.0,78,7,2759.83
14855.0,119,2,645.65
14856.0,36,3,1311.3799999999999
14857.0,60,2,1173.12
14859.0,13,4,1353.74
14860.0,19,1,170.32
14861.0,52,1,125.79
14862.0,26,2,841.1999999999999
14863.0,29,1,266.76
14865.0,7,2,52.2
14866.0,11,12,14389.9
14867.0,186,3,710.28
14868.0,3,8,2953.59
14869.0,9,2,725.7
14870.0,262,1,327.25
14871.0,3,4,522.38
14873.0,210,1,519.68
14875.0,108,2,1465.3200000000002
14878.0,13,9,1485.54
14880.0,77,3,706.19
14881.0,20,1,255.4
14882.0,27,2,589.7
14883.0,19,6,761.59
14885.0,132,1,765.3199999999999
14886.0,253,1,364.8
14887.0,79,1,1862.0
14888.0,207,1,369.2
14889.0,336,1,135.9
14890.0,254,1,125.65
14891.0,148,2,554.38
14893.0,10,2,1237.8500000000001
14894.0,85,1,655.75
14895.0,8,20,11138.710000000001
14896.0,205,2,468.77000000000004
14897.0,8,4,1366.38
14898.0,23,6,1303.52
14901.0,11,9,1421.29
14902.0,26,1,332.66
14903.0,21,5,2810.63
14904.0,2,2,1025.44
14905.0,158,2,616.15
14907.0,3,7,3501.1
14908.0,74,1,277.8
14910.0,3,4,434.35
14911.0,1,201,143825.06
14912.0,17,2,867.85
14913.0,36,4,1227.43
14915.0,91,2,307.48
14916.0,71,4,1268.98
14918.0,116,2,1610.15
14920.0,213,2,977.77
14921.0,30,2,1316.07
14923.0,51,1,749.1
14924.0,246,1,310.05
14929.0,32,1,223.88
14930.0,109,3,2372.86
14931.0,5,5,1257.68
14932.0,366,1,363.53
14934.0,82,2,1890.94
14935.0,297,1,1784.71
14936.0,34,8,8137.02
14937.0,57,3,1621.88
14944.0,30,12,5900.25
14946.0,14,1,100.9
14947.0,72,2,290.82
14948.0,23,6,1101.97
14950.0,19,1,371.2
14951.0,79,1,311.69
14952.0,60,11,8099.49
14953.0,25,1,289.82
14954.0,12,1,336.17
14957.0,253,1,58.49
14958.0,147,3,499.68
14959.0,64,4,695.42
14960.0,8,2,221.27
14961.0,11,9,7044.68
14962.0,271,1,126.7
14963.0,10,5,1487.8
14964.0,247,1,206.21
14965.0,96,2,599.0
14966.0,15,1,191.32
14967.0,50,1,463.8
14968.0,30,1,147.59
14970.0,68,4,1592.06
14971.0,35,3,1116.57
14972.0,128,1,114.77
14973.0,107,3,1314.45
14974.0,37,1,114.39
14975.0,57,1,279.94
14976.0,57,7,790.86
14978.0,72,5,1931.42
14981.0,246,1,102.12
14984.0,19,2,213.27
14985.0,198,2,296.75
14987.0,16,2,326.4
14988.0,212,1,334.54
14995.0,39,2,233.23000000000002
14997.0,46,3,546.1999999999999
14998.0,170,2,429.87
15000.0,48,1,490.52
15002.0,116,4,1641.76
15004.0,147,1,1246.32
15005.0,16,28,6316.57
15006.0,51,1,502.09
15007.0,159,1,156.91
15009.0,12,3,1261.78
15010.0,36,1,308.94
15012.0,54,2,423.04
15014.0,43,2,260.17
15016.0,173,1,170.04
15017.0,34,1,125.58
15018.0,39,3,496.21000000000004
15019.0,267,1,266.0
15021.0,9,9,1914.82
15022.0,12,4,905.04
15023.0,3,11,6802.76
15024.0,10,10,1661.33
15025.0,33,1,377.01
15026.0,80,3,469.0
15027.0,31,4,1066.1499999999999
15028.0,8,4,627.13
15030.0,72,2,518.28
15031.0,4,4,668.14
15032.0,256,3,4959.1
15033.0,5,10,2586.67
15034.0,16,8,4308.61
15035.0,90,1,252.73000000000002
15036.0,72,3,465.55
15038.0,59,6,705.49
15039.0,10,47,19914.44
15041.0,170,1,180.35
15042.0,199,1,135.93
15043.0,31,1,537.0
15044.0,19,17,7700.2300000000005
15045.0,152,2,735.66
15046.0,9,15,5213.7699999999995
15047.0,270,1,343.62
15048.0,65,4,384.05
15049.0,274,1,121.17000000000002
15050.0,25,3,1782.09
15051.0,23,3,1391.61
15052.0,319,1,215.78
15053.0,5,3,697.79
15054.0,12,2,302.1
15057.0,275,2,1489.5
15058.0,25,11,2124.9900000000002
15059.0,41,9,1337.72
15060.0,8,4,303.09
15061.0,4,48,54534.14
15062.0,71,4,987.86
15063.0,213,1,370.79999999999995
15065.0,38,4,3158.13
15066.0,53,1,893.59
15067.0,78,3,1744.76
15068.0,46,2,553.36
15069.0,179,1,1109.53
15070.0,373,1,106.2
15071.0,94,2,982.07
15073.0,10,3,1043.41
15074.0,105,1,748.87
15075.0,78,1,773.03
15076.0,173,1,880.85
15078.0,7,32,9743.11
15079.0,213,4,895.61
15081.0,22,5,504.8
15083.0,257,1,88.2
15087.0,282,1,306.94
15088.0,21,2,1160.07
15089.0,10,6,2420.84
15090.0,308,1,381.32
15091.0,68,1,480.71
15092.0,215,2,457.81
15093.0,18,6,4597.02
15095.0,104,4,1370.6
15096.0,43,1,219.39000000000001
15097.0,4,1,248.08
15098.0,182,3,39916.5
15099.0,84,1,410.48
15100.0,334,3,876.0
